"Name","Compare","Pos","Age","Shoots","Team","GP","G","A","PTS","PTS/GP","Season Pace","82GP Pace","GWG","PPP","PPTOI","%PP","TOI","SOG","+/-","PIM","Yrs","Sal","Caphit","AAV"
"DMITRY KULIKOV","","D","31","L","MIN","51","2","8","10","0.20","13","16","1","0","00:07","2.5","20:01","54","-4","32","1","$4.33M","$4.33M","$4.33M"
"JUJHAR KHAIRA","","L","27","L","CHI","64","6","4","10","0.16","12","13","1","0","00:06","2.4","12:32","69","-19","38","1","$1.1M","$1.2M","$1.2M"
"GAETAN HAAS","","C","30","R","","58","5","5","10","0.17","24","14","0","1","00:21","7.5","09:42","54","-1","6","0","$0.93M","$0.93M","$1.56M"
"TOBIAS RIEDER","","L","29","L","","55","4","6","10","0.18","25","15","0","0","00:02","0.6","11:05","77","-12","6","0","$0.7M","$0.7M","$0.7M"
"CURTIS LAZAR","","C","27","R","VAN","38","5","5","10","0.26","13","22","0","0","00:01","0.5","11:50","33","-3","9","3","$0.7M","$0.7M","$0.7M"
"DRAKE BATHERSON","","R","24","R","OTT","23","3","7","10","0.43","15","36","0","6","02:14","43.4","15:34","32","-12","13","5","$0.78M","$0.74M","$0.77M"
"DYLAN DEMELO","","D","29","R","WPG","59","0","10","10","0.17","12","14","0","0","00:46","15.9","20:09","74","4","37","2","$0.9M","$0.9M","$0.9M"
"EVAN RODRIGUES","","R","28","R","","45","6","4","10","0.22","28","18","1","1","00:28","9.2","11:17","75","-8","14","0","$2M","$2M","$2M"
"JAYCE HAWRYLUK","","C","26","R","","26","3","7","10","0.38","42","32","0","0","00:09","3.2","11:06","26","1","16","0","$0.87M","$0.87M","$0.87M"
"NICOLAS ROY","","C","25","R","VGK","28","5","5","10","0.36","14","29","0","1","00:06","2.3","11:26","42","3","8","0","$0.7M","$0.72M","$0.82M"
"LUCA SBISA","","D","32","L","","44","2","8","10","0.23","29","19","0","0","00:02","0.6","17:56","49","1","37","0","$0.75M","$0.75M","$0.75M"
"FRANS NIELSEN","","C","38","L","","60","4","5","9","0.15","21","12","0","2","01:02","19.0","13:41","86","-13","8","0","$5.5M","$5.25M","$5.25M"
"RADIM SIMEK","","D","29","L","S.J","48","2","7","9","0.19","11","15","0","0","00:02","0.9","17:11","40","-13","14","2","$0.7M","$0.68M","$0.68M"
"CHRISTIAN FISCHER","","C","25","R","ARI","56","6","3","9","0.16","11","13","1","0","00:06","1.7","11:01","83","2","16","1","$0.83M","$0.82M","$1.08M"
"KEVIN ROONEY","","C","29","L","CGY","49","4","5","9","0.18","11","15","0","0","00:02","0.5","11:44","59","8","20","2","$0.7M","$0.7M","$0.7M"
"KRIS RUSSELL","","D","35","L","","55","0","9","9","0.16","22","13","0","0","00:01","0.2","16:47","45","0","14","0","$4M","$4M","$4M"
"BRAYDEN MCNABB","","D","31","L","VGK","71","2","7","9","0.13","10","10","0","0","00:04","1.3","20:01","73","1","40","3","$2.5M","$2.5M","$2.5M"
"CALEB JONES","","D","25","L","CHI","43","4","5","9","0.21","12","17","1","1","00:06","2.2","14:08","38","-1","10","0","$0.7M","$0.72M","$0.82M"
"GREG MCKEGG","","L","30","L","EDM","53","5","4","9","0.17","11","14","0","0","00:01","0.4","09:34","40","-2","17","2","$0.75M","$0.75M","$0.75M"
"JAY BOUWMEESTER","","D","38","L","","56","1","8","9","0.16","22","13","0","0","00:02","0.7","21:34","53","6","20","0","$3.25M","$3.25M","$3.5M"
"JORDAN KYROU","","R","24","R","STL","28","4","5","9","0.32","13","26","0","1","00:20","8.3","10:54","39","1","8","1","$0.7M","$0.76M","$0.88M"
"JOAKIM NYGARD","","L","29","L","","33","3","6","9","0.27","31","22","0","1","00:30","10.1","10:41","39","0","8","0","$0.93M","$0.93M","$0.93M"
"PATRIK NEMETH","","D","30","L","ARI","64","1","8","9","0.14","11","12","1","0","00:06","1.9","22:02","89","-10","28","2","$3.2M","$3M","$3M"
"JACOB DE LA ROSE","","L","27","L","","50","2","7","9","0.18","24","15","0","0","00:01","0.4","10:43","46","2","10","0","$0.95M","$0.9M","$0.9M"
"JOSH MANSON","","D","30","R","COL","50","1","8","9","0.18","11","15","0","0","00:07","2.5","20:38","64","-10","37","4","$4.25M","$4.1M","$4.1M"
"STEFAN NOESEN","","R","29","R","CAR","40","7","2","9","0.23","12","18","2","1","00:42","17.0","11:32","67","-1","32","2","$0.7M","$0.7M","$0.7M"
"JONAS SIEGENTHALER","","D","25","L","N.J","64","2","7","9","0.14","11","12","1","0","00:01","0.2","15:44","49","11","43","1","$0.75M","$0.71M","$0.89M"
"LUKE GLENDENING","","R","33","R","DAL","60","6","3","9","0.15","11","12","1","0","00:07","2.2","15:21","76","-29","14","1","$1.7M","$1.8M","$1.8M"
"ADAM PELECH","","D","27","L","NYI","38","1","8","9","0.24","12","19","0","0","00:04","1.5","21:08","49","4","20","6","$1.93M","$1.6M","$1.6M"
"DMYTRO TIMASHOV","","L","25","L","","44","4","5","9","0.20","26","17","1","0","00:03","1.2","08:32","37","1","16","0","$0.7M","$0.69M","$0.84M"
"RYAN MURRAY","","D","28","L","","27","2","7","9","0.33","36","27","0","2","00:52","16.3","19:57","32","-9","4","0","$4.5M","$4.6M","$4.6M"
"MARKUS NUTIVAARA","","D","28","L","S.J","37","3","6","9","0.24","12","20","0","1","00:19","7.3","15:55","47","2","4","1","$2.5M","$2.7M","$2.7M"
"CASEY MITTELSTADT","","C","23","L","BUF","31","4","5","9","0.29","13","24","1","2","01:47","31.7","12:46","34","-5","2","2","$0.93M","$0.93M","$1.49M"
"TAYLOR FEDUN","","D","34","R","PIT","27","2","7","9","0.33","13","27","0","0","00:07","2.5","13:45","40","3","8","2","$0.7M","$0.74M","$0.74M"
"ERIK GUDBRANSON","","D","30","R","CBJ","51","4","5","9","0.18","11","14","0","0","00:08","2.7","19:22","78","0","95","4","$4.5M","$4M","$4M"
"BRENDAN GUHLE","","D","24","L","","30","4","4","8","0.27","30","22","1","0","00:06","2.2","17:04","39","-2","10","0","$0.7M","$0.7M","$0.89M"
"JESPERI KOTKANIEMI","","C","22","L","CAR","36","6","2","8","0.22","11","18","0","2","01:44","34.7","13:00","55","-11","23","6","$0.93M","$0.93M","$3.43M"
"JOSH BROWN","","D","28","R","ARI","56","3","5","8","0.14","10","12","1","0","00:00","0.1","13:25","48","1","39","2","$0.7M","$0.68M","$0.68M"
"KURTIS MACDERMID","","D","28","L","COL","45","3","5","8","0.18","10","15","0","0","00:00","0.1","13:43","51","-9","47","2","$0.7M","$0.68M","$0.68M"
"DAN HAMHUIS","","D","39","L","","60","0","8","8","0.13","19","11","0","0","00:01","0.3","14:31","44","6","35","0","$1M","$1.25M","$1.25M"
"RASMUS SANDIN","","D","22","L","TOR","28","1","7","8","0.29","11","23","1","2","00:44","15.1","14:19","22","-7","10","0","$0.93M","$0.89M","$0.89M"
"ANTHONY BITETTO","","D","32","L","FLA","51","0","8","8","0.16","10","13","0","0","00:03","1.1","15:10","54","3","32","1","$0.7M","$0.7M","$0.7M"
"MASON APPLETON","","R","26","R","WPG","46","5","3","8","0.17","10","14","0","0","00:07","2.5","11:10","55","-9","20","0","$0.78M","$0.74M","$0.76M"
"LOGAN BROWN","","C","24","L","STL","23","1","7","8","0.35","12","29","1","3","01:56","39.2","11:45","23","0","4","1","$0.83M","$0.86M","$1.57M"
"JAY BEAGLE","","C","36","R","","55","2","6","8","0.15","20","12","1","0","00:02","0.6","12:34","49","-9","38","0","$3.2M","$3M","$3M"
"NATHAN BEAULIEU","","D","29","L","","38","1","7","8","0.21","25","17","1","0","00:02","0.9","17:00","38","15","29","0","$1M","$1M","$1M"
"NICK JENSEN","","D","31","R","WSH","68","0","8","8","0.12","10","10","0","1","00:03","1.0","17:49","61","1","13","1","$3M","$2.5M","$2.5M"
"TREVOR VAN RIEMSDYK","","D","30","R","WSH","49","1","7","8","0.16","10","13","0","0","00:02","0.7","14:52","58","-7","10","1","$2.5M","$2.3M","$2.3M"
"MARTIN FRK","","R","28","R","STL","17","6","2","8","0.47","13","39","1","1","01:29","39.5","13:50","26","-1","4","1","$0.7M","$0.7M","$0.7M"
"VLADISLAV KAMENEV","","C","25","L","COL","38","1","7","8","0.21","11","17","1","2","01:04","18.5","08:59","32","-2","8","0","$0.75M","$0.75M","$0.75M"
"CODY CECI","","D","28","R","EDM","56","1","7","8","0.14","10","12","1","0","00:04","1.7","20:32","48","7","20","3","$4.5M","$4.5M","$4.5M"
"SCOTT HARRINGTON","","D","29","L","","39","1","7","8","0.21","25","17","0","0","00:02","0.8","13:57","37","-3","16","0","$1.6M","$1.63M","$1.63M"
"TYLER MOTTE","","L","27","L","","34","4","4","8","0.24","27","19","0","0","00:01","0.3","13:07","38","-10","10","0","$0.98M","$0.98M","$0.98M"
"DENNIS CHOLOWSKI","","D","24","L","","36","2","6","8","0.22","26","18","1","5","02:40","53.2","19:13","51","-26","6","0","$0.93M","$0.89M","$0.89M"
"BRIAN DUMOULIN","","D","30","L","PIT","28","1","7","8","0.29","12","23","0","1","00:39","11.5","21:03","35","17","10","1","$4.1M","$4.1M","$4.1M"
"MATT MARTIN","","L","33","L","NYI","55","5","3","8","0.15","10","12","2","0","00:05","1.9","10:25","49","-1","40","2","$1.75M","$2.5M","$2.5M"
"BOBBY RYAN","","R","35","R","","24","5","3","8","0.33","35","27","0","0","02:29","45.3","13:31","43","3","22","0","$7.5M","$7.25M","$7.25M"
"BRENDAN SMITH","","D","33","L","N.J","62","3","5","8","0.13","10","11","0","0","00:03","0.9","11:06","45","-12","71","2","$4.53M","$4.35M","$4.35M"
"ANDREJ SEKERA","","D","36","L","","57","2","6","8","0.14","20","12","0","0","00:05","1.7","18:00","63","9","14","0","$1.5M","$1.5M","$2M"
"MATT BENNING","","D","28","R","S.J","43","1","7","8","0.19","10","15","0","0","00:00","0.1","13:14","38","8","15","4","$2M","$1.9M","$1.9M"
"TARO HIROSE","","L","26","L","DET","26","2","5","7","0.27","10","22","0","5","02:29","47.8","12:33","21","-12","6","2","$0.93M","$0.93M","$1.35M"
"GABRIEL VILARDI","","R","22","R","L.A","10","3","4","7","0.70","15","57","0","2","01:26","34.1","12:51","19","0","4","0","$0.93M","$0.89M","$1.63M"
"CAL CLUTTERBUCK","","R","34","R","NYI","37","3","4","7","0.19","10","16","0","0","00:03","1.0","13:25","35","6","22","2","$3.5M","$3.5M","$3.5M"
"JOAKIM NORDSTROM","","C","30","L","","48","4","3","7","0.15","19","12","0","0","00:02","0.6","12:06","49","-6","17","0","$1.1M","$1M","$1M"
"JUUSO RIIKOLA","","D","28","L","","36","1","6","7","0.19","23","16","0","2","01:10","26.0","13:53","38","3","6","0","$0.85M","$0.85M","$0.85M"
"JOEL KELLMAN","","C","28","L","","31","3","4","7","0.23","26","19","1","0","00:02","0.8","11:35","31","-1","4","0","$0.93M","$0.93M","$0.93M"
"JORDIE BENN","","D","34","L","TOR","44","1","6","7","0.16","9","13","1","0","00:01","0.3","16:17","58","-7","17","1","$2.4M","$2M","$2M"
"CARL GUNNARSSON","","D","35","L","","36","2","5","7","0.19","23","16","0","0","00:01","0.4","15:47","31","8","16","0","$1.75M","$1.75M","$1.75M"
"JAN RUTTA","","D","31","R","PIT","33","1","6","7","0.21","10","17","0","0","00:02","0.8","15:33","43","6","14","3","$1.3M","$1.3M","$1.3M"
"MORGAN FROST","","C","23","L","PHI","20","2","5","7","0.35","12","29","0","0","02:16","41.9","13:41","31","-3","4","1","$0.93M","$0.86M","$0.86M"
"MICHAEL STONE","","D","32","R","","33","2","5","7","0.21","24","17","0","0","00:01","0.3","16:19","57","-5","16","0","$0.7M","$0.7M","$0.7M"
"OLIVER KYLINGTON","","D","25","L","CGY","48","2","5","7","0.15","9","12","0","0","00:02","0.7","13:42","37","-6","16","0","$0.75M","$0.73M","$0.86M"
"TREVOR DALEY","","D","38","L","","43","0","7","7","0.16","20","13","0","2","00:46","14.0","15:39","37","-22","20","0","$2.2M","$3.17M","$3.17M"
"JON MERRILL","","D","30","L","MIN","49","2","5","7","0.14","9","12","0","0","00:12","4.1","18:09","37","9","32","3","$1.48M","$1.38M","$1.38M"
"BRETT KULAK","","D","28","L","EDM","56","0","7","7","0.13","8","10","0","0","00:03","1.3","17:08","101","-1","12","4","$1.95M","$1.85M","$1.85M"
"MIRCO MUELLER","","D","27","L","","50","2","5","7","0.14","18","11","0","1","00:07","2.3","17:39","29","-13","23","0","$1.4M","$1.4M","$1.4M"
"NOAH DOBSON","","D","22","R","NYI","34","1","6","7","0.21","10","17","0","1","00:54","22.8","13:17","37","-1","8","0","$0.93M","$0.89M","$1.43M"
"ANTTI SUOMELA","","C","28","L","","20","1","6","7","0.35","36","29","0","0","00:03","1.0","09:41","18","4","4","0","$0.7M","$0.7M","$0.7M"
"ZACH BOGOSIAN","","D","32","R","T.B","27","1","6","7","0.26","10","21","0","0","00:03","0.9","16:38","29","0","22","2","$1.3M","$1.3M","$1.3M"
"MATHIEU JOSEPH","","R","25","L","OTT","37","4","3","7","0.19","9","16","0","0","00:05","1.7","11:31","35","-2","16","0","$0.7M","$0.73M","$0.91M"
"JANSEN HARKINS","","R","25","L","WPG","29","2","5","7","0.24","10","20","0","0","00:04","1.6","10:37","29","-2","5","2","$0.82M","$0.77M","$0.93M"
"MARK JANKOWSKI","","C","27","L","NSH","56","5","2","7","0.13","9","10","0","0","00:07","2.6","11:06","38","-12","14","1","$1.75M","$1.68M","$1.68M"
"DERYK ENGELLAND","","D","40","R","","49","1","5","6","0.12","16","10","1","0","00:01","0.3","17:33","59","6","37","0","$0.7M","$0.7M","$1.5M"
"SCOTT SABOURIN","","R","29","R","OTT","35","2","4","6","0.17","8","14","0","0","00:00","0.0","07:01","29","-6","33","1","$0.7M","$0.7M","$0.7M"
"ROBERT BORTUZZO","","D","33","R","STL","42","2","4","6","0.14","8","12","1","0","00:00","0.1","13:07","36","12","21","2","$1.38M","$1.38M","$1.38M"
"JUSTIN DOWLING","","C","31","L","VAN","29","3","3","6","0.21","9","17","1","0","01:14","26.9","10:57","29","-3","8","1","$0.75M","$0.75M","$0.75M"
"YAKOV TRENIN","","L","25","L","NSH","21","2","4","6","0.29","10","23","0","0","00:01","0.5","09:44","25","1","9","0","$0.75M","$0.73M","$0.86M"
"TIM SCHALLER","","L","31","L","","53","5","1","6","0.11","15","9","0","0","00:01","0.4","11:34","49","-14","14","0","$1.9M","$1.9M","$1.9M"
"ZACK MACEWEN","","R","26","R","PHI","17","5","1","6","0.35","11","29","0","0","00:04","1.3","09:37","17","6","20","0","$0.93M","$0.85M","$1M"
"PAR LINDHOLM","","C","30","L","","40","3","3","6","0.15","18","12","1","0","00:00","0.1","11:15","35","6","4","0","$0.85M","$0.85M","$0.85M"
"OSCAR FANTENBERG","","D","30","L","","36","1","5","6","0.17","20","14","0","1","00:02","0.7","15:55","45","-10","6","0","$0.85M","$0.85M","$0.85M"
"CALVIN DE HAAN","","D","31","L","","29","1","5","6","0.21","23","17","0","0","00:06","2.1","19:55","42","10","10","0","$4.7M","$4.55M","$4.55M"
"KARSON KUHLMAN","","L","26","R","SEA","25","1","5","6","0.24","6","20","0","1","00:06","1.8","12:32","45","3","13","1","$0.78M","$0.75M","$0.76M"
"JOEY ANDERSON","","R","24","R","TOR","18","4","2","6","0.33","10","27","0","0","00:04","1.3","13:13","21","1","2","1","$0.93M","$0.93M","$0.93M"
"FILIP CHLAPIK","","C","25","L","","31","3","3","6","0.19","22","16","1","0","00:05","1.7","08:46","27","-7","10","0","$0.7M","$0.73M","$0.89M"
"MATTHEW HIGHMORE","","R","26","L","STL","36","2","4","6","0.17","8","14","0","0","00:04","1.3","09:49","35","-1","6","1","$0.82M","$0.78M","$0.93M"
"TOM KUHNHACKL","","R","30","L","","28","3","3","6","0.21","24","18","1","0","00:02","0.7","11:18","28","-4","2","0","$0.85M","$0.85M","$0.85M"
"DAVID BACKES","","R","38","R","","22","1","5","6","0.27","28","22","1","1","00:17","5.5","09:24","34","-1","22","0","$4M","$6M","$6M"
"MITCHELL STEPHENS","","C","25","R","MTL","38","3","3","6","0.16","8","13","0","0","00:04","1.3","10:47","43","-9","10","1","$0.83M","$0.83M","$0.92M"
"ADAM LARSSON","","D","29","R","SEA","49","1","5","6","0.12","6","10","0","0","00:01","0.5","19:50","61","0","35","3","$5.05M","$4.17M","$4.17M"
"CHAD RUHWEDEL","","D","32","R","PIT","41","2","4","6","0.15","8","12","0","0","00:02","0.6","14:46","44","4","12","2","$0.7M","$0.7M","$0.7M"
"CONNOR CARRICK","","D","28","R","BOS","29","1","5","6","0.21","8","17","1","0","00:05","1.6","14:25","25","-6","17","1","$1.5M","$1.5M","$1.5M"
"BRETT RITCHIE","","R","29","R","","27","2","4","6","0.22","24","18","1","1","00:31","9.4","10:24","34","-3","21","0","$1M","$1M","$1M"
"GABRIEL BOURQUE","","L","31","L","","52","2","4","6","0.12","15","9","0","0","00:05","1.7","08:36","33","-1","7","0","$0.7M","$0.7M","$0.7M"
"PATRICK RUSSELL","","R","29","R","","45","0","5","5","0.11","14","9","0","0","00:04","1.3","11:22","58","-11","12","0","$0.7M","$0.7M","$0.7M"
"SAMI NIKU","","D","25","L","","17","0","5","5","0.29","29","24","0","0","00:31","10.9","16:10","27","-2","12","0","$0.84M","$0.78M","$0.92M"
"JOAKIM RYAN","","D","29","L","","35","1","4","5","0.14","17","12","0","0","00:03","1.4","19:09","54","-10","10","0","$0.73M","$0.73M","$0.73M"
"BRYAN LITTLE","","C","34","R","ARI","7","2","3","5","0.71","14","59","1","0","01:33","27.1","16:09","13","4","2","2","$6.5M","$5.29M","$5.29M"
"DALE WEISE","","R","33","R","","23","1","4","5","0.22","23","18","0","0","00:03","1.1","09:16","15","1","16","0","$1.75M","$2.35M","$2.35M"
"LOGAN SHAW","","R","29","R","","35","3","2","5","0.14","17","12","0","1","00:05","1.6","06:49","20","0","0","0","$0.7M","$0.7M","$0.7M"
"STEPHEN JOHNS","","D","30","R","","17","2","3","5","0.29","29","24","0","0","00:06","1.9","17:40","30","0","10","0","$2.8M","$2.35M","$2.35M"
"ADAM ERNE","","L","27","L","DET","56","2","3","5","0.09","6","7","0","0","00:52","16.8","11:49","63","-24","28","1","$1.05M","$1.05M","$1.05M"
"MATT LUFF","","R","25","R","DET","18","1","4","5","0.28","8","23","0","0","00:07","3.0","10:22","25","-5","2","1","$0.7M","$0.68M","$0.68M"
"LIBOR HAJEK","","D","24","L","NYR","28","0","5","5","0.18","7","15","0","0","00:06","1.6","15:59","23","-4","12","1","$0.93M","$0.83M","$0.89M"
"RILEY STILLMAN","","D","24","L","CHI","34","0","5","5","0.15","7","12","0","0","00:03","0.9","19:07","39","-3","14","2","$0.79M","$0.77M","$0.9M"
"DEAN KUKAN","","D","29","L","","33","1","4","5","0.15","17","12","0","1","00:53","17.1","15:58","51","-9","12","0","$0.75M","$0.73M","$0.73M"
"MICHEAL FERLAND","","L","30","L","VAN","14","1","4","5","0.36","10","29","0","0","00:53","13.8","09:48","15","-3","7","1","$4.5M","$3.5M","$3.5M"
"NIKLAS HJALMARSSON","","D","35","L","","27","1","4","5","0.19","20","15","0","0","00:01","0.5","18:46","18","-2","14","0","$6M","$5M","$5M"
"ZAC RINALDO","","C","32","L","","19","3","2","5","0.26","27","22","2","0","00:01","0.2","08:16","19","-1","34","0","$0.7M","$0.7M","$0.7M"
"JAKOB LILJA","","L","28","L","","37","2","3","5","0.14","16","11","0","0","00:02","0.8","09:54","23","5","2","0","$0.84M","$0.84M","$0.93M"
"JARRED TINORDI","","D","30","L","NYR","28","1","4","5","0.18","7","15","0","0","00:01","0.2","16:37","20","-1","34","1","$0.7M","$0.7M","$0.7M"
"TIM HEED","","D","31","R","","38","1","4","5","0.13","16","11","0","1","00:49","17.0","13:00","44","-10","2","0","$0.96M","$0.96M","$0.96M"
"JOSEPH BLANDISI","","C","28","L","","21","2","3","5","0.24","25","20","1","0","00:01","0.4","08:13","12","-3","10","0","$0.7M","$0.7M","$0.7M"
"VILLE HEINOLA","","D","21","L","WPG","8","1","4","5","0.63","12","51","0","1","00:54","17.6","18:04","10","3","4","2","0","$0.93M","$1.14M"
"NOAH GREGOR","","R","23","L","S.J","28","3","2","5","0.18","7","15","0","2","00:21","7.4","10:04","33","-5","8","0","$0.79M","$0.77M","$0.85M"
"JOHN HAYDEN","","R","27","R","SEA","43","3","1","4","0.09","4","8","1","0","00:03","0.9","09:43","39","-2","77","1","$0.8M","$0.75M","$0.75M"
"MORGAN GEEKIE","","C","23","R","SEA","2","3","1","4","2.00","4","164","0","0","01:46","37.0","11:47","4","3","2","0","$0.78M","$0.76M","$0.8M"
"MARTIN MARINCIN","","D","30","L","","26","1","3","4","0.15","17","13","1","0","00:01","0.4","15:12","28","-1","14","0","$0.7M","$0.7M","$0.7M"
"MIKKEL BOEDKER","","L","32","L","","20","2","2","4","0.20","20","16","0","0","00:44","13.8","09:43","29","-1","0","0","$3M","$4M","$4M"
"DANNY DEKEYSER","","D","32","L","","8","0","4","4","0.50","45","41","0","0","00:01","0.2","22:04","12","0","4","0","$5.5M","$5M","$5M"
"ERIK BRANNSTROM","","D","22","L","OTT","31","0","4","4","0.13","5","11","0","1","01:29","29.1","14:51","38","-9","16","0","$0.93M","$0.86M","$1.31M"
"BARRETT HAYTON","","C","22","L","ARI","20","1","3","4","0.20","6","16","1","0","00:18","7.1","11:09","27","2","14","0","$0.93M","$0.89M","$2.64M"
"JOSH ANDERSON","","R","28","R","MTL","26","1","3","4","0.15","6","13","0","0","01:44","30.7","16:04","63","-8","17","5","$2.1M","$1.85M","$1.85M"
"JESPER BOQVIST","","C","23","L","N.J","35","4","0","4","0.11","5","9","0","1","00:48","14.6","10:57","41","-11","8","0","$0.93M","$0.93M","$0.93M"
"JOSH MAHURA","","D","24","L","ANA","11","1","3","4","0.36","8","30","0","0","01:35","33.0","16:14","11","-3","2","1","$0.79M","$0.75M","$0.91M"
"KORBINIAN HOLZER","","D","34","R","","49","1","3","4","0.08","11","7","0","0","00:02","0.6","16:02","39","-2","37","0","$0.85M","$0.85M","$0.85M"
"DAKOTA MERMIS","","D","28","L","MIN","10","1","3","4","0.40","9","33","0","0","00:02","0.5","19:13","17","7","4","1","$0.7M","$0.7M","$0.7M"
"VALENTIN ZYKOV","","L","27","R","","15","1","3","4","0.27","26","22","0","1","01:20","30.7","12:13","19","-2","6","0","$0.7M","$0.68M","$0.68M"
"ISAC LUNDESTROM","","C","22","L","ANA","15","0","4","4","0.27","7","22","0","1","01:35","33.8","13:55","10","-2","0","0","$0.93M","$0.93M","$0.93M"
"CARL GRUNDSTROM","","L","24","L","L.A","13","0","4","4","0.31","8","25","0","0","00:26","6.8","12:46","16","2","8","2","$0.93M","$0.93M","$0.93M"
"BRAYDON COBURN","","D","37","L","","40","1","3","4","0.10","12","8","0","0","00:03","0.9","14:03","44","5","16","0","$1.8M","$1.7M","$1.7M"
"BRENDAN PERLINI","","L","26","L","","40","1","3","4","0.10","12","8","0","0","01:13","25.6","10:42","48","-18","10","0","$0.87M","$0.87M","$0.87M"
"ALEKSI SAARELA","","C","25","L","FLA","9","2","2","4","0.44","10","36","0","1","00:19","7.9","12:15","15","2","0","0","$0.75M","$0.75M","$0.9M"
"ROMAN POLAK","","D","36","R","","41","0","4","4","0.10","12","8","0","0","00:01","0.3","16:40","34","-6","24","0","$1.75M","$1.75M","$1.75M"
"ILYA LYUBUSHKIN","","D","28","R","BUF","51","0","4","4","0.08","5","6","0","0","00:01","0.4","14:11","41","4","18","2","$0.87M","$0.87M","$0.87M"
"CHRISTOFFER EHN","","C","26","L","","54","2","2","4","0.07","10","6","0","0","00:01","0.5","10:25","36","-21","2","0","$0.79M","$0.76M","$0.93M"
"PHILLIP DI GIUSEPPE","","L","28","L","VAN","20","1","3","4","0.20","7","16","0","0","00:01","0.3","11:17","35","1","2","1","$0.7M","$0.7M","$0.7M"
"ALEXANDER TRUE","","C","25","L","SEA","12","0","4","4","0.33","4","27","0","0","00:15","6.3","10:00","12","1","2","1","$0.78M","$0.76M","$0.8M"
"CAMERON GAUNCE","","D","32","L","","3","1","3","4","1.33","113","109","0","0","00:00","0.0","11:52","5","2","4","0","$0.7M","$0.7M","$0.7M"
"DRYDEN HUNT","","L","26","L","NYR","21","0","4","4","0.19","6","16","0","0","00:05","1.5","10:30","33","0","24","1","$0.72M","$0.72M","$0.72M"
"COLIN WILSON","","C","32","L","","9","0","4","4","0.44","40","36","0","0","01:42","30.1","12:38","12","6","0","0","$2.6M","$2.6M","$2.6M"
"ROSS JOHNSTON","","R","28","L","NYI","32","3","1","4","0.13","6","10","0","0","00:00","0.1","07:59","16","1","78","4","$1M","$1M","$1M"
"BRENT SEABROOK","","D","37","R","T.B","32","3","1","4","0.13","6","10","1","1","00:43","14.8","18:09","40","1","8","2","$7.5M","$6.88M","$6.88M"
"MARKUS GRANLUND","","C","29","L","","34","3","1","4","0.12","14","10","1","0","00:04","1.3","10:50","26","-1","14","0","$1.3M","$1.3M","$1.3M"
"KIEFFER BELLOWS","","L","24","L","NYI","8","2","1","3","0.38","8","31","1","0","00:01","0.2","10:39","11","3","2","0","$0.93M","$0.89M","$1.11M"
"JAKE EVANS","","C","26","R","MTL","13","2","1","3","0.23","6","19","0","0","00:29","10.6","10:21","14","1","0","3","$0.93M","$0.93M","$1.35M"
"RASMUS ASPLUND","","L","24","L","BUF","29","1","2","3","0.10","4","8","0","0","00:02","0.7","10:50","36","-4","6","1","$0.87M","$0.85M","$0.93M"
"ANDREW AGOZZINO","","C","31","L","S.J","22","1","2","3","0.14","5","11","0","0","00:27","9.6","07:21","10","3","4","2","$0.7M","$0.7M","$0.7M"
"NICHOLAS SHORE","","C","29","R","","42","1","2","3","0.07","9","6","0","0","00:03","1.0","09:09","38","-1","8","0","0","0","0"
"STEFAN MATTEAU","","C","28","L","","9","2","1","3","0.33","30","27","0","0","00:02","0.8","12:22","18","0","5","0","$0.7M","$0.73M","$0.73M"
"CHRISTIAN JAROS","","D","26","R","","13","0","3","3","0.23","22","19","0","0","00:00","0.0","10:31","5","-2","6","0","$0.81M","$0.76M","$0.8M"
"LUKE WITKOWSKI","","D","32","R","STL","12","1","2","3","0.25","6","21","0","0","00:03","1.1","08:48","10","-4","13","1","$0.7M","$0.7M","$0.7M"
"CALLE ROSEN","","D","28","L","STL","12","0","3","3","0.25","6","21","0","0","00:36","11.3","13:35","14","0","4","2","$0.75M","$0.75M","$0.75M"
"JOHN MOORE","","D","31","L","ANA","24","2","1","3","0.13","4","10","0","0","00:11","3.4","16:33","33","-2","11","1","$3.25M","$2.75M","$2.75M"
"NIC PETAN","","R","27","L","MIN","16","0","3","3","0.19","5","15","0","0","00:49","20.8","11:07","19","-4","4","2","$0.75M","$0.78M","$0.78M"
"DENNIS GILBERT","","D","25","L","CGY","21","1","2","3","0.14","5","12","0","0","00:06","1.8","15:42","12","-8","38","2","$0.93M","$0.93M","$0.93M"
"GREG PATERYN","","D","32","R","","20","0","3","3","0.15","15","12","0","0","00:06","2.0","15:28","22","1","6","0","$2.25M","$2.25M","$2.25M"
"JUSTIN ABDELKADER","","L","35","L","","49","0","3","3","0.06","8","5","0","0","00:29","9.1","11:32","40","-14","25","1","$4.75M","$4.25M","$4.25M"
"MATT IRWIN","","D","34","L","WSH","36","0","3","3","0.08","4","7","0","0","00:03","0.8","14:28","58","-15","15","1","$0.7M","$0.68M","$0.68M"
"YANNICK WEBER","","D","33","R","","41","1","2","3","0.07","9","6","1","0","00:04","1.2","14:01","45","-1","14","0","$0.7M","$0.68M","$0.68M"
"AUSTIN CZARNIK","","R","29","R","DET","8","2","1","3","0.38","7","31","0","1","01:13","22.1","10:11","9","1","0","2","$1.25M","$1.25M","$1.25M"
