"Name","Compare","Pos","Age","Shoots","Team","GP","G","A","PTS","PTS/GP","Season Pace","82GP Pace","GWG","PPP","PPTOI","%PP","TOI","SOG","+/-","PIM","Yrs","Sal","Caphit","AAV"
"KASPERI KAPANEN","","R","25","R","PIT","69","13","23","36","0.52","43","43","2","3","01:15","27.7","15:47","121","0","22","0","$4.4M","$3.2M","$3.2M"
"MIRO HEISKANEN","","D","23","L","DAL","68","8","27","35","0.51","42","42","0","7","02:17","48.2","23:46","163","14","12","6","$0.93M","$0.89M","$3.39M"
"JARED MCCANN","","L","26","L","SEA","66","14","21","35","0.53","35","43","4","6","01:41","34.2","15:15","150","6","17","5","$1.25M","$1.25M","$1.25M"
"CARL SODERBERG","","C","36","L","","70","17","18","35","0.50","76","41","1","11","02:09","41.3","15:54","135","6","18","0","$4M","$4.75M","$4.75M"
"DREW DOUGHTY","","D","32","R","L.A","67","7","28","35","0.52","41","43","2","14","03:07","66.6","25:49","141","-16","36","5","$12M","$11M","$11M"
"NICK BONINO","","L","34","L","S.J","67","18","17","35","0.52","41","43","3","1","01:26","27.1","16:31","104","17","16","1","$4.1M","$4.1M","$4.1M"
"DUSTIN BROWN","","R","37","R","","66","17","18","35","0.53","78","43","1","5","02:30","54.7","18:24","169","-1","22","0","$5.5M","$5.88M","$5.88M"
"RYAN PULOCK","","D","27","R","NYI","68","10","25","35","0.51","42","42","3","8","01:46","42.3","22:24","163","8","14","6","$2.65M","$2M","$2M"
"JAKE DEBRUSK","","R","25","L","BOS","65","19","16","35","0.54","41","44","5","10","02:34","49.5","16:03","161","-1","14","2","$0.83M","$0.86M","$1.29M"
"KEVIN SHATTENKIRK","","D","33","R","ANA","70","8","26","34","0.49","39","40","0","7","01:22","27.6","18:54","131","22","38","1","$1.75M","$1.75M","$1.75M"
"OSCAR KLEFBOM","","D","28","L","EDM","62","5","29","34","0.55","40","45","0","18","03:38","81.7","25:25","159","-17","24","1","$4.5M","$4.17M","$4.17M"
"ALEXANDER RADULOV","","R","36","L","","60","15","19","34","0.57","80","46","3","10","02:32","53.1","16:45","132","8","46","0","$6.6M","$6.25M","$6.25M"
"ZACK KASSIAN","","R","31","R","ARI","59","15","19","34","0.58","41","47","1","0","00:25","9.5","15:40","99","0","69","2","$2M","$1.95M","$1.95M"
"FRANK VATRANO","","R","28","L","ANA","69","16","18","34","0.49","39","40","5","2","01:27","29.0","15:01","162","-8","30","3","$2.5M","$2.53M","$2.53M"
"SAMUEL GIRARD","","D","24","L","COL","70","4","30","34","0.49","40","40","1","13","02:24","42.7","21:19","96","1","17","5","$0.7M","$0.73M","$0.94M"
"CALLE JARNKROK","","C","30","R","","64","15","19","34","0.53","78","44","1","9","01:48","33.6","15:56","136","4","14","4","$2.2M","$2M","$2M"
"MIKHAIL SERGACHEV","","D","24","L","T.B","70","10","24","34","0.49","40","40","0","13","01:53","37.9","20:22","118","15","58","6","$0.83M","$0.89M","$1.74M"
"BRANDON SAAD","","L","29","L","STL","58","21","12","33","0.57","39","47","5","1","01:14","24.4","16:45","140","2","16","4","$6.75M","$6M","$6M"
"DARNELL NURSE","","D","27","L","EDM","71","5","28","33","0.46","38","38","1","5","01:04","24.0","23:27","170","-2","48","6","$3.2M","$3.2M","$3.2M"
"RASMUS RISTOLAINEN","","D","27","R","PHI","69","6","27","33","0.48","39","39","0","9","02:20","47.8","22:48","128","-2","46","5","$5.4M","$5.4M","$5.4M"
"JOONAS DONSKOI","","R","30","R","SEA","65","16","17","33","0.51","33","42","3","5","02:10","38.3","16:15","111","2","26","1","$4.9M","$3.9M","$3.9M"
"KEVIN LABANC","","R","26","R","S.J","70","14","19","33","0.47","39","39","4","9","02:25","54.1","16:04","176","-33","38","2","$1M","$1M","$1M"
"BRETT CONNOLLY","","R","30","R","","69","19","14","33","0.48","72","39","3","6","01:18","26.0","14:30","117","-3","26","1","$3.5M","$3.5M","$3.5M"
"MATTIAS EKHOLM","","D","32","L","NSH","68","8","25","33","0.49","39","40","2","5","01:20","25.1","23:22","154","-1","32","4","$4M","$3.75M","$3.75M"
"ADAM GAUDETTE","","R","25","R","TOR","59","12","21","33","0.56","40","46","1","12","01:31","28.2","12:23","75","-7","37","1","$0.93M","$0.92M","$1.49M"
"MATT NISKANEN","","D","35","R","","68","8","25","33","0.49","73","40","0","13","02:03","38.5","21:54","126","15","29","0","$5.75M","$5.75M","$5.75M"
"ROOPE HINTZ","","C","25","L","DAL","60","19","14","33","0.55","40","45","5","14","01:58","42.0","14:45","120","3","16","1","$0.93M","$0.81M","$0.93M"
"ALEXANDER EDLER","","D","36","L","L.A","59","5","28","33","0.56","40","46","1","7","01:11","21.1","22:37","118","13","62","1","$7M","$6M","$6M"
"JARED SPURGEON","","D","32","R","MIN","62","12","20","32","0.52","39","42","2","13","02:29","48.7","22:34","112","-1","18","5","$5.5M","$5.19M","$5.19M"
"ROBBY FABBRI","","L","26","L","DET","61","15","17","32","0.52","38","43","3","9","02:33","51.0","16:09","111","-33","20","3","$0.9M","$0.9M","$0.9M"
"CHARLIE MCAVOY","","D","24","R","BOS","67","5","27","32","0.48","38","39","1","2","01:21","26.1","23:10","101","24","41","6","$3.7M","$4.9M","$4.9M"
"PATRIC HORNQVIST","","R","35","R","FLA","52","17","15","32","0.62","40","50","2","7","03:21","64.7","15:56","168","9","36","1","$5.3M","$5.3M","$5.3M"
"ADRIAN KEMPE","","R","25","L","L.A","69","11","21","32","0.46","38","38","2","10","02:29","54.5","16:01","148","-10","29","4","$1.25M","$2M","$2M"
"BLAKE COLEMAN","","R","30","L","CGY","66","21","11","32","0.48","38","40","2","3","00:26","7.7","16:43","200","0","56","5","$1.8M","$1.8M","$1.8M"
"PAVEL ZACHA","","C","25","L","BOS","65","8","24","32","0.49","38","40","1","8","01:38","29.5","16:16","97","-12","14","0","$1.75M","$2.25M","$2.25M"
"ANDREW MANGIAPANE","","L","26","L","CGY","68","17","15","32","0.47","38","39","2","1","00:31","11.4","13:42","109","4","18","0","$0.72M","$0.72M","$0.72M"
"ALEX GOLIGOSKI","","D","36","L","MIN","70","4","28","32","0.46","38","37","0","11","01:56","36.9","23:03","101","8","24","2","$5.8M","$5.48M","$5.48M"
"JESPER BRATT","","R","23","L","N.J","60","16","16","32","0.53","39","44","2","6","02:01","35.1","13:59","101","-6","6","0","$0.78M","$0.75M","$0.83M"
"DERICK BRASSARD","","L","34","L","","66","10","22","32","0.48","72","40","1","10","01:43","42.3","13:42","110","-2","16","0","$1.2M","$1.2M","$1.2M"
"JOHN KLINGBERG","","D","29","R","","58","6","26","32","0.55","77","45","0","17","02:33","52.6","22:10","120","-10","22","0","$5M","$4.25M","$4.25M"
"NATE SCHMIDT","","D","31","L","WPG","59","7","24","31","0.53","37","43","0","7","01:03","25.3","21:41","112","11","12","3","$8.8M","$5.95M","$5.95M"
"CRAIG SMITH","","R","32","R","BOS","69","18","13","31","0.45","36","37","2","7","02:18","43.3","13:25","184","18","34","1","$4.75M","$4.25M","$4.25M"
"J.T. COMPHER","","C","27","R","COL","67","11","20","31","0.46","37","38","2","5","02:03","36.2","16:45","106","9","18","1","$3.4M","$3.5M","$3.5M"
"JOE THORNTON","","L","43","L","","70","7","24","31","0.44","67","36","1","8","02:05","46.6","15:30","76","-19","34","0","$2M","$2M","$2M"
"KYLE TURRIS","","R","32","R","","62","9","22","31","0.50","72","41","4","10","02:19","44.2","15:25","88","-9","22","2","$6M","$6M","$6M"
"VLADISLAV NAMESTNIKOV","","C","29","L","T.B","65","17","14","31","0.48","37","39","2","4","01:32","30.8","15:03","98","-5","45","1","$4M","$4M","$4M"
"JAMES NEAL","","L","34","L","","55","19","12","31","0.56","77","46","2","17","02:53","63.6","16:18","112","-20","12","1","$5.75M","$5.75M","$5.75M"
"MARK GIORDANO","","D","38","L","TOR","60","5","26","31","0.52","37","42","0","11","02:40","60.2","23:53","157","2","34","2","$6.75M","$6.75M","$6.75M"
"DAMON SEVERSON","","D","27","R","N.J","69","8","23","31","0.45","37","37","2","10","01:59","36.0","22:58","114","-20","52","1","$4.68M","$4.17M","$4.17M"
"ROCCO GRIMALDI","","R","29","R","","66","10","21","31","0.47","70","39","1","0","00:08","2.5","12:39","122","10","10","0","$1M","$1M","$1M"
"TYLER JOHNSON","","R","31","R","CHI","65","14","17","31","0.48","37","39","2","7","01:59","40.0","14:33","113","9","16","2","$5.5M","$5M","$5M"
"NICK FOLIGNO","","L","34","L","BOS","67","10","21","31","0.46","37","38","1","4","01:55","41.0","18:40","131","-3","62","1","$5.5M","$5.5M","$5.5M"
"JOE PAVELSKI","","R","38","R","DAL","67","14","17","31","0.46","37","38","5","11","02:38","56.3","16:56","125","6","29","1","$8M","$7M","$7M"
"JOSH MORRISSEY","","D","27","L","WPG","65","5","26","31","0.48","36","39","0","12","01:45","36.3","22:46","120","1","24","6","$3.15M","$3.15M","$3.15M"
"LUKE KUNIN","","L","24","R","S.J","63","15","16","31","0.49","37","40","1","2","00:48","15.4","15:28","128","-10","55","2","$0.93M","$0.93M","$1.43M"
"DOMINIK KAHUN","","C","27","L","","56","12","19","31","0.55","76","45","2","2","01:03","23.6","13:17","87","8","8","0","$0.93M","$0.93M","$3.78M"
"FILIP HRONEK","","D","24","R","DET","65","9","22","31","0.48","36","39","0","10","02:53","54.8","23:54","125","-38","46","2","$0.7M","$0.71M","$0.91M"
"WARREN FOEGELE","","L","26","L","EDM","68","13","17","30","0.44","35","36","1","0","00:03","1.1","13:43","129","9","34","2","$0.78M","$0.75M","$0.8M"
"YANNI GOURDE","","C","30","L","SEA","70","10","20","30","0.43","30","35","5","6","00:42","14.3","14:04","110","-5","49","3","$6.3M","$5.17M","$5.17M"
"SETH JONES","","D","27","R","CHI","56","6","24","30","0.54","36","44","0","9","02:34","52.1","25:17","126","10","20","6","$5.4M","$5.4M","$5.4M"
"MARCUS JOHANSSON","","L","31","L","WSH","60","9","21","30","0.50","37","41","1","6","02:28","50.9","17:09","87","-12","20","1","$5M","$4.5M","$4.5M"
"ZACH SANFORD","","L","27","L","NSH","58","16","14","30","0.52","37","42","2","1","00:41","14.7","13:44","90","13","28","1","$1.5M","$1.5M","$1.5M"
"OLIVER EKMAN-LARSSON","","D","31","L","VAN","66","9","21","30","0.45","36","37","1","7","02:40","52.6","23:01","135","-3","38","5","$8M","$8.25M","$8.25M"
"JOEL ARMIA","","R","29","R","MTL","58","16","14","30","0.52","36","42","2","4","02:01","47.5","17:14","155","2","28","3","$2.8M","$2.6M","$2.6M"
"MIKAEL GRANLUND","","C","30","L","NSH","63","17","13","30","0.48","36","39","4","6","02:27","46.3","17:48","130","-4","28","3","$6.5M","$5.75M","$5.75M"
"NINO NIEDERREITER","","L","29","L","","67","11","18","29","0.43","64","35","2","11","01:53","38.1","14:49","115","-3","42","0","$5.85M","$5.25M","$5.25M"
"ERIK GUSTAFSSON","","D","30","L","WSH","66","6","23","29","0.44","35","36","0","9","02:42","55.9","20:23","103","-9","27","1","$1.4M","$1.2M","$1.2M"
"DENIS GURIANOV","","R","25","L","DAL","64","20","9","29","0.45","35","37","4","12","01:54","41.9","12:59","132","5","13","1","$0.83M","$0.89M","$1.64M"
"DEREK RYAN","","C","35","R","EDM","68","10","19","29","0.43","34","35","1","4","00:50","18.6","14:33","102","9","10","1","$3.13M","$3.13M","$3.13M"
"JACK ROSLOVIC","","C","25","R","CBJ","71","12","17","29","0.41","34","33","0","2","01:19","28.1","14:54","117","4","12","2","$0.83M","$0.89M","$1.11M"
"RYAN DZINGEL","","C","30","L","","64","8","21","29","0.45","66","37","1","9","02:12","44.8","14:09","98","3","30","0","$3.25M","$3.38M","$3.38M"
"CAM FOWLER","","D","30","L","ANA","59","9","20","29","0.49","34","40","2","8","02:34","56.3","21:59","117","0","20","4","$7.5M","$6.5M","$6.5M"
"JOEL ERIKSSON EK","","C","25","L","MIN","62","8","21","29","0.47","35","38","4","1","00:04","1.4","15:43","102","7","22","6","$1.45M","$1.49M","$1.49M"
"JESPER FAST","","R","30","R","CAR","69","12","17","29","0.42","35","34","1","0","00:06","2.0","16:36","84","16","20","1","$1.95M","$1.85M","$1.85M"
"TYLER BOZAK","","C","36","R","","67","13","16","29","0.43","64","35","2","4","01:35","34.6","15:19","109","0","10","0","$5.25M","$5M","$5M"
"DEREK STEPAN","","R","32","R","","70","10","18","28","0.40","61","33","2","7","01:41","32.2","17:39","158","-4","16","0","$5M","$6.5M","$6.5M"
"JORDAN GREENWAY","","L","25","L","MIN","67","8","20","28","0.42","33","34","1","3","00:18","5.9","14:10","93","2","54","3","$0.93M","$0.92M","$1.23M"
"DEVON TOEWS","","D","28","L","COL","68","6","22","28","0.41","33","34","1","6","02:14","53.6","20:31","122","1","16","2","$0.75M","$0.7M","$0.7M"
"VIKTOR ARVIDSSON","","R","29","R","L.A","57","15","13","28","0.49","34","40","1","8","02:28","47.3","16:12","127","-4","26","2","$4.25M","$4.25M","$4.25M"
"ALEXANDER KERFOOT","","L","27","L","TOR","65","9","19","28","0.43","33","35","1","3","01:15","27.7","14:46","88","-2","32","1","$5M","$3.5M","$3.5M"
"COLTON PARAYKO","","D","29","R","STL","64","10","18","28","0.44","33","36","1","5","00:46","16.8","23:00","162","8","16","6","$5.53M","$5.5M","$5.5M"
"JONAS BRODIN","","D","29","L","MIN","69","2","26","28","0.41","33","33","0","1","00:23","7.5","21:33","103","15","24","6","$4.75M","$4.17M","$4.17M"
"SCOTT LAUGHTON","","L","28","L","PHI","49","13","14","27","0.55","34","45","2","0","00:07","2.3","14:36","74","13","26","4","$2.3M","$2.3M","$2.3M"
"NOEL ACCIARI","","L","30","R","STL","66","20","7","27","0.41","32","34","5","0","00:05","1.7","15:58","108","2","21","1","$2M","$1.67M","$1.67M"
"MORGAN RIELLY","","D","28","L","TOR","47","3","24","27","0.57","34","47","2","7","02:20","52.7","24:12","123","6","24","6","$5M","$5M","$5M"
"JORDAN STAAL","","C","33","L","CAR","68","8","19","27","0.40","33","33","0","3","01:09","23.6","17:30","125","3","40","1","$6M","$6M","$6M"
"ARTTURI LEHKONEN","","L","27","L","COL","70","13","14","27","0.39","32","32","1","0","00:11","4.0","15:26","140","2","24","5","$2.4M","$2.4M","$2.4M"
"JACOB TROUBA","","D","28","R","NYR","70","7","20","27","0.39","32","32","1","8","01:47","33.5","22:34","168","-12","61","4","$12M","$8M","$8M"
"DUNCAN KEITH","","D","39","L","EDM","61","3","24","27","0.44","32","36","0","11","02:17","43.2","24:23","111","1","18","1","$3.5M","$5.54M","$5.54M"
"DMITRY ORLOV","","D","30","L","WSH","69","4","23","27","0.39","32","32","2","5","01:25","26.2","22:10","105","5","36","1","$6.5M","$5.1M","$5.1M"
"VALERI NICHUSHKIN","","R","27","L","COL","65","13","14","27","0.42","32","34","3","1","01:33","27.5","14:04","113","26","14","6","$0.85M","$0.85M","$0.85M"
"JEFF CARTER","","C","37","R","PIT","60","17","10","27","0.45","33","37","7","5","01:50","39.9","16:56","182","-21","36","2","$3M","$5.27M","$5.27M"
"ANDREAS ATHANASIOU","","L","27","L","","55","11","15","26","0.47","65","39","2","7","02:01","44.1","15:51","129","-46","30","1","$3M","$3M","$3M"
"CAM ATKINSON","","R","33","R","PHI","44","12","14","26","0.59","34","48","2","8","02:17","44.0","17:51","148","2","6","3","$7.38M","$5.88M","$5.88M"
"IAN COLE","","D","33","L","T.B","65","4","22","26","0.40","31","33","1","0","00:01","0.3","17:42","92","21","36","1","$4.75M","$4.25M","$4.25M"
"JOHN MARINO","","D","25","R","N.J","56","6","20","26","0.46","32","38","0","4","00:45","15.0","20:15","61","17","20","5","$0.93M","$0.93M","$1.78M"
"DANTON HEINEN","","L","27","L","","67","10","16","26","0.39","58","32","2","6","02:10","42.1","14:28","109","-2","10","0","$2.83M","$2.8M","$2.8M"
"CHANDLER STEPHENSON","","C","28","L","VGK","65","11","15","26","0.40","30","33","5","2","00:40","15.5","14:19","73","24","16","2","$1.05M","$1.05M","$1.05M"
"ILYA KOVALCHUK","","L","39","R","","46","10","16","26","0.57","72","46","5","5","02:28","48.9","16:58","115","-4","18","0","$0.7M","$0.7M","$0.7M"
"ANDREW COPP","","R","28","L","DET","63","10","16","26","0.41","31","34","5","1","01:11","24.9","17:42","121","-3","10","5","$2.26M","$2.28M","$2.28M"
"KAILER YAMAMOTO","","R","23","R","EDM","27","11","15","26","0.96","37","79","0","2","00:53","22.3","17:23","44","17","12","0","$0.93M","$0.89M","$1.12M"
"RYAN GRAVES","","D","27","L","N.J","69","9","17","26","0.38","31","31","0","0","00:04","1.0","18:57","134","40","45","1","$0.74M","$0.74M","$0.74M"
"BARCLAY GOODROW","","C","29","L","NYR","70","8","18","26","0.37","30","30","2","2","00:40","14.4","15:56","102","-8","97","5","$1M","$0.93M","$0.93M"
"JAKOB CHYCHRUN","","D","24","L","ARI","63","12","14","26","0.41","31","34","2","8","02:12","41.0","22:26","149","4","38","3","$2.6M","$4.6M","$4.6M"
"IVAN BARBASHEV","","L","26","L","STL","69","11","15","26","0.38","30","31","2","0","00:07","2.4","13:27","75","3","23","1","$1.4M","$1.48M","$1.48M"
"ALEX NYLANDER","","L","24","R","PIT","65","10","16","26","0.40","31","33","1","2","01:10","22.4","12:08","94","-2","10","1","$0.83M","$0.86M","$1.71M"
"LAWSON CROUSE","","L","25","L","ARI","66","15","10","25","0.38","30","31","3","0","00:02","0.5","13:35","109","0","33","0","$1M","$1.53M","$1.53M"
"MARCUS FOLIGNO","","R","30","L","MIN","59","11","14","25","0.42","31","35","0","0","00:02","0.6","14:35","86","8","30","2","$3.5M","$2.88M","$2.88M"
"NICK COUSINS","","L","28","L","FLA","65","10","15","25","0.38","30","32","0","5","01:35","37.6","13:31","115","0","35","2","$1M","$1M","$1M"
"TRAVIS ZAJAC","","C","37","R","","69","9","16","25","0.36","55","30","1","1","00:35","10.5","17:06","72","-12","28","0","$5.75M","$5.75M","$5.75M"
"CARL HAGELIN","","L","33","L","WSH","58","8","17","25","0.43","31","35","2","0","00:01","0.3","14:19","107","12","16","1","$3.5M","$2.75M","$2.75M"
"TRAVIS SANHEIM","","D","26","L","PHI","69","8","17","25","0.36","30","30","0","4","00:54","16.9","20:09","110","4","32","1","$3.25M","$3.25M","$3.25M"
"BRANDON TANEV","","R","30","L","SEA","68","11","14","25","0.37","25","30","4","1","00:06","1.9","14:46","95","-1","16","3","$3.5M","$3.5M","$3.5M"
"DEREK GRANT","","L","32","L","ANA","56","15","10","25","0.45","30","37","5","2","00:44","16.1","13:55","94","1","30","1","$0.7M","$0.7M","$0.7M"
"LUCAS WALLMARK","","C","26","L","","67","12","13","25","0.37","56","31","0","6","01:03","22.0","12:47","84","0","18","0","$0.7M","$0.68M","$0.68M"
"WAYNE SIMMONDS","","R","33","R","TOR","68","8","17","25","0.37","29","30","1","9","02:36","46.9","14:55","119","-21","66","1","$5M","$5M","$5M"
"JASON SPEZZA","","C","39","R","","58","9","16","25","0.43","60","35","1","7","01:10","27.1","10:50","73","-3","18","0","$0.7M","$0.7M","$0.7M"
"MATT CALVERT","","L","32","L","","50","12","13","25","0.50","66","41","1","0","00:03","0.8","14:05","89","13","39","0","$2.93M","$2.85M","$2.85M"
"MATT DUMBA","","D","27","R","MIN","69","6","18","24","0.35","29","29","1","8","02:39","51.6","22:30","167","-7","41","1","$7.4M","$6M","$6M"
"ERIK HAULA","","C","31","L","N.J","48","12","12","24","0.50","31","41","2","8","02:18","48.5","15:50","92","1","22","1","$2.75M","$2.75M","$2.75M"
"BOONE JENNER","","C","29","L","CBJ","70","11","13","24","0.34","28","28","1","4","01:47","38.2","18:07","179","-14","36","4","$4M","$3.75M","$3.75M"
"BRADY SKJEI","","D","28","L","CAR","67","8","16","24","0.36","29","29","1","0","00:07","2.2","20:41","139","-10","45","2","$5.4M","$5.25M","$5.25M"
"ALEX GALCHENYUK","","C","28","L","","59","8","16","24","0.41","57","33","0","7","01:40","33.0","12:18","86","-5","16","0","$4.9M","$4.9M","$4.9M"
"JAKE GARDINER","","D","32","L","CAR","68","4","20","24","0.35","29","29","2","11","01:47","36.6","16:40","87","-24","30","1","$3.65M","$4.05M","$4.05M"
"SEAN WALKER","","D","27","R","L.A","70","5","19","24","0.34","28","28","0","5","00:49","18.0","18:50","127","-12","26","2","$0.77M","$0.75M","$0.75M"
"ALEX CHIASSON","","R","31","R","","65","11","13","24","0.37","54","30","3","13","02:13","52.8","13:07","97","-3","42","0","$2.15M","$2.15M","$2.15M"
"ONDREJ KASE","","R","26","R","CAR","55","7","17","24","0.44","30","36","3","2","01:44","37.4","16:33","144","-7","14","1","$2.6M","$2.6M","$2.6M"
"MILES WOOD","","L","26","L","N.J","68","11","12","23","0.34","27","28","1","0","00:47","14.3","13:14","141","-19","57","0","$2.5M","$2.75M","$2.75M"
"JAKE MUZZIN","","D","33","L","TOR","53","6","17","23","0.43","28","36","1","0","00:16","6.0","21:36","99","12","40","2","$4.45M","$4M","$4M"
"OSKAR SUNDQVIST","","R","28","R","DET","57","12","11","23","0.40","27","33","1","0","00:12","4.3","14:23","97","5","28","1","$2.25M","$2.75M","$2.75M"
"ESA LINDELL","","D","28","L","DAL","69","3","20","23","0.33","27","27","2","7","01:07","23.6","23:25","98","5","12","3","$7M","$5.8M","$5.8M"
"TYSON JOST","","C","24","L","MIN","67","8","15","23","0.34","27","28","0","5","01:42","29.9","12:46","115","11","22","1","$0.83M","$0.89M","$1.67M"
"VINCE DUNN","","D","25","L","SEA","71","9","14","23","0.32","23","27","1","10","01:30","32.8","16:16","138","15","27","1","$0.78M","$0.72M","$0.89M"
"KIRBY DACH","","C","21","R","MTL","64","8","15","23","0.36","27","29","2","3","01:34","29.6","14:16","101","-1","24","0","$0.93M","$0.93M","$3.43M"
"JEFF SKINNER","","L","30","L","BUF","59","14","9","23","0.39","28","32","1","3","02:29","50.5","16:29","183","-22","18","5","$10M","$9M","$9M"
"BLAKE LIZOTTE","","C","24","L","L.A","65","6","17","23","0.35","27","29","0","3","01:02","22.4","13:58","87","-4","20","2","$0.93M","$0.93M","$1.49M"
"SONNY MILANO","","L","26","L","","55","7","16","23","0.42","57","34","2","3","01:13","24.1","13:06","75","-7","26","0","$0.87M","$0.87M","$0.87M"
"COLIN WHITE","","C","25","R","FLA","61","7","16","23","0.38","28","31","0","4","02:10","45.1","15:42","83","-12","39","3","$4M","$4.75M","$4.75M"
"RYAN DONATO","","L","26","L","","62","14","9","23","0.37","53","30","2","2","00:44","13.7","10:38","95","5","12","0","$1.65M","$1.9M","$1.9M"
"KAAPO KAKKO","","R","21","L","NYR","66","10","13","23","0.35","27","29","3","13","02:14","42.7","14:17","109","-26","14","0","$0.93M","$0.93M","$3.58M"
"SEAN KURALY","","C","29","L","CBJ","69","6","17","23","0.33","27","27","0","1","00:02","0.5","13:17","95","-2","34","3","$1.48M","$1.28M","$1.28M"
"CONOR SHEARY","","R","30","L","WSH","63","10","13","23","0.37","28","30","1","3","01:11","23.0","13:06","102","-5","10","1","$3M","$3M","$3M"
"SAMI VATANEN","","D","31","R","","47","5","18","23","0.49","63","40","0","10","03:03","52.9","21:45","95","-12","22","0","$4.5M","$4.88M","$4.88M"
"PAT MAROON","","L","34","L","T.B","64","9","14","23","0.36","27","29","1","3","01:31","30.7","12:25","80","4","71","2","$0.9M","$0.9M","$0.9M"
"ILYA MIKHEYEV","","R","27","L","VAN","39","8","15","23","0.59","31","48","1","0","00:05","1.8","15:35","98","7","4","4","$0.93M","$0.93M","$0.93M"
"FILIP CHYTIL","","C","22","L","NYR","60","14","9","23","0.38","28","31","2","3","01:17","24.7","14:50","114","-7","10","1","$0.93M","$0.89M","$1.24M"
"RASMUS ANDERSSON","","D","25","R","CGY","70","5","17","22","0.31","26","26","0","4","01:29","32.7","19:56","124","-7","57","4","$0.78M","$0.76M","$0.86M"
"TEDDY BLUEGER","","C","27","L","PIT","69","9","13","22","0.32","26","26","2","0","00:07","2.3","15:49","102","2","25","1","$0.75M","$0.75M","$0.75M"
"SAM STEEL","","C","24","L","","65","6","16","22","0.34","50","28","1","8","01:44","38.3","15:33","85","-13","20","0","$0.83M","$0.86M","$0.86M"
"HAMPUS LINDHOLM","","D","28","L","BOS","55","2","20","22","0.40","27","33","1","8","01:49","40.2","23:04","109","-10","34","6","$5.25M","$5.21M","$5.21M"
"ALEX WENNBERG","","C","27","L","SEA","57","5","17","22","0.39","22","32","1","5","02:05","43.8","16:41","72","-5","16","2","$5.35M","$4.9M","$4.9M"
"MARCUS PETTERSSON","","D","26","L","PIT","69","2","20","22","0.32","26","26","0","2","00:52","17.5","19:24","79","9","35","3","$0.87M","$0.87M","$0.87M"
"RICHARD PANIK","","R","31","L","NYI","59","9","13","22","0.37","27","31","1","0","00:13","4.1","11:20","67","16","36","1","$3.2M","$2.75M","$2.75M"
"VINNIE HINOSTROZA","","R","28","R","BUF","68","5","17","22","0.32","26","27","0","1","00:04","1.3","13:06","132","1","14","1","$1.5M","$1.5M","$1.5M"
"PATRICK MARLEAU","","C","42","L","","66","11","11","22","0.33","49","27","3","1","01:29","31.5","15:35","117","-5","14","0","$0.7M","$0.7M","$0.7M"
"NOAH HANIFIN","","D","25","L","CGY","70","5","17","22","0.31","26","26","0","5","01:18","28.6","21:10","132","-12","12","2","$4.95M","$4.95M","$4.95M"
"DOMINIK SIMON","","L","27","L","","64","7","15","22","0.34","50","28","0","1","00:29","10.1","14:24","102","-9","12","0","$0.75M","$0.75M","$0.75M"
"PIERRE-EDOUARD BELLEMARE","","C","37","L","T.B","69","9","13","22","0.32","26","26","0","0","00:04","1.3","13:25","85","2","17","1","$2.15M","$1.8M","$1.8M"
"NICK RITCHIE","","L","26","L","ARI","48","9","12","21","0.44","26","36","2","3","01:35","34.8","14:10","78","1","97","1","$1.4M","$1.5M","$1.5M"
"BEN CHIAROT","","D","31","L","DET","69","9","12","21","0.30","24","25","3","0","00:16","6.0","23:08","130","5","61","4","$3.5M","$3.5M","$3.5M"
"MIKKO KOIVU","","C","39","L","CBJ","55","4","17","21","0.38","26","31","0","7","01:38","31.2","15:34","74","2","28","0","$5M","$5.5M","$5.5M"
"ANDREAS JOHNSSON","","L","27","L","N.J","43","8","13","21","0.49","27","40","1","5","02:01","44.4","15:45","78","0","14","1","$5M","$3.4M","$3.4M"
"NICK LEDDY","","D","31","L","STL","60","3","18","21","0.35","25","29","0","3","01:10","27.9","21:07","72","-1","14","4","$6M","$5.5M","$5.5M"
"VALTTERI FILPPULA","","C","38","L","","70","6","15","21","0.30","46","25","0","5","01:54","36.3","16:37","63","-42","24","0","$3M","$3M","$3M"
"MATTIAS JANMARK","","L","29","L","EDM","62","6","15","21","0.34","25","28","0","5","00:38","13.3","14:37","86","-5","12","1","$2.3M","$2.3M","$2.3M"
"JASON DICKINSON","","L","27","L","VAN","65","9","12","21","0.32","25","26","1","0","00:04","1.4","14:58","85","7","6","2","$1.4M","$1.5M","$1.5M"
"JOEL FARABEE","","C","22","L","PHI","52","8","13","21","0.40","26","33","2","2","01:21","26.6","14:06","81","6","39","6","$0.93M","$0.93M","$1.43M"
"ETHAN BEAR","","D","25","R","CAR","71","5","16","21","0.30","25","24","1","2","00:44","16.7","21:58","99","-4","33","0","$0.7M","$0.72M","$0.8M"
"TYLER MYERS","","D","32","R","VAN","68","6","15","21","0.31","25","25","1","7","01:19","23.3","21:30","134","-7","49","2","$7M","$6M","$6M"
"WILL BUTCHER","","D","27","L","","56","4","17","21","0.38","52","31","1","1","01:18","23.3","17:55","62","-8","6","0","$3.5M","$3.73M","$3.73M"
"JACK HUGHES","","C","21","L","N.J","61","7","14","21","0.34","25","28","3","9","03:11","57.1","15:52","123","-26","10","6","$0.93M","$0.93M","$3.78M"
