"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"ANDREAS ATHANASIOU","","L","","47","10","13","-6","27","1","85","11","16","27","112","0.21","0.28","-0.13","0.57","0.02","1.81","0.23","0.34","0.57","2.38"
"TANNER PEARSON","","L","VAN","51","10","8","-14","26","3","110","54","28","82","192","0.20","0.16","-0.27","0.51","0.06","2.16","1.06","0.55","1.61","3.76"
"SEAN MONAHAN","","C","CGY","50","10","18","-6","10","9","98","49","18","67","165","0.20","0.36","-0.12","0.20","0.18","1.96","0.98","0.36","1.34","3.30"
"VALERI NICHUSHKIN","","R","COL","55","10","11","9","4","1","98","65","28","93","191","0.18","0.20","0.16","0.07","0.02","1.78","1.18","0.51","1.69","3.47"
"JOHN CARLSON","","D","WSH","52","10","34","-5","12","15","128","52","69","121","249","0.19","0.65","-0.10","0.23","0.29","2.46","1.00","1.33","2.33","4.79"
"GABRIEL VILARDI","","R","L.A","54","10","13","-8","6","4","65","18","19","37","102","0.19","0.24","-0.15","0.11","0.07","1.20","0.33","0.35","0.69","1.89"
"ZACH SANFORD","","L","NSH","52","10","6","-13","25","3","67","69","44","113","180","0.19","0.12","-0.25","0.48","0.06","1.29","1.33","0.85","2.17","3.46"
"TAYLOR HALL","","L","BOS","53","10","23","-6","26","8","136","34","15","49","185","0.19","0.43","-0.11","0.49","0.15","2.57","0.64","0.28","0.92","3.49"
"CASEY MITTELSTADT","","C","BUF","41","10","12","-10","10","6","61","9","12","21","82","0.24","0.29","-0.24","0.24","0.15","1.49","0.22","0.29","0.51","2.00"
"LUKE KUNIN","","L","S.J","38","10","9","3","13","0","71","84","20","104","175","0.26","0.24","0.08","0.34","0.00","1.87","2.21","0.53","2.74","4.61"
"ELIAS PETTERSSON","","C","VAN","26","10","11","0","6","5","63","11","9","20","83","0.38","0.42","0.00","0.23","0.19","2.42","0.42","0.35","0.77","3.19"
"SAM BENNETT","","C","FLA","48","10","17","-2","52","3","106","108","18","126","232","0.21","0.35","-0.04","1.08","0.06","2.21","2.25","0.38","2.63","4.83"
"NICK SCHMALTZ","","R","ARI","52","10","22","-1","16","7","105","15","25","40","145","0.19","0.42","-0.02","0.31","0.13","2.02","0.29","0.48","0.77","2.79"
"ADAM LOWRY","","C","WPG","52","10","14","6","13","2","81","161","30","191","272","0.19","0.27","0.12","0.25","0.04","1.56","3.10","0.58","3.67","5.23"
"TOMAS TATAR","","L","N.J","50","10","20","0","8","8","82","63","20","83","165","0.20","0.40","0.00","0.16","0.16","1.64","1.26","0.40","1.66","3.30"
"WARREN FOEGELE","","L","EDM","53","10","10","4","20","0","91","60","12","72","163","0.19","0.19","0.08","0.38","0.00","1.72","1.13","0.23","1.36","3.08"
"DOUGIE HAMILTON","","D","N.J","55","10","32","20","35","18","180","52","64","116","296","0.18","0.58","0.36","0.64","0.33","3.27","0.95","1.16","2.11","5.38"
"VICTOR RASK","","L","","54","10","13","1","2","6","53","21","10","31","84","0.19","0.24","0.02","0.04","0.11","0.98","0.39","0.19","0.57","1.56"
"NICK BONINO","","L","S.J","55","10","16","0","26","5","66","11","50","61","127","0.18","0.29","0.00","0.47","0.09","1.20","0.20","0.91","1.11","2.31"
"ROCCO GRIMALDI","","R","","40","10","3","-3","4","0","62","20","9","29","91","0.25","0.08","-0.08","0.10","0.00","1.55","0.50","0.23","0.73","2.28"
"J.T. COMPHER","","C","COL","48","10","8","10","19","2","47","32","38","70","117","0.21","0.17","0.21","0.40","0.04","0.98","0.67","0.79","1.46","2.44"
"VIKTOR ARVIDSSON","","R","L.A","50","10","15","9","21","3","151","15","33","48","199","0.20","0.30","0.18","0.42","0.06","3.02","0.30","0.66","0.96","3.98"
"ANTHONY DUCLAIR","","R","FLA","43","10","22","27","18","2","104","32","9","41","145","0.23","0.51","0.63","0.42","0.05","2.42","0.74","0.21","0.95","3.37"
"MICHAEL BUNTING","","L","TOR","21","10","3","-1","12","3","38","28","1","29","67","0.48","0.14","-0.05","0.57","0.14","1.81","1.33","0.05","1.38","3.19"
"COLIN WHITE","","C","FLA","45","10","8","-6","16","4","69","58","18","76","145","0.22","0.18","-0.13","0.36","0.09","1.53","1.29","0.40","1.69","3.22"
"ROBBY FABBRI","","L","DET","30","10","8","3","16","2","58","34","17","51","109","0.33","0.27","0.10","0.53","0.07","1.93","1.13","0.57","1.70","3.63"
"JASON SPEZZA","","C","","54","10","20","3","6","5","81","26","10","36","117","0.19","0.37","0.06","0.11","0.09","1.50","0.48","0.19","0.67","2.17"
"TREVOR MOORE","","R","L.A","56","10","13","-5","18","2","88","38","10","48","136","0.18","0.23","-0.09","0.32","0.04","1.57","0.68","0.18","0.86","2.43"
"MATHIEU PERREAULT","","L","","56","9","10","6","16","4","57","84","18","102","159","0.16","0.18","0.11","0.29","0.07","1.02","1.50","0.32","1.82","2.84"
"EVGENY KUZNETSOV","","C","WSH","41","9","20","7","18","8","78","21","18","39","117","0.22","0.49","0.17","0.44","0.20","1.90","0.51","0.44","0.95","2.85"
"JONAS BRODIN","","D","MIN","53","9","14","2","18","2","79","35","99","134","213","0.17","0.26","0.04","0.34","0.04","1.49","0.66","1.87","2.53","4.02"
"RICKARD RAKELL","","R","PIT","52","9","19","-14","12","4","144","65","16","81","225","0.17","0.37","-0.27","0.23","0.08","2.77","1.25","0.31","1.56","4.33"
"ERIK HAULA","","C","N.J","51","9","12","4","14","3","85","63","23","86","171","0.18","0.24","0.08","0.27","0.06","1.67","1.24","0.45","1.69","3.35"
"BRANDON SUTTER","","C","","43","9","3","-9","2","0","65","18","28","46","111","0.21","0.07","-0.21","0.05","0.00","1.51","0.42","0.65","1.07","2.58"
"BRANDON HAGEL","","L","T.B","52","9","15","-7","11","3","91","59","28","87","178","0.17","0.29","-0.13","0.21","0.06","1.75","1.13","0.54","1.67","3.42"
"PIERRE-EDOUARD BELLEMARE","","C","T.B","53","9","2","6","21","0","60","26","36","62","122","0.17","0.04","0.11","0.40","0.00","1.13","0.49","0.68","1.17","2.30"
"MICHAEL MCLEOD","","C","N.J","52","9","6","-12","42","0","60","89","20","109","169","0.17","0.12","-0.23","0.81","0.00","1.15","1.71","0.38","2.10","3.25"
"SHAYNE GOSTISBEHERE","","D","ARI","41","9","11","-2","6","9","85","18","47","65","150","0.22","0.27","-0.05","0.15","0.22","2.07","0.44","1.15","1.59","3.66"
"ROSS COLTON","","L","T.B","30","9","3","3","16","0","46","36","6","42","88","0.30","0.10","0.10","0.53","0.00","1.53","1.20","0.20","1.40","2.93"
"MARK GIORDANO","","D","TOR","56","9","17","5","14","8","142","51","110","161","303","0.16","0.30","0.09","0.25","0.14","2.54","0.91","1.96","2.88","5.41"
"ZACH ASTON-REESE","","R","","45","9","6","10","15","0","79","95","24","119","198","0.20","0.13","0.22","0.33","0.00","1.76","2.11","0.53","2.64","4.40"
"DOMINIK KAHUN","","C","","48","9","6","-3","2","1","69","13","12","25","94","0.19","0.13","-0.06","0.04","0.02","1.44","0.27","0.25","0.52","1.96"
"ANTHONY CIRELLI","","C","T.B","50","9","13","0","10","4","75","64","32","96","171","0.18","0.26","0.00","0.20","0.08","1.50","1.28","0.64","1.92","3.42"
"ALEC MARTINEZ","","D","VGK","53","9","23","26","12","9","85","44","165","209","294","0.17","0.43","0.49","0.23","0.17","1.60","0.83","3.11","3.94","5.55"
"MIKAEL BACKLUND","","C","CGY","54","9","23","-7","30","6","144","43","21","64","208","0.17","0.43","-0.13","0.56","0.11","2.67","0.80","0.39","1.19","3.85"
"JAKUB VORACEK","","R","CBJ","53","9","34","-12","18","8","104","17","20","37","141","0.17","0.64","-0.23","0.34","0.15","1.96","0.32","0.38","0.70","2.66"
"MAX DOMI","","L","","54","9","15","-18","75","3","99","15","10","25","124","0.17","0.28","-0.33","1.39","0.06","1.83","0.28","0.19","0.46","2.30"
"PIERRE-LUC DUBOIS","","C","WPG","46","9","12","-8","38","6","76","59","26","85","161","0.20","0.26","-0.17","0.83","0.13","1.65","1.28","0.57","1.85","3.50"
"COREY PERRY","","R","T.B","49","9","12","-4","39","7","62","56","15","71","133","0.18","0.24","-0.08","0.80","0.14","1.27","1.14","0.31","1.45","2.71"
"ALEX CHIASSON","","R","","45","9","7","-10","31","7","65","40","7","47","112","0.20","0.16","-0.22","0.69","0.16","1.44","0.89","0.16","1.04","2.49"
"VICTOR HEDMAN","","D","T.B","54","9","36","5","28","24","136","51","73","124","260","0.17","0.67","0.09","0.52","0.44","2.52","0.94","1.35","2.30","4.81"
"SCOTT LAUGHTON","","L","PHI","53","9","11","13","39","0","89","141","34","175","264","0.17","0.21","0.25","0.74","0.00","1.68","2.66","0.64","3.30","4.98"
"DYLAN LARKIN","","C","DET","44","9","14","-14","34","6","134","38","17","55","189","0.20","0.32","-0.32","0.77","0.14","3.05","0.86","0.39","1.25","4.30"
"DYLAN STROME","","C","WSH","40","9","8","-16","14","7","71","8","19","27","98","0.23","0.20","-0.40","0.35","0.18","1.78","0.20","0.48","0.68","2.45"
"KAAPO KAKKO","","R","NYR","48","9","8","3","10","3","81","14","16","30","111","0.19","0.17","0.06","0.21","0.06","1.69","0.29","0.33","0.63","2.31"
"JASON ZUCKER","","L","PIT","38","9","9","-8","21","4","67","69","15","84","151","0.24","0.24","-0.21","0.55","0.11","1.76","1.82","0.39","2.21","3.97"
"DEVON TOEWS","","D","COL","53","9","22","29","16","6","121","44","86","130","251","0.17","0.42","0.55","0.30","0.11","2.28","0.83","1.62","2.45","4.74"
"KEVIN ROONEY","","C","CGY","54","8","6","0","54","0","62","110","35","145","207","0.15","0.11","0.00","1.00","0.00","1.15","2.04","0.65","2.69","3.83"
"TYLER JOHNSON","","R","CHI","55","8","14","-1","16","3","77","63","15","78","155","0.15","0.25","-0.02","0.29","0.05","1.40","1.15","0.27","1.42","2.82"
"TYSON BARRIE","","D","EDM","56","8","40","4","10","23","146","26","59","85","231","0.14","0.71","0.07","0.18","0.41","2.61","0.46","1.05","1.52","4.13"
"COLTON SISSONS","","C","NSH","54","8","7","2","18","0","58","74","27","101","159","0.15","0.13","0.04","0.33","0.00","1.07","1.37","0.50","1.87","2.94"
"RYAN DZINGEL","","C","","40","8","5","-5","21","3","48","44","10","54","102","0.20","0.13","-0.13","0.53","0.08","1.20","1.10","0.25","1.35","2.55"
"LARS ELLER","","C","WSH","44","8","15","-1","21","4","69","36","16","52","121","0.18","0.34","-0.02","0.48","0.09","1.57","0.82","0.36","1.18","2.75"
"PHILIPP KURASHEV","","L","CHI","54","8","8","-9","12","5","65","32","18","50","115","0.15","0.15","-0.17","0.22","0.09","1.20","0.59","0.33","0.93","2.13"
"JADEN SCHWARTZ","","L","SEA","40","8","13","2","20","3","70","40","26","66","136","0.20","0.33","0.05","0.50","0.08","1.75","1.00","0.65","1.65","3.40"
"SHEA THEODORE","","D","VGK","53","8","34","28","14","15","161","22","43","65","226","0.15","0.64","0.53","0.26","0.28","3.04","0.42","0.81","1.23","4.26"
"TOMAS NOSEK","","C","BOS","38","8","10","7","10","1","59","51","18","69","128","0.21","0.26","0.18","0.26","0.03","1.55","1.34","0.47","1.82","3.37"
"ALEXANDER KERFOOT","","L","TOR","56","8","15","2","12","2","68","41","34","75","143","0.14","0.27","0.04","0.21","0.04","1.21","0.73","0.61","1.34","2.55"
"BROCK MCGINN","","R","PIT","37","8","5","0","6","0","58","44","12","56","114","0.22","0.14","0.00","0.16","0.00","1.57","1.19","0.32","1.51","3.08"
"BOONE JENNER","","C","CBJ","41","8","9","-9","6","1","79","76","53","129","208","0.20","0.22","-0.22","0.15","0.02","1.93","1.85","1.29","3.15","5.07"
"DAVID KREJCI","","C","","51","8","36","17","16","16","83","25","26","51","134","0.16","0.71","0.33","0.31","0.31","1.63","0.49","0.51","1.00","2.63"
"EVGENI MALKIN","","C","PIT","33","8","20","-4","24","9","72","18","12","30","102","0.24","0.61","-0.12","0.73","0.27","2.18","0.55","0.36","0.91","3.09"
"JANNE KUOKKANEN","","R","","50","8","17","-11","14","4","61","10","19","29","90","0.16","0.34","-0.22","0.28","0.08","1.22","0.20","0.38","0.58","1.80"
"DREW DOUGHTY","","D","L.A","56","8","25","-14","26","17","101","91","83","174","275","0.14","0.45","-0.25","0.46","0.30","1.80","1.63","1.48","3.11","4.91"
"ROMAN JOSI","","D","NSH","48","8","25","-11","20","14","141","27","83","110","251","0.17","0.52","-0.23","0.42","0.29","2.94","0.56","1.73","2.29","5.23"
"DMITRY ORLOV","","D","WSH","51","8","14","16","20","2","83","87","50","137","220","0.16","0.27","0.31","0.39","0.04","1.63","1.71","0.98","2.69","4.31"
"TRAVIS ZAJAC","","C","","46","8","12","-1","6","1","50","51","22","73","123","0.17","0.26","-0.02","0.13","0.02","1.09","1.11","0.48","1.59","2.67"
"ERIK KARLSSON","","D","S.J","52","8","14","-18","18","8","110","20","69","89","199","0.15","0.27","-0.35","0.35","0.15","2.12","0.38","1.33","1.71","3.83"
"JOSH BAILEY","","R","NYI","54","8","27","12","4","9","77","13","19","32","109","0.15","0.50","0.22","0.07","0.17","1.43","0.24","0.35","0.59","2.02"
"JAKOB SILFVERBERG","","R","ANA","47","8","8","-17","18","3","91","19","26","45","136","0.17","0.17","-0.36","0.38","0.06","1.94","0.40","0.55","0.96","2.89"
"MIRO HEISKANEN","","D","DAL","55","8","19","-9","12","11","121","47","52","99","220","0.15","0.35","-0.16","0.22","0.20","2.20","0.85","0.95","1.80","4.00"
"TAGE THOMPSON","","C","BUF","38","8","6","-6","17","3","96","25","8","33","129","0.21","0.16","-0.16","0.45","0.08","2.53","0.66","0.21","0.87","3.39"
"JOHAN LARSSON","","L","","52","8","6","-13","24","0","58","77","34","111","169","0.15","0.12","-0.25","0.46","0.00","1.12","1.48","0.65","2.13","3.25"
"OSKAR LINDBLOM","","L","S.J","50","8","6","-9","9","0","58","43","24","67","125","0.16","0.12","-0.18","0.18","0.00","1.16","0.86","0.48","1.34","2.50"
"RUDOLFS BALCERS","","L","FLA","41","8","9","-6","16","1","66","81","29","110","176","0.20","0.22","-0.15","0.39","0.02","1.61","1.98","0.71","2.68","4.29"
"KAILER YAMAMOTO","","R","EDM","52","8","13","9","26","2","69","52","40","92","161","0.15","0.25","0.17","0.50","0.04","1.33","1.00","0.77","1.77","3.10"
"FILIP CHYTIL","","C","NYR","42","8","14","9","10","0","76","15","19","34","110","0.19","0.33","0.21","0.24","0.00","1.81","0.36","0.45","0.81","2.62"
"CALE MAKAR","","D","COL","44","8","36","17","12","22","104","49","36","85","189","0.18","0.82","0.39","0.27","0.50","2.36","1.11","0.82","1.93","4.30"
"ERIC ROBINSON","","L","CBJ","56","8","10","6","4","0","75","94","16","110","185","0.14","0.18","0.11","0.07","0.00","1.34","1.68","0.29","1.96","3.30"
"VLADISLAV NAMESTNIKOV","","C","T.B","53","8","9","-5","24","0","87","71","35","106","193","0.15","0.17","-0.09","0.45","0.00","1.64","1.34","0.66","2.00","3.64"
"SAMMY BLAIS","","R","NYR","36","8","7","0","12","0","31","103","10","113","144","0.22","0.19","0.00","0.33","0.00","0.86","2.86","0.28","3.14","4.00"
"DERICK BRASSARD","","L","","53","8","11","-10","12","6","67","80","5","85","152","0.15","0.21","-0.19","0.23","0.11","1.26","1.51","0.09","1.60","2.87"
"EVAN RODRIGUES","","R","","35","7","7","-3","6","2","65","21","10","31","96","0.20","0.20","-0.09","0.17","0.06","1.86","0.60","0.29","0.89","2.74"
"TROY TERRY","","R","ANA","48","7","13","-2","18","0","69","5","13","18","87","0.15","0.27","-0.04","0.38","0.00","1.44","0.10","0.27","0.38","1.81"
"RYAN JOHANSEN","","C","NSH","48","7","15","0","22","7","67","43","16","59","126","0.15","0.31","0.00","0.46","0.15","1.40","0.90","0.33","1.23","2.63"
"RASMUS ASPLUND","","L","BUF","28","7","4","1","0","0","34","15","3","18","52","0.25","0.14","0.04","0.00","0.00","1.21","0.54","0.11","0.64","1.86"
"JEFF SKINNER","","L","BUF","53","7","7","-11","14","1","111","20","12","32","143","0.13","0.13","-0.21","0.26","0.02","2.09","0.38","0.23","0.60","2.70"
"PIERRE ENGVALL","","R","TOR","42","7","5","2","16","0","61","43","12","55","116","0.17","0.12","0.05","0.38","0.00","1.45","1.02","0.29","1.31","2.76"
"ALEX PIETRANGELO","","D","VGK","41","7","16","20","16","4","126","28","80","108","234","0.17","0.39","0.49","0.39","0.10","3.07","0.68","1.95","2.63","5.71"
"CARL SODERBERG","","C","","45","7","10","-5","18","5","61","66","36","102","163","0.16","0.22","-0.11","0.40","0.11","1.36","1.47","0.80","2.27","3.62"
"JESPER BRATT","","R","N.J","46","7","23","4","8","8","101","31","18","49","150","0.15","0.50","0.09","0.17","0.17","2.20","0.67","0.39","1.07","3.26"
"TYSON JOST","","C","MIN","54","7","10","14","24","0","92","45","19","64","156","0.13","0.19","0.26","0.44","0.00","1.70","0.83","0.35","1.19","2.89"
"BOBBY RYAN","","R","","33","7","7","-14","27","3","73","31","17","48","121","0.21","0.21","-0.42","0.82","0.09","2.21","0.94","0.52","1.45","3.67"
"TEDDY BLUEGER","","C","PIT","43","7","15","10","16","0","49","53","25","78","127","0.16","0.35","0.23","0.37","0.00","1.14","1.23","0.58","1.81","2.95"
"JOEL ARMIA","","R","MTL","41","7","7","10","10","1","73","86","13","99","172","0.17","0.17","0.24","0.24","0.02","1.78","2.10","0.32","2.41","4.20"
"IVAN PROVOROV","","D","PHI","56","7","19","4","28","10","126","56","106","162","288","0.13","0.34","0.07","0.50","0.18","2.25","1.00","1.89","2.89","5.14"
"NICK FOLIGNO","","L","BOS","49","7","13","2","32","2","81","133","37","170","251","0.14","0.27","0.04","0.65","0.04","1.65","2.71","0.76","3.47","5.12"
"JOHN KLINGBERG","","D","","53","7","29","-15","23","17","108","49","52","101","209","0.13","0.55","-0.28","0.43","0.32","2.04","0.92","0.98","1.91","3.94"
"BRANDON TANEV","","R","SEA","32","7","9","12","22","0","43","139","33","172","215","0.22","0.28","0.38","0.69","0.00","1.34","4.34","1.03","5.38","6.72"
"BRENT BURNS","","D","CAR","56","7","22","-12","36","6","138","31","94","125","263","0.13","0.39","-0.21","0.64","0.11","2.46","0.55","1.68","2.23","4.70"
"CURTIS LAZAR","","C","VAN","50","7","6","-6","6","0","55","99","22","121","176","0.14","0.12","-0.12","0.12","0.00","1.10","1.98","0.44","2.42","3.52"
"MAX JONES","","L","ANA","46","7","4","-9","36","3","77","100","11","111","188","0.15","0.09","-0.20","0.78","0.07","1.67","2.17","0.24","2.41","4.09"
"JARET ANDERSON-DOLAN","","C","L.A","34","7","4","-9","6","1","37","52","20","72","109","0.21","0.12","-0.26","0.18","0.03","1.09","1.53","0.59","2.12","3.21"
"SAM GAGNER","","R","","42","7","8","-4","15","1","88","5","14","19","107","0.17","0.19","-0.10","0.36","0.02","2.10","0.12","0.33","0.45","2.55"
"ALEXANDER VOLKOV","","R","","37","7","6","1","6","1","35","36","26","62","97","0.19","0.16","0.03","0.16","0.03","0.95","0.97","0.70","1.68","2.62"
"JOSH ARCHIBALD","","R","PIT","52","7","6","2","37","0","62","192","35","227","289","0.13","0.12","0.04","0.71","0.00","1.19","3.69","0.67","4.37","5.56"
"KRIS LETANG","","D","PIT","55","7","38","19","32","15","132","92","65","157","289","0.13","0.69","0.35","0.58","0.27","2.40","1.67","1.18","2.85","5.25"
"CASEY CIZIKAS","","C","NYI","56","7","7","-2","27","0","72","112","25","137","209","0.13","0.13","-0.04","0.48","0.00","1.29","2.00","0.45","2.45","3.73"
"OWEN TIPPETT","","R","PHI","45","7","11","-5","6","3","86","59","5","64","150","0.16","0.24","-0.11","0.13","0.07","1.91","1.31","0.11","1.42","3.33"
"ZACH WERENSKI","","D","CBJ","35","7","13","-9","13","5","79","21","39","60","139","0.20","0.37","-0.26","0.37","0.14","2.26","0.60","1.11","1.71","3.97"
"DANTON HEINEN","","L","","43","7","7","-9","0","1","76","32","30","62","138","0.16","0.16","-0.21","0.00","0.02","1.77","0.74","0.70","1.44","3.21"
"ILYA MIKHEYEV","","R","VAN","54","7","10","5","6","0","107","49","28","77","184","0.13","0.19","0.09","0.11","0.00","1.98","0.91","0.52","1.43","3.41"
"JUSTIN FAULK","","D","STL","56","7","18","11","35","5","117","127","87","214","331","0.13","0.32","0.20","0.63","0.09","2.09","2.27","1.55","3.82","5.91"
"JARED SPURGEON","","D","MIN","54","7","18","-2","6","9","94","52","102","154","248","0.13","0.33","-0.04","0.11","0.17","1.74","0.96","1.89","2.85","4.59"
"WAYNE SIMMONDS","","R","TOR","38","7","2","-3","45","3","62","64","15","79","141","0.18","0.05","-0.08","1.18","0.08","1.63","1.68","0.39","2.08","3.71"
"RYAN HARTMAN","","C","MIN","51","7","15","0","33","3","74","55","33","88","162","0.14","0.29","0.00","0.65","0.06","1.45","1.08","0.65","1.73","3.18"
"ARTTURI LEHKONEN","","L","COL","47","7","6","-2","6","0","78","85","23","108","186","0.15","0.13","-0.04","0.13","0.00","1.66","1.81","0.49","2.30","3.96"
"ZACH PARISE","","L","NYI","45","7","11","7","6","2","90","18","20","38","128","0.16","0.24","0.16","0.13","0.04","2.00","0.40","0.44","0.84","2.84"
"JASON DICKINSON","","L","VAN","51","7","8","-2","18","1","66","78","49","127","193","0.14","0.16","-0.04","0.35","0.02","1.29","1.53","0.96","2.49","3.78"
"BRANDON MONTOUR","","D","FLA","50","7","11","-5","40","1","94","54","62","116","210","0.14","0.22","-0.10","0.80","0.02","1.88","1.08","1.24","2.32","4.20"
"NICK BJUGSTAD","","R","ARI","44","6","11","7","17","1","78","48","22","70","148","0.14","0.25","0.16","0.39","0.02","1.77","1.09","0.50","1.59","3.36"
"MACKENZIE WEEGAR","","D","FLA","54","6","30","29","45","3","101","118","83","201","302","0.11","0.56","0.54","0.83","0.06","1.87","2.19","1.54","3.72","5.59"
"NICO HISCHIER","","C","N.J","21","6","5","-9","4","4","44","11","20","31","75","0.29","0.24","-0.43","0.19","0.19","2.10","0.52","0.95","1.48","3.57"
"MIKHAIL MALTSEV","","C","COL","33","6","3","-4","4","0","55","26","8","34","89","0.18","0.09","-0.12","0.12","0.00","1.67","0.79","0.24","1.03","2.70"
"VALTTERI FILPPULA","","C","","38","6","9","-1","12","0","25","9","15","24","49","0.16","0.24","-0.03","0.32","0.00","0.66","0.24","0.39","0.63","1.29"
"RYAN DONATO","","L","","50","6","14","-10","10","6","104","50","21","71","175","0.12","0.28","-0.20","0.20","0.12","2.08","1.00","0.42","1.42","3.50"
"LUKE GLENDENING","","R","DAL","54","6","9","3","20","0","67","68","57","125","192","0.11","0.17","0.06","0.37","0.00","1.24","1.26","1.06","2.31","3.56"
"TYLER MOTTE","","L","","24","6","3","0","14","0","40","100","28","128","168","0.25","0.13","0.00","0.58","0.00","1.67","4.17","1.17","5.33","7.00"
"BARCLAY GOODROW","","C","NYR","55","6","14","16","52","0","72","110","27","137","209","0.11","0.25","0.29","0.95","0.00","1.31","2.00","0.49","2.49","3.80"
"NICOLAS ROY","","C","VGK","50","6","9","9","14","0","52","50","23","73","125","0.12","0.18","0.18","0.28","0.00","1.04","1.00","0.46","1.46","2.50"
"DEREK GRANT","","L","ANA","46","6","9","-4","25","0","66","65","40","105","171","0.13","0.20","-0.09","0.54","0.00","1.43","1.41","0.87","2.28","3.72"
"SHEA WEBER","","D","VGK","48","6","13","-4","33","11","104","70","68","138","242","0.13","0.27","-0.08","0.69","0.23","2.17","1.46","1.42","2.88","5.04"
"JESPER FAST","","R","CAR","46","6","13","-4","14","4","38","78","23","101","139","0.13","0.28","-0.09","0.30","0.09","0.83","1.70","0.50","2.20","3.02"
"CARL GRUNDSTROM","","L","L.A","47","6","5","-10","16","2","66","104","23","127","193","0.13","0.11","-0.21","0.34","0.04","1.40","2.21","0.49","2.70","4.11"
"RADEK FAKSA","","C","DAL","55","6","8","-15","30","2","94","100","45","145","239","0.11","0.15","-0.27","0.55","0.04","1.71","1.82","0.82","2.64","4.35"
"MATT DUCHENE","","R","NSH","34","6","7","-12","6","3","73","30","10","40","113","0.18","0.21","-0.35","0.18","0.09","2.15","0.88","0.29","1.18","3.32"
"JOEL KIVIRANTA","","L","DAL","26","6","5","3","6","1","31","40","11","51","82","0.23","0.19","0.12","0.23","0.04","1.19","1.54","0.42","1.96","3.15"
"CARL HAGELIN","","L","WSH","56","6","10","7","19","0","85","22","19","41","126","0.11","0.18","0.13","0.34","0.00","1.52","0.39","0.34","0.73","2.25"
"MARCUS JOHANSSON","","L","WSH","36","6","8","-10","4","6","46","12","12","24","70","0.17","0.22","-0.28","0.11","0.17","1.28","0.33","0.33","0.67","1.94"
"MATT MARTIN","","L","NYI","54","6","5","-2","36","2","68","181","23","204","272","0.11","0.09","-0.04","0.67","0.04","1.26","3.35","0.43","3.78","5.04"
"JAMIE OLEKSIAK","","D","SEA","56","6","8","-3","35","0","84","148","88","236","320","0.11","0.14","-0.05","0.63","0.00","1.50","2.64","1.57","4.21","5.71"
"MATTIAS EKHOLM","","D","NSH","48","6","17","19","14","2","110","23","46","69","179","0.13","0.35","0.40","0.29","0.04","2.29","0.48","0.96","1.44","3.73"
"TYLER PITLICK","","R","","38","6","5","-1","16","1","56","81","41","122","178","0.16","0.13","-0.03","0.42","0.03","1.47","2.13","1.08","3.21","4.68"
"FILIP ZADINA","","R","DET","49","6","13","-4","0","6","97","22","22","44","141","0.12","0.27","-0.08","0.00","0.12","1.98","0.45","0.45","0.90","2.88"
"SAM STEEL","","C","","42","6","6","-7","8","0","42","41","19","60","102","0.14","0.14","-0.17","0.19","0.00","1.00","0.98","0.45","1.43","2.43"
"TYLER MYERS","","D","VAN","55","6","15","-9","51","3","109","61","74","135","244","0.11","0.27","-0.16","0.93","0.05","1.98","1.11","1.35","2.45","4.44"
"ISAC LUNDESTROM","","C","ANA","41","6","3","-9","14","0","52","16","19","35","87","0.15","0.07","-0.22","0.34","0.00","1.27","0.39","0.46","0.85","2.12"
"JORDAN GREENWAY","","L","MIN","56","6","26","5","49","1","80","87","28","115","195","0.11","0.46","0.09","0.88","0.02","1.43","1.55","0.50","2.05","3.48"
"CHRIS TIERNEY","","L","FLA","55","6","13","-12","8","0","53","23","32","55","108","0.11","0.24","-0.22","0.15","0.00","0.96","0.42","0.58","1.00","1.96"
"VINCE DUNN","","D","SEA","43","6","14","-8","18","7","73","36","51","87","160","0.14","0.33","-0.19","0.42","0.16","1.70","0.84","1.19","2.02","3.72"
"CHARLIE COYLE","","C","BOS","51","6","10","-4","20","2","79","57","24","81","160","0.12","0.20","-0.08","0.39","0.04","1.55","1.12","0.47","1.59","3.14"
"THOMAS CHABOT","","D","OTT","49","6","25","-15","36","7","120","68","72","140","260","0.12","0.51","-0.31","0.73","0.14","2.45","1.39","1.47","2.86","5.31"
"GARNET HATHAWAY","","R","WSH","56","6","12","7","66","0","62","179","30","209","271","0.11","0.21","0.13","1.18","0.00","1.11","3.20","0.54","3.73","4.84"
"WILLIAM CARRIER","","L","VGK","52","6","9","0","16","0","64","131","13","144","208","0.12","0.17","0.00","0.31","0.00","1.23","2.52","0.25","2.77","4.00"
"MATT DUMBA","","D","MIN","51","6","15","1","46","5","89","74","75","149","238","0.12","0.29","0.02","0.90","0.10","1.75","1.45","1.47","2.92","4.67"
"JOSH LEIVO","","R","STL","38","6","3","-3","10","0","50","33","2","35","85","0.16","0.08","-0.08","0.26","0.00","1.32","0.87","0.05","0.92","2.24"
"TYLER BERTUZZI","","L","DET","9","5","2","0","4","4","20","13","3","16","36","0.56","0.22","0.00","0.44","0.44","2.22","1.44","0.33","1.78","4.00"
