"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"NATHAN BASTIAN","","R","N.J","41","3","7","0","21","0","46","136","25","161","207","0.07","0.17","0.00","0.51","0.00","1.12","3.32","0.61","3.93","5.05"
"MICHAEL STONE","","D","","21","2","2","-1","6","0","41","24","27","51","92","0.10","0.10","-0.05","0.29","0.00","1.95","1.14","1.29","2.43","4.38"
"HAMPUS LINDHOLM","","D","BOS","18","2","4","-1","16","1","29","9","19","28","57","0.11","0.22","-0.06","0.89","0.06","1.61","0.50","1.06","1.56","3.17"
"TRAVIS DERMOTT","","D","VAN","51","2","4","-1","19","0","36","44","35","79","115","0.04","0.08","-0.02","0.37","0.00","0.71","0.86","0.69","1.55","2.25"
"JOEL L'ESPERANCE","","R","","12","2","0","-2","2","0","8","16","0","16","24","0.17","0.00","-0.17","0.17","0.00","0.67","1.33","0.00","1.33","2.00"
"FREDERICK GAUDREAU","","C","MIN","19","2","8","10","2","0","20","9","9","18","38","0.11","0.42","0.53","0.11","0.00","1.05","0.47","0.47","0.95","2.00"
"COLTON PARAYKO","","D","STL","32","2","10","-2","14","0","60","35","64","99","159","0.06","0.31","-0.06","0.44","0.00","1.88","1.09","2.00","3.09","4.97"
"ANDREW SHAW","","R","","14","2","2","-5","6","4","25","20","4","24","49","0.14","0.14","-0.36","0.43","0.29","1.79","1.43","0.29","1.71","3.50"
"MASON MARCHMENT","","L","DAL","33","2","8","4","18","0","50","73","8","81","131","0.06","0.24","0.12","0.55","0.00","1.52","2.21","0.24","2.45","3.97"
"RYAN GRAVES","","D","N.J","54","2","13","15","55","0","101","77","91","168","269","0.04","0.24","0.28","1.02","0.00","1.87","1.43","1.69","3.11","4.98"
"VLADISLAV GAVRIKOV","","D","CBJ","55","2","10","-13","14","0","48","69","77","146","194","0.04","0.18","-0.24","0.25","0.00","0.87","1.25","1.40","2.65","3.53"
"NIKOLAI KNYZHOV","","D","S.J","56","2","8","-10","39","0","51","84","54","138","189","0.04","0.14","-0.18","0.70","0.00","0.91","1.50","0.96","2.46","3.38"
"NICK MERKLEY","","R","","27","2","8","-5","7","1","38","28","5","33","71","0.07","0.30","-0.19","0.26","0.04","1.41","1.04","0.19","1.22","2.63"
"JAN JENIK","","R","ARI","2","2","0","3","0","0","3","2","0","2","5","1.00","0.00","1.50","0.00","0.00","1.50","1.00","0.00","1.00","2.50"
"RYAN PULOCK","","D","NYI","56","2","15","15","8","1","121","97","106","203","324","0.04","0.27","0.27","0.14","0.02","2.16","1.73","1.89","3.63","5.79"
"MATT ROY","","D","L.A","44","2","8","0","8","1","57","61","67","128","185","0.05","0.18","0.00","0.18","0.02","1.30","1.39","1.52","2.91","4.20"
"ROBERT HAGG","","D","","34","2","3","-3","18","0","29","100","31","131","160","0.06","0.09","-0.09","0.53","0.00","0.85","2.94","0.91","3.85","4.71"
"ANTHONY ANGELLO","","R","STL","19","2","2","4","8","1","19","51","2","53","72","0.11","0.11","0.21","0.42","0.05","1.00","2.68","0.11","2.79","3.79"
"STEVEN KAMPFER","","D","DET","20","2","3","3","4","1","28","20","24","44","72","0.10","0.15","0.15","0.20","0.05","1.40","1.00","1.20","2.20","3.60"
"ARTEM ANISIMOV","","C","","19","2","7","1","2","1","30","9","9","18","48","0.11","0.37","0.05","0.11","0.05","1.58","0.47","0.47","0.95","2.53"
"ADAM BOQVIST","","D","CBJ","35","2","14","-7","14","8","39","29","29","58","97","0.06","0.40","-0.20","0.40","0.23","1.11","0.83","0.83","1.66","2.77"
"LIBOR HAJEK","","D","NYR","44","2","2","2","10","0","33","26","48","74","107","0.05","0.05","0.05","0.23","0.00","0.75","0.59","1.09","1.68","2.43"
"JONATHAN DROUIN","","L","MTL","44","2","21","-8","20","5","76","42","7","49","125","0.05","0.48","-0.18","0.45","0.11","1.73","0.95","0.16","1.11","2.84"
"DEREK FORBORT","","D","BOS","56","2","10","1","35","0","67","80","115","195","262","0.04","0.18","0.02","0.63","0.00","1.20","1.43","2.05","3.48","4.68"
"MARK FRIEDMAN","","D","PIT","9","2","1","1","9","0","9","14","7","21","30","0.22","0.11","0.11","1.00","0.00","1.00","1.56","0.78","2.33","3.33"
"RADIM ZOHORNA","","L","PIT","8","2","2","4","4","1","8","7","0","7","15","0.25","0.25","0.50","0.50","0.13","1.00","0.88","0.00","0.88","1.88"
"ZAC DALPE","","C","FLA","12","2","1","-2","0","0","22","11","8","19","41","0.17","0.08","-0.17","0.00","0.00","1.83","0.92","0.67","1.58","3.42"
"DEREK RYAN","","C","EDM","43","2","11","6","16","0","37","13","21","34","71","0.05","0.26","0.14","0.37","0.00","0.86","0.30","0.49","0.79","1.65"
"JANI HAKANPAA","","D","DAL","57","2","2","4","35","0","54","215","83","298","352","0.04","0.04","0.07","0.61","0.00","0.95","3.77","1.46","5.23","6.18"
"JUSTIN HOLL","","D","TOR","55","2","18","16","25","0","57","82","84","166","223","0.04","0.33","0.29","0.45","0.00","1.04","1.49","1.53","3.02","4.05"
"TYLER SEGUIN","","R","DAL","3","2","0","0","0","0","8","8","1","9","17","0.67","0.00","0.00","0.00","0.00","2.67","2.67","0.33","3.00","5.67"
"ZACK KASSIAN","","R","ARI","27","2","3","-4","15","0","18","73","3","76","94","0.07","0.11","-0.15","0.56","0.00","0.67","2.70","0.11","2.81","3.48"
"DANTE FABBRO","","D","NSH","40","2","10","-1","23","2","59","32","57","89","148","0.05","0.25","-0.03","0.58","0.05","1.48","0.80","1.43","2.23","3.70"
"MAX MCCORMICK","","L","SEA","12","2","1","3","9","0","5","16","2","18","23","0.17","0.08","0.25","0.75","0.00","0.42","1.33","0.17","1.50","1.92"
"RADIM SIMEK","","D","S.J","40","2","4","-9","15","0","26","76","49","125","151","0.05","0.10","-0.23","0.38","0.00","0.65","1.90","1.23","3.13","3.78"
"ZACH WHITECLOUD","","D","VGK","51","2","10","9","24","0","54","85","75","160","214","0.04","0.20","0.18","0.47","0.00","1.06","1.67","1.47","3.14","4.20"
"CHRIS WAGNER","","R","BOS","41","2","3","-9","24","0","57","75","21","96","153","0.05","0.07","-0.22","0.59","0.00","1.39","1.83","0.51","2.34","3.73"
"NICOLAS BEAUDIN","","D","CHI","19","2","4","1","2","1","7","14","21","35","42","0.11","0.21","0.05","0.11","0.05","0.37","0.74","1.11","1.84","2.21"
"ERIK BRANNSTROM","","D","OTT","30","2","11","3","25","3","42","26","18","44","86","0.07","0.37","0.10","0.83","0.10","1.40","0.87","0.60","1.47","2.87"
"BRAYDEN MCNABB","","D","VGK","41","2","6","10","16","0","39","98","76","174","213","0.05","0.15","0.24","0.39","0.00","0.95","2.39","1.85","4.24","5.20"
"JAYCE HAWRYLUK","","C","","30","2","3","-7","9","0","18","43","11","54","72","0.07","0.10","-0.23","0.30","0.00","0.60","1.43","0.37","1.80","2.40"
"BARRETT HAYTON","","C","ARI","14","2","1","-1","0","0","10","15","3","18","28","0.14","0.07","-0.07","0.00","0.00","0.71","1.07","0.21","1.29","2.00"
"NICK JENSEN","","D","WSH","53","2","12","5","14","0","60","56","65","121","181","0.04","0.23","0.09","0.26","0.00","1.13","1.06","1.23","2.28","3.42"
"CHRISTOPHER TANEV","","D","CGY","56","2","10","15","6","0","66","33","107","140","206","0.04","0.18","0.27","0.11","0.00","1.18","0.59","1.91","2.50","3.68"
"KYLE OKPOSO","","R","BUF","35","2","11","-1","0","0","45","29","14","43","88","0.06","0.31","-0.03","0.00","0.00","1.29","0.83","0.40","1.23","2.51"
"KARSON KUHLMAN","","L","SEA","20","2","0","-6","0","0","31","27","4","31","62","0.10","0.00","-0.30","0.00","0.00","1.55","1.35","0.20","1.55","3.10"
"RILEY NASH","","R","","37","2","5","-1","4","0","40","33","21","54","94","0.05","0.14","-0.03","0.11","0.00","1.08","0.89","0.57","1.46","2.54"
"STEVEN LORENTZ","","R","S.J","45","2","6","1","8","0","40","47","16","63","103","0.04","0.13","0.02","0.18","0.00","0.89","1.04","0.36","1.40","2.29"
"NATE THOMPSON","","C","","44","2","3","4","4","0","20","60","20","80","100","0.05","0.07","0.09","0.09","0.00","0.45","1.36","0.45","1.82","2.27"
"JACK EICHEL","","C","VGK","21","2","16","-9","6","9","61","20","15","35","96","0.10","0.76","-0.43","0.29","0.43","2.90","0.95","0.71","1.67","4.57"
"SCOTT MAYFIELD","","D","NYI","56","2","13","2","38","0","79","76","108","184","263","0.04","0.23","0.04","0.68","0.00","1.41","1.36","1.93","3.29","4.70"
"EVAN BOUCHARD","","D","EDM","14","2","3","-2","2","1","38","11","11","22","60","0.14","0.21","-0.14","0.14","0.07","2.71","0.79","0.79","1.57","4.29"
"SAM CARRICK","","R","ANA","13","2","4","4","28","1","23","29","3","32","55","0.15","0.31","0.31","2.15","0.08","1.77","2.23","0.23","2.46","4.23"
"NICK LEDDY","","D","STL","56","2","29","-3","8","11","79","58","54","112","191","0.04","0.52","-0.05","0.14","0.20","1.41","1.04","0.96","2.00","3.41"
"OLLI JUOLEVI","","D","","23","2","1","-1","0","0","24","23","30","53","77","0.09","0.04","-0.04","0.00","0.00","1.04","1.00","1.30","2.30","3.35"
"KURTIS MACDERMID","","D","COL","28","2","2","-14","36","0","16","46","35","81","97","0.07","0.07","-0.50","1.29","0.00","0.57","1.64","1.25","2.89","3.46"
"SAMI VATANEN","","D","","39","2","4","3","20","0","55","27","49","76","131","0.05","0.10","0.08","0.51","0.00","1.41","0.69","1.26","1.95","3.36"
"ZDENO CHARA","","D","","55","2","8","5","44","0","67","88","67","155","222","0.04","0.15","0.09","0.80","0.00","1.22","1.60","1.22","2.82","4.04"
"RADKO GUDAS","","D","FLA","54","2","9","6","40","0","84","250","71","321","405","0.04","0.17","0.11","0.74","0.00","1.56","4.63","1.31","5.94","7.50"
"FILIP HRONEK","","D","DET","56","2","24","-18","16","11","114","67","46","113","227","0.04","0.43","-0.32","0.29","0.20","2.04","1.20","0.82","2.02","4.05"
"BRENDEN DILLON","","D","WPG","56","2","17","15","49","1","51","143","61","204","255","0.04","0.30","0.27","0.88","0.02","0.91","2.55","1.09","3.64","4.55"
"MARCUS PETTERSSON","","D","PIT","47","2","7","8","22","0","46","51","39","90","136","0.04","0.15","0.17","0.47","0.00","0.98","1.09","0.83","1.91","2.89"
"KEVIN SHATTENKIRK","","D","ANA","55","2","13","-8","28","5","93","57","58","115","208","0.04","0.24","-0.15","0.51","0.09","1.69","1.04","1.05","2.09","3.78"
"LUKE SCHENN","","D","VAN","38","2","2","2","51","0","43","99","17","116","159","0.05","0.05","0.05","1.34","0.00","1.13","2.61","0.45","3.05","4.18"
"ETHAN BEAR","","D","CAR","43","2","6","-1","14","0","53","31","55","86","139","0.05","0.14","-0.02","0.33","0.00","1.23","0.72","1.28","2.00","3.23"
"CHRISTIAN DJOOS","","D","","36","2","9","-13","14","4","39","10","26","36","75","0.06","0.25","-0.36","0.39","0.11","1.08","0.28","0.72","1.00","2.08"
"KIRBY DACH","","C","MTL","18","2","8","-3","4","1","26","7","12","19","45","0.11","0.44","-0.17","0.22","0.06","1.44","0.39","0.67","1.06","2.50"
"GAETAN HAAS","","C","","34","2","1","-6","10","0","24","31","29","60","84","0.06","0.03","-0.18","0.29","0.00","0.71","0.91","0.85","1.76","2.47"
"BRETT KULAK","","D","EDM","46","2","6","3","20","0","57","28","54","82","139","0.04","0.13","0.07","0.43","0.00","1.24","0.61","1.17","1.78","3.02"
"KYLE TURRIS","","R","","27","2","3","-11","10","0","27","16","8","24","51","0.07","0.11","-0.41","0.37","0.00","1.00","0.59","0.30","0.89","1.89"
"TY SMITH","","D","PIT","48","2","21","-9","22","7","69","32","35","67","136","0.04","0.44","-0.19","0.46","0.15","1.44","0.67","0.73","1.40","2.83"
"JACOB TROUBA","","D","NYR","38","2","10","3","22","1","70","111","84","195","265","0.05","0.26","0.08","0.58","0.03","1.84","2.92","2.21","5.13","6.97"
"TOREY KRUG","","D","STL","51","2","30","11","25","13","111","51","57","108","219","0.04","0.59","0.22","0.49","0.25","2.18","1.00","1.12","2.12","4.29"
"DYLAN SIKURA","","L","CHI","6","2","0","0","0","0","8","3","1","4","12","0.33","0.00","0.00","0.00","0.00","1.33","0.50","0.17","0.67","2.00"
"VITALI KRAVTSOV","","R","NYR","20","2","2","-6","4","0","23","7","6","13","36","0.10","0.10","-0.30","0.20","0.00","1.15","0.35","0.30","0.65","1.80"
"JUUSO VALIMAKI","","D","CGY","49","2","9","-2","26","0","72","28","60","88","160","0.04","0.18","-0.04","0.53","0.00","1.47","0.57","1.22","1.80","3.27"
"JULIEN GAUTHIER","","R","NYR","30","2","6","-6","14","0","38","56","9","65","103","0.07","0.20","-0.20","0.47","0.00","1.27","1.87","0.30","2.17","3.43"
"RYAN LOMBERG","","L","FLA","34","2","2","-2","67","0","47","90","10","100","147","0.06","0.06","-0.06","1.97","0.00","1.38","2.65","0.29","2.94","4.32"
"JOHN HAYDEN","","R","SEA","29","2","3","-4","37","0","21","84","16","100","121","0.07","0.10","-0.14","1.28","0.00","0.72","2.90","0.55","3.45","4.17"
"ANTON BLIDH","","L","","10","1","0","-5","6","0","10","25","4","29","39","0.10","0.00","-0.50","0.60","0.00","1.00","2.50","0.40","2.90","3.90"
"BYRON FROESE","","C","VGK","6","1","0","1","2","0","2","8","4","12","14","0.17","0.00","0.17","0.33","0.00","0.33","1.33","0.67","2.00","2.33"
"JAY BEAGLE","","C","","30","1","4","-2","8","0","21","34","8","42","63","0.03","0.13","-0.07","0.27","0.00","0.70","1.13","0.27","1.40","2.10"
"PHILLIP DI GIUSEPPE","","L","VAN","31","1","7","2","13","0","44","78","16","94","138","0.03","0.23","0.06","0.42","0.00","1.42","2.52","0.52","3.03","4.45"
"JOE VELENO","","C","DET","5","1","0","0","4","1","8","7","4","11","19","0.20","0.00","0.00","0.80","0.20","1.60","1.40","0.80","2.20","3.80"
"CAL FOOTE","","D","T.B","35","1","2","9","29","0","40","39","29","68","108","0.03","0.06","0.26","0.83","0.00","1.14","1.11","0.83","1.94","3.09"
"ANTOINE ROUSSEL","","L","","35","1","3","4","37","0","28","63","18","81","109","0.03","0.09","0.11","1.06","0.00","0.80","1.80","0.51","2.31","3.11"
"ROBERT BORTUZZO","","D","STL","40","1","4","-3","47","0","31","85","49","134","165","0.03","0.10","-0.08","1.18","0.00","0.78","2.13","1.23","3.35","4.13"
"NATHAN GERBE","","C","","9","1","2","0","2","0","9","8","2","10","19","0.11","0.22","0.00","0.22","0.00","1.00","0.89","0.22","1.11","2.11"
"ERIK GUDBRANSON","","D","CBJ","45","1","3","-12","59","0","58","111","64","175","233","0.02","0.07","-0.27","1.31","0.00","1.29","2.47","1.42","3.89","5.18"
"MACKENZIE MACEACHERN","","L","CAR","21","1","1","3","8","0","25","35","2","37","62","0.05","0.05","0.14","0.38","0.00","1.19","1.67","0.10","1.76","2.95"
"MATT TENNYSON","","D","","21","1","2","0","2","0","14","32","25","57","71","0.05","0.10","0.00","0.10","0.00","0.67","1.52","1.19","2.71","3.38"
"MARIO FERRARO","","D","S.J","56","1","16","-6","22","4","58","155","96","251","309","0.02","0.29","-0.11","0.39","0.07","1.04","2.77","1.71","4.48","5.52"
"MATT LUFF","","R","DET","13","1","0","-4","5","0","18","8","6","14","32","0.08","0.00","-0.31","0.38","0.00","1.38","0.62","0.46","1.08","2.46"
"JACOB BRYSON","","D","BUF","38","1","8","-1","12","1","24","32","43","75","99","0.03","0.21","-0.03","0.32","0.03","0.63","0.84","1.13","1.97","2.61"
"BEN CHIAROT","","D","DET","41","1","6","-16","50","1","81","77","60","137","218","0.02","0.15","-0.39","1.22","0.02","1.98","1.88","1.46","3.34","5.32"
"VICTOR SODERSTROM","","D","ARI","4","1","1","4","0","0","6","4","0","4","10","0.25","0.25","1.00","0.00","0.00","1.50","1.00","0.00","1.00","2.50"
"ANTHONY BITETTO","","D","FLA","14","1","3","-8","20","1","12","21","10","31","43","0.07","0.21","-0.57","1.43","0.07","0.86","1.50","0.71","2.21","3.07"
"MATHIAS BROME","","L","","26","1","1","-9","8","0","22","19","7","26","48","0.04","0.04","-0.35","0.31","0.00","0.85","0.73","0.27","1.00","1.85"
"TOBIAS BJORNFOT","","D","L.A","33","1","5","-3","14","0","30","28","34","62","92","0.03","0.15","-0.09","0.42","0.00","0.91","0.85","1.03","1.88","2.79"
"ERIK GUSTAFSSON","","D","WSH","29","1","11","-1","0","5","33","21","21","42","75","0.03","0.38","-0.03","0.00","0.17","1.14","0.72","0.72","1.45","2.59"
"JACK JOHNSON","","D","","13","1","0","-5","8","0","13","30","15","45","58","0.08","0.00","-0.38","0.62","0.00","1.00","2.31","1.15","3.46","4.46"
"JOSH MANSON","","D","COL","23","1","6","-3","30","0","19","61","31","92","111","0.04","0.26","-0.13","1.30","0.00","0.83","2.65","1.35","4.00","4.83"
"ARTHUR KALIYEV","","R","L.A","1","1","0","-1","0","0","1","0","1","1","2","1.00","0.00","-1.00","0.00","0.00","1.00","0.00","1.00","1.00","2.00"
"JOAKIM NORDSTROM","","C","","44","1","6","1","6","0","46","92","30","122","168","0.02","0.14","0.02","0.14","0.00","1.05","2.09","0.68","2.77","3.82"
"SHANE PINTO","","C","OTT","12","1","6","6","10","0","11","11","9","20","31","0.08","0.50","0.50","0.83","0.00","0.92","0.92","0.75","1.67","2.58"
"KEVAN MILLER","","D","","28","1","3","-1","20","0","27","64","37","101","128","0.04","0.11","-0.04","0.71","0.00","0.96","2.29","1.32","3.61","4.57"
"RHETT GARDNER","","C","DAL","28","1","1","-9","8","0","23","52","11","63","86","0.04","0.04","-0.32","0.29","0.00","0.82","1.86","0.39","2.25","3.07"
"STEFAN MATTEAU","","C","","18","1","0","-4","9","0","15","35","9","44","59","0.06","0.00","-0.22","0.50","0.00","0.83","1.94","0.50","2.44","3.28"
"JAKE BEAN","","D","CBJ","42","1","11","-2","10","5","55","17","21","38","93","0.02","0.26","-0.05","0.24","0.12","1.31","0.40","0.50","0.90","2.21"
"PARKER KELLY","","L","OTT","1","1","0","1","0","0","1","4","0","4","5","1.00","0.00","1.00","0.00","0.00","1.00","4.00","0.00","4.00","5.00"
"NIKITA ZADOROV","","D","CGY","55","1","7","1","36","0","52","190","74","264","316","0.02","0.13","0.02","0.65","0.00","0.95","3.45","1.35","4.80","5.75"
"ANDY GREENE","","D","","55","1","4","9","6","0","50","41","99","140","190","0.02","0.07","0.16","0.11","0.00","0.91","0.75","1.80","2.55","3.45"
"VICTOR METE","","D","TOR","28","1","4","8","8","0","20","19","35","54","74","0.04","0.14","0.29","0.29","0.00","0.71","0.68","1.25","1.93","2.64"
"MIKEY ANDERSON","","D","L.A","54","1","10","1","30","0","52","66","73","139","191","0.02","0.19","0.02","0.56","0.00","0.96","1.22","1.35","2.57","3.54"
"FREDRIK HANDEMARK","","C","","8","1","0","-3","2","0","5","14","1","15","20","0.13","0.00","-0.38","0.25","0.00","0.63","1.75","0.13","1.88","2.50"
"SAMUEL MORIN","","L","","20","1","0","-7","37","0","14","38","13","51","65","0.05","0.00","-0.35","1.85","0.00","0.70","1.90","0.65","2.55","3.25"
"DAVID SAVARD","","D","MTL","54","1","5","-27","24","0","69","132","109","241","310","0.02","0.09","-0.50","0.44","0.00","1.28","2.44","2.02","4.46","5.74"
"RILEY STILLMAN","","D","CHI","21","1","0","5","16","0","29","51","29","80","109","0.05","0.00","0.24","0.76","0.00","1.38","2.43","1.38","3.81","5.19"
"JACOB MACDONALD","","D","COL","33","1","8","14","8","0","49","38","31","69","118","0.03","0.24","0.42","0.24","0.00","1.48","1.15","0.94","2.09","3.58"
"ILYA LYUBUSHKIN","","D","BUF","42","1","1","-13","10","0","36","103","72","175","211","0.02","0.02","-0.31","0.24","0.00","0.86","2.45","1.71","4.17","5.02"
"SLATER KOEKKOEK","","D","EDM","18","1","0","-7","2","0","17","10","31","41","58","0.06","0.00","-0.39","0.11","0.00","0.94","0.56","1.72","2.28","3.22"
"ZACK MACEWEN","","R","PHI","34","1","1","-2","44","0","31","65","9","74","105","0.03","0.03","-0.06","1.29","0.00","0.91","1.91","0.26","2.18","3.09"
"PHILIPPE MYERS","","D","T.B","44","1","10","-10","22","0","77","69","40","109","186","0.02","0.23","-0.23","0.50","0.00","1.75","1.57","0.91","2.48","4.23"
"JORDAN OESTERLE","","D","DET","43","1","10","-10","10","4","38","45","64","109","147","0.02","0.23","-0.23","0.23","0.09","0.88","1.05","1.49","2.53","3.42"
"JAKE WALMAN","","D","DET","24","1","1","-7","8","0","47","26","20","46","93","0.04","0.04","-0.29","0.33","0.00","1.96","1.08","0.83","1.92","3.88"
"BRETT HOWDEN","","C","VGK","42","1","6","-2","11","0","33","57","35","92","125","0.02","0.14","-0.05","0.26","0.00","0.79","1.36","0.83","2.19","2.98"
"PIERRE-OLIVIER JOSEPH","","D","PIT","16","1","4","1","6","0","27","22","7","29","56","0.06","0.25","0.06","0.38","0.00","1.69","1.38","0.44","1.81","3.50"
"GIVANI SMITH","","L","DET","16","1","3","-5","21","0","20","28","4","32","52","0.06","0.19","-0.31","1.31","0.00","1.25","1.75","0.25","2.00","3.25"
"NOLAN FOOTE","","L","N.J","6","1","1","-1","0","0","5","5","1","6","11","0.17","0.17","-0.17","0.00","0.00","0.83","0.83","0.17","1.00","1.83"
"FRANS NIELSEN","","C","","29","1","5","-3","0","0","24","23","12","35","59","0.03","0.17","-0.10","0.00","0.00","0.83","0.79","0.41","1.21","2.03"
"JACK STUDNICKA","","C","BOS","20","1","2","-3","0","0","28","7","10","17","45","0.05","0.10","-0.15","0.00","0.00","1.40","0.35","0.50","0.85","2.25"
"MIKE HARDMAN","","L","CHI","8","1","2","0","0","0","5","38","6","44","49","0.13","0.25","0.00","0.00","0.00","0.63","4.75","0.75","5.50","6.13"
"JOEL KELLMAN","","C","","7","1","1","-1","6","0","13","5","2","7","20","0.14","0.14","-0.14","0.86","0.00","1.86","0.71","0.29","1.00","2.86"
"ALEKSI HEPONIEMI","","C","FLA","9","1","1","1","2","0","15","0","1","1","16","0.11","0.11","0.11","0.22","0.00","1.67","0.00","0.11","0.11","1.78"
"SCOTT HARRINGTON","","D","","12","1","2","-3","6","0","8","9","20","29","37","0.08","0.17","-0.25","0.50","0.00","0.67","0.75","1.67","2.42","3.08"
"BRAD HUNT","","D","COL","12","1","0","-8","4","0","14","4","6","10","24","0.08","0.00","-0.67","0.33","0.00","1.17","0.33","0.50","0.83","2.00"
"LUKE JOHNSON","","C","","14","1","0","-5","5","0","11","29","4","33","44","0.07","0.00","-0.36","0.36","0.00","0.79","2.07","0.29","2.36","3.14"
"DAKOTA JOSHUA","","L","VAN","12","1","0","-3","7","0","9","23","2","25","34","0.08","0.00","-0.25","0.58","0.00","0.75","1.92","0.17","2.08","2.83"
"CALVIN DE HAAN","","D","","44","1","9","-16","14","1","58","99","85","184","242","0.02","0.20","-0.36","0.32","0.02","1.32","2.25","1.93","4.18","5.50"
"GAVIN BAYREUTHER","","D","CBJ","9","1","0","-1","7","0","16","13","4","17","33","0.11","0.00","-0.11","0.78","0.00","1.78","1.44","0.44","1.89","3.67"
"MARIAN STUDENIC","","R","DAL","8","1","1","-2","4","0","7","13","4","17","24","0.13","0.13","-0.25","0.50","0.00","0.88","1.63","0.50","2.13","3.00"
"CONNOR CLIFTON","","D","BOS","44","1","6","10","38","0","48","108","52","160","208","0.02","0.14","0.23","0.86","0.00","1.09","2.45","1.18","3.64","4.73"
"JACK RATHBONE","","D","VAN","8","1","2","0","0","1","17","9","8","17","34","0.13","0.25","0.00","0.00","0.13","2.13","1.13","1.00","2.13","4.25"
"ALEXANDER ROMANOV","","D","NYI","54","1","5","1","21","1","71","138","60","198","269","0.02","0.09","0.02","0.39","0.02","1.31","2.56","1.11","3.67","4.98"
"GREG MCKEGG","","L","EDM","5","1","0","-3","2","0","4","7","1","8","12","0.20","0.00","-0.60","0.40","0.00","0.80","1.40","0.20","1.60","2.40"
"GABRIEL CARLSSON","","D","","14","1","3","-6","4","1","14","11","12","23","37","0.07","0.21","-0.43","0.29","0.07","1.00","0.79","0.86","1.64","2.64"
"CARSON SOUCY","","D","SEA","50","1","16","22","51","0","47","62","49","111","158","0.02","0.32","0.44","1.02","0.00","0.94","1.24","0.98","2.22","3.16"
"RASMUS KUPARI","","C","L.A","7","1","0","-5","2","0","8","7","3","10","18","0.14","0.00","-0.71","0.29","0.00","1.14","1.00","0.43","1.43","2.57"
"LEO KOMAROV","","R","","33","1","7","7","15","0","27","83","11","94","121","0.03","0.21","0.21","0.45","0.00","0.82","2.52","0.33","2.85","3.67"
"NIKO MIKKOLA","","D","STL","30","1","2","-11","11","0","22","49","36","85","107","0.03","0.07","-0.37","0.37","0.00","0.73","1.63","1.20","2.83","3.57"
"NATHAN WALKER","","R","STL","8","1","0","-4","2","0","10","14","6","20","30","0.13","0.00","-0.50","0.25","0.00","1.25","1.75","0.75","2.50","3.75"
"JUSTIN DOWLING","","C","VAN","27","1","4","-4","6","1","27","17","3","20","47","0.04","0.15","-0.15","0.22","0.04","1.00","0.63","0.11","0.74","1.74"
"WILL BUTCHER","","D","","23","1","10","-3","2","2","37","7","28","35","72","0.04","0.43","-0.13","0.09","0.09","1.61","0.30","1.22","1.52","3.13"
"JAKE MCCABE","","D","CHI","13","1","2","2","9","0","15","22","15","37","52","0.08","0.15","0.15","0.69","0.00","1.15","1.69","1.15","2.85","4.00"
"JEREMY LAUZON","","D","NSH","41","1","7","8","40","0","48","98","53","151","199","0.02","0.17","0.20","0.98","0.00","1.17","2.39","1.29","3.68","4.85"
"RYAN REAVES","","R","NYR","37","1","4","0","27","0","26","141","15","156","182","0.03","0.11","0.00","0.73","0.00","0.70","3.81","0.41","4.22","4.92"
"IAN COLE","","D","T.B","54","1","7","21","32","0","30","38","94","132","162","0.02","0.13","0.39","0.59","0.00","0.56","0.70","1.74","2.44","3.00"
"JANSEN HARKINS","","R","WPG","26","1","1","-2","4","0","16","11","3","14","30","0.04","0.04","-0.08","0.15","0.00","0.62","0.42","0.12","0.54","1.15"
"TREVOR VAN RIEMSDYK","","D","WSH","20","1","2","-1","2","1","23","13","27","40","63","0.05","0.10","-0.05","0.10","0.05","1.15","0.65","1.35","2.00","3.15"
"RYAN LINDGREN","","D","NYR","51","1","15","20","35","0","65","98","50","148","213","0.02","0.29","0.39","0.69","0.00","1.27","1.92","0.98","2.90","4.18"
"DEAN KUKAN","","D","","35","1","4","-3","10","0","29","36","38","74","103","0.03","0.11","-0.09","0.29","0.00","0.83","1.03","1.09","2.11","2.94"
"MARC-EDOUARD VLASIC","","D","S.J","51","1","5","-7","8","0","37","40","64","104","141","0.02","0.10","-0.14","0.16","0.00","0.73","0.78","1.25","2.04","2.76"
"MORGAN BARRON","","C","WPG","5","1","0","-1","2","0","3","12","2","14","17","0.20","0.00","-0.20","0.40","0.00","0.60","2.40","0.40","2.80","3.40"
"DAVID KAMPF","","C","TOR","56","1","11","-3","20","0","63","45","14","59","122","0.02","0.20","-0.05","0.36","0.00","1.13","0.80","0.25","1.05","2.18"
"LANE PEDERSON","","C","CAR","15","1","2","-2","2","1","15","39","2","41","56","0.07","0.13","-0.13","0.13","0.07","1.00","2.60","0.13","2.73","3.73"
"MATT BENNING","","D","S.J","53","1","3","-1","30","0","43","55","53","108","151","0.02","0.06","-0.02","0.57","0.00","0.81","1.04","1.00","2.04","2.85"
"MARCUS SORENSEN","","L","","29","1","4","-5","16","0","26","22","11","33","59","0.03","0.14","-0.17","0.55","0.00","0.90","0.76","0.38","1.14","2.03"
"JORDIE BENN","","D","TOR","39","1","9","7","9","0","45","19","51","70","115","0.03","0.23","0.18","0.23","0.00","1.15","0.49","1.31","1.79","2.95"
