"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"ROBBY FABBRI","","L","DET","56","17","13","-24","35","8","123","86","19","105","228","0.30","0.23","-0.43","0.63","0.14","2.20","1.54","0.34","1.88","4.07"
"SETH JARVIS","","R","CAR","68","17","23","11","18","6","110","69","21","90","200","0.25","0.34","0.16","0.26","0.09","1.62","1.01","0.31","1.32","2.94"
"ALEX IAFALLO","","L","L.A","79","17","20","4","8","6","215","48","53","101","316","0.22","0.25","0.05","0.10","0.08","2.72","0.61","0.67","1.28","4.00"
"DRAKE BATHERSON","","R","OTT","46","17","27","3","32","14","110","89","15","104","214","0.37","0.59","0.07","0.70","0.30","2.39","1.93","0.33","2.26","4.65"
"JOEL FARABEE","","C","PHI","63","17","17","-10","50","3","119","73","38","111","230","0.27","0.27","-0.16","0.79","0.05","1.89","1.16","0.60","1.76","3.65"
"TRAVIS BOYD","","R","ARI","74","17","18","-10","34","4","88","71","55","126","214","0.23","0.24","-0.14","0.46","0.05","1.19","0.96","0.74","1.70","2.89"
"TREVOR MOORE","","R","L.A","81","17","32","21","20","2","202","69","32","101","303","0.21","0.40","0.26","0.25","0.02","2.49","0.85","0.40","1.25","3.74"
"DAWSON MERCER","","C","N.J","82","17","25","-24","28","4","154","26","35","61","215","0.21","0.30","-0.29","0.34","0.05","1.88","0.32","0.43","0.74","2.62"
"CRAIG SMITH","","R","BOS","74","16","20","2","28","4","187","95","28","123","310","0.22","0.27","0.03","0.38","0.05","2.53","1.28","0.38","1.66","4.19"
"RYAN DONATO","","L","","74","16","15","-13","40","1","159","70","17","87","246","0.22","0.20","-0.18","0.54","0.01","2.15","0.95","0.23","1.18","3.32"
"REILLY SMITH","","R","VGK","56","16","22","4","8","7","150","55","23","78","228","0.29","0.39","0.07","0.14","0.13","2.68","0.98","0.41","1.39","4.07"
"CHARLIE COYLE","","C","BOS","82","16","28","-5","32","9","131","84","39","123","254","0.20","0.34","-0.06","0.39","0.11","1.60","1.02","0.48","1.50","3.10"
"ISAC LUNDESTROM","","C","ANA","80","16","13","-3","8","0","83","38","55","93","176","0.20","0.16","-0.04","0.10","0.00","1.04","0.48","0.69","1.16","2.20"
"VLADISLAV NAMESTNIKOV","","C","T.B","75","16","14","2","45","1","91","62","39","101","192","0.21","0.19","0.03","0.60","0.01","1.21","0.83","0.52","1.35","2.56"
"NICK BONINO","","L","S.J","80","16","10","-26","18","7","137","34","102","136","273","0.20","0.13","-0.33","0.23","0.09","1.71","0.43","1.28","1.70","3.41"
"NICHOLAS PAUL","","C","T.B","80","16","16","-13","39","2","166","106","56","162","328","0.20","0.20","-0.16","0.49","0.03","2.08","1.33","0.70","2.03","4.10"
"MIKE HOFFMAN","","R","MTL","67","16","19","-24","32","13","155","27","29","56","211","0.24","0.28","-0.36","0.48","0.19","2.31","0.40","0.43","0.84","3.15"
"TRAVIS KONECNY","","R","PHI","79","16","36","-23","77","10","220","80","34","114","334","0.20","0.46","-0.29","0.97","0.13","2.78","1.01","0.43","1.44","4.23"
"JUSTIN FAULK","","D","STL","76","16","31","41","43","7","167","149","101","250","417","0.21","0.41","0.54","0.57","0.09","2.20","1.96","1.33","3.29","5.49"
"COLE SILLINGER","","C","CBJ","79","16","15","-22","37","2","148","98","43","141","289","0.20","0.19","-0.28","0.47","0.03","1.87","1.24","0.54","1.78","3.66"
"BLAKE COLEMAN","","R","CGY","81","16","17","16","60","0","212","163","44","207","419","0.20","0.21","0.20","0.74","0.00","2.62","2.01","0.54","2.56","5.17"
"MATHEW BARZAL","","C","NYI","73","15","44","-15","18","20","161","36","17","53","214","0.21","0.60","-0.21","0.25","0.27","2.21","0.49","0.23","0.73","2.93"
"MICHAEL RASMUSSEN","","C","DET","80","15","12","-25","66","2","128","142","65","207","335","0.19","0.15","-0.31","0.83","0.03","1.60","1.78","0.81","2.59","4.19"
"DOMINIK KUBALIK","","L","DET","78","15","16","-16","16","9","161","93","28","121","282","0.19","0.21","-0.21","0.21","0.12","2.06","1.19","0.36","1.55","3.62"
"DEREK GRANT","","L","ANA","71","15","14","-16","27","2","117","69","49","118","235","0.21","0.20","-0.23","0.38","0.03","1.65","0.97","0.69","1.66","3.31"
"MATT BOLDY","","R","MIN","47","15","24","17","10","10","113","23","24","47","160","0.32","0.51","0.36","0.21","0.21","2.40","0.49","0.51","1.00","3.40"
"REM PITLICK","","L","MTL","66","15","22","-8","24","1","65","25","28","53","118","0.23","0.33","-0.12","0.36","0.02","0.98","0.38","0.42","0.80","1.79"
"PIERRE ENGVALL","","R","TOR","78","15","20","13","30","3","154","66","12","78","232","0.19","0.26","0.17","0.38","0.04","1.97","0.85","0.15","1.00","2.97"
"NICOLAS ROY","","C","VGK","78","15","24","12","51","5","145","85","34","119","264","0.19","0.31","0.15","0.65","0.06","1.86","1.09","0.44","1.53","3.38"
"ZACH PARISE","","L","NYI","82","15","20","-2","28","7","138","60","57","117","255","0.18","0.24","-0.02","0.34","0.09","1.68","0.73","0.70","1.43","3.11"
"KYLE PALMIERI","","R","NYI","69","15","18","0","57","6","156","77","18","95","251","0.22","0.26","0.00","0.83","0.09","2.26","1.12","0.26","1.38","3.64"
"AARON EKBLAD","","D","FLA","61","15","42","38","26","20","179","62","69","131","310","0.25","0.69","0.62","0.43","0.33","2.93","1.02","1.13","2.15","5.08"
"TOMAS TATAR","","L","N.J","76","15","15","-21","22","5","132","75","28","103","235","0.20","0.20","-0.28","0.29","0.07","1.74","0.99","0.37","1.36","3.09"
"PAVEL ZACHA","","C","BOS","70","15","21","-21","22","7","148","80","18","98","246","0.21","0.30","-0.30","0.31","0.10","2.11","1.14","0.26","1.40","3.51"
"PIUS SUTER","","C","DET","82","15","21","-12","22","3","166","24","37","61","227","0.18","0.26","-0.15","0.27","0.04","2.02","0.29","0.45","0.74","2.77"
"JACK EICHEL","","C","VGK","34","14","11","3","10","8","133","45","35","80","213","0.41","0.32","0.09","0.29","0.24","3.91","1.32","1.03","2.35","6.26"
"SEAN KURALY","","C","CBJ","77","14","16","2","61","1","121","240","51","291","412","0.18","0.21","0.03","0.79","0.01","1.57","3.12","0.66","3.78","5.35"
"ARTHUR KALIYEV","","R","L.A","80","14","13","-2","37","8","194","31","12","43","237","0.18","0.16","-0.03","0.46","0.10","2.43","0.39","0.15","0.54","2.96"
"GARNET HATHAWAY","","R","WSH","76","14","12","19","57","0","124","250","62","312","436","0.18","0.16","0.25","0.75","0.00","1.63","3.29","0.82","4.11","5.74"
"MARTIN NECAS","","R","CAR","78","14","26","5","32","4","159","55","19","74","233","0.18","0.33","0.06","0.41","0.05","2.04","0.71","0.24","0.95","2.99"
"JESPER FAST","","R","CAR","82","14","20","24","4","2","97","109","36","145","242","0.17","0.24","0.29","0.05","0.02","1.18","1.33","0.44","1.77","2.95"
"TANNER PEARSON","","L","VAN","68","14","20","8","30","3","159","84","41","125","284","0.21","0.29","0.12","0.44","0.04","2.34","1.24","0.60","1.84","4.18"
"DANIEL SPRONG","","R","","63","14","6","1","8","2","153","43","12","55","208","0.22","0.10","0.02","0.13","0.03","2.43","0.68","0.19","0.87","3.30"
"ONDREJ KASE","","R","CAR","50","14","13","4","14","8","119","29","32","61","180","0.28","0.26","0.08","0.28","0.16","2.38","0.58","0.64","1.22","3.60"
"VASILY PODKOLZIN","","R","VAN","79","14","12","7","26","3","115","84","33","117","232","0.18","0.15","0.09","0.33","0.04","1.46","1.06","0.42","1.48","2.94"
"SHAYNE GOSTISBEHERE","","D","ARI","82","14","37","-22","26","19","151","60","115","175","326","0.17","0.45","-0.27","0.32","0.23","1.84","0.73","1.40","2.13","3.98"
"SHEA THEODORE","","D","VGK","78","14","38","6","24","12","205","37","97","134","339","0.18","0.49","0.08","0.31","0.15","2.63","0.47","1.24","1.72","4.35"
"JESSE PULJUJARVI","","R","EDM","65","14","22","22","20","7","160","81","15","96","256","0.22","0.34","0.34","0.31","0.11","2.46","1.25","0.23","1.48","3.94"
"JOSH BAILEY","","R","NYI","74","14","30","-7","6","11","87","19","26","45","132","0.19","0.41","-0.09","0.08","0.15","1.18","0.26","0.35","0.61","1.78"
"FREDERICK GAUDREAU","","C","MIN","76","14","30","12","8","3","132","48","43","91","223","0.18","0.39","0.16","0.11","0.04","1.74","0.63","0.57","1.20","2.93"
"SONNY MILANO","","L","","66","14","20","-9","10","10","94","27","15","42","136","0.21","0.30","-0.14","0.15","0.15","1.42","0.41","0.23","0.64","2.06"
"ALEX NEWHOOK","","L","COL","71","13","20","11","12","6","113","40","36","76","189","0.18","0.28","0.15","0.17","0.08","1.59","0.56","0.51","1.07","2.66"
"JAKE EVANS","","C","MTL","72","13","16","-5","22","0","124","88","37","125","249","0.18","0.22","-0.07","0.31","0.00","1.72","1.22","0.51","1.74","3.46"
"DEVON TOEWS","","D","COL","66","13","44","52","20","12","158","54","85","139","297","0.20","0.67","0.79","0.30","0.18","2.39","0.82","1.29","2.11","4.50"
"ALEXANDER KERFOOT","","L","TOR","82","13","38","19","20","1","117","75","65","140","257","0.16","0.46","0.23","0.24","0.01","1.43","0.91","0.79","1.71","3.13"
"ADAM LOWRY","","C","WPG","79","13","8","1","59","2","115","231","43","274","389","0.16","0.10","0.01","0.75","0.03","1.46","2.92","0.54","3.47","4.92"
"DYLAN COZENS","","C","BUF","79","13","25","-19","55","9","160","35","22","57","217","0.16","0.32","-0.24","0.70","0.11","2.03","0.44","0.28","0.72","2.75"
"NOAH DOBSON","","D","NYI","80","13","38","-3","18","22","190","78","154","232","422","0.16","0.48","-0.04","0.23","0.28","2.38","0.98","1.93","2.90","5.28"
"ANDREAS JOHNSSON","","L","N.J","71","13","22","5","30","1","114","64","22","86","200","0.18","0.31","0.07","0.42","0.01","1.61","0.90","0.31","1.21","2.82"
"RASMUS DAHLIN","","D","BUF","80","13","40","-22","68","21","171","121","91","212","383","0.16","0.50","-0.28","0.85","0.26","2.14","1.51","1.14","2.65","4.79"
"LUKE KUNIN","","L","S.J","82","13","9","-11","99","2","125","223","51","274","399","0.16","0.11","-0.13","1.21","0.02","1.52","2.72","0.62","3.34","4.87"
"JAKUB VRANA","","L","DET","26","13","6","-8","16","6","65","14","9","23","88","0.50","0.23","-0.31","0.62","0.23","2.50","0.54","0.35","0.88","3.38"
"ALEX PIETRANGELO","","D","VGK","80","13","31","7","42","13","227","66","164","230","457","0.16","0.39","0.09","0.53","0.16","2.84","0.83","2.05","2.88","5.71"
"BARCLAY GOODROW","","C","NYR","79","13","20","12","69","0","116","130","54","184","300","0.16","0.25","0.15","0.87","0.00","1.47","1.65","0.68","2.33","3.80"
"VINNIE HINOSTROZA","","R","BUF","62","13","12","-11","24","1","92","25","13","38","130","0.21","0.19","-0.18","0.39","0.02","1.48","0.40","0.21","0.61","2.10"
"LARS ELLER","","C","WSH","72","13","18","-4","40","2","116","95","36","131","247","0.18","0.25","-0.06","0.56","0.03","1.61","1.32","0.50","1.82","3.43"
"SAM GAGNER","","R","","81","13","17","-3","32","1","132","21","25","46","178","0.16","0.21","-0.04","0.40","0.01","1.63","0.26","0.31","0.57","2.20"
"OLIVER WAHLSTROM","","R","NYI","73","13","11","-6","74","8","157","101","19","120","277","0.18","0.15","-0.08","1.01","0.11","2.15","1.38","0.26","1.64","3.79"
"JONATHAN TOEWS","","C","CHI","71","13","25","-14","39","7","126","25","22","47","173","0.18","0.35","-0.20","0.55","0.10","1.77","0.35","0.31","0.66","2.44"
"ALEX CHIASSON","","R","","67","13","9","5","24","10","98","68","18","86","184","0.19","0.13","0.07","0.36","0.15","1.46","1.01","0.27","1.28","2.75"
"MATHIEU JOSEPH","","R","OTT","69","12","18","13","29","0","86","106","27","133","219","0.17","0.26","0.19","0.42","0.00","1.25","1.54","0.39","1.93","3.17"
"JONATHAN DAHLEN","","R","","61","12","10","-25","12","7","105","16","34","50","155","0.20","0.16","-0.41","0.20","0.11","1.72","0.26","0.56","0.82","2.54"
"JOSH MORRISSEY","","D","WPG","79","12","25","-3","66","15","173","150","104","254","427","0.15","0.32","-0.04","0.84","0.19","2.19","1.90","1.32","3.22","5.41"
"WILLIAM KARLSSON","","C","VGK","67","12","23","3","10","3","135","42","42","84","219","0.18","0.34","0.04","0.15","0.04","2.01","0.63","0.63","1.25","3.27"
"OSKAR LINDBLOM","","L","S.J","79","12","14","-12","22","1","127","83","48","131","258","0.15","0.18","-0.15","0.28","0.01","1.61","1.05","0.61","1.66","3.27"
"MIKAEL BACKLUND","","C","CGY","82","12","27","16","30","7","214","62","27","89","303","0.15","0.33","0.20","0.37","0.09","2.61","0.76","0.33","1.09","3.70"
"DMITRY ORLOV","","D","WSH","76","12","23","25","44","4","127","124","94","218","345","0.16","0.30","0.33","0.58","0.05","1.67","1.63","1.24","2.87","4.54"
"ANTHONY BEAUVILLIER","","R","NYI","75","12","22","-10","12","11","154","39","20","59","213","0.16","0.29","-0.13","0.16","0.15","2.05","0.52","0.27","0.79","2.84"
"WARREN FOEGELE","","L","EDM","82","12","14","-9","24","3","142","127","15","142","284","0.15","0.17","-0.11","0.29","0.04","1.73","1.55","0.18","1.73","3.46"
"JASON SPEZZA","","C","","71","12","13","-3","26","10","97","31","24","55","152","0.17","0.18","-0.04","0.37","0.14","1.37","0.44","0.34","0.77","2.14"
"BROCK MCGINN","","R","PIT","64","12","10","0","14","0","99","94","50","144","243","0.19","0.16","0.00","0.22","0.00","1.55","1.47","0.78","2.25","3.80"
"EVAN BOUCHARD","","D","EDM","81","12","31","10","28","7","205","80","112","192","397","0.15","0.38","0.12","0.35","0.09","2.53","0.99","1.38","2.37","4.90"
"NICK RITCHIE","","L","ARI","57","12","11","-13","43","4","93","153","22","175","268","0.21","0.19","-0.23","0.75","0.07","1.63","2.68","0.39","3.07","4.70"
"JACOB PETERSON","","L","DAL","65","12","5","-1","12","1","85","22","23","45","130","0.18","0.08","-0.02","0.18","0.02","1.31","0.34","0.35","0.69","2.00"
"ALEX TUCH","","R","BUF","50","12","26","-3","14","8","139","32","49","81","220","0.24","0.52","-0.06","0.28","0.16","2.78","0.64","0.98","1.62","4.40"
"NATHAN BASTIAN","","R","N.J","72","12","6","-12","65","4","97","210","40","250","347","0.17","0.08","-0.17","0.90","0.06","1.35","2.92","0.56","3.47","4.82"
"JESPERI KOTKANIEMI","","C","CAR","66","12","17","3","37","4","81","74","15","89","170","0.18","0.26","0.05","0.56","0.06","1.23","1.12","0.23","1.35","2.58"
"CALLE JARNKROK","","C","","66","12","18","-14","6","6","101","38","17","55","156","0.18","0.27","-0.21","0.09","0.09","1.53","0.58","0.26","0.83","2.36"
"MIKE MATHESON","","D","MTL","74","11","20","12","33","2","140","97","81","178","318","0.15","0.27","0.16","0.45","0.03","1.89","1.31","1.09","2.41","4.30"
"CHRISTIAN DVORAK","","C","MTL","56","11","22","-19","24","5","87","32","52","84","171","0.20","0.39","-0.34","0.43","0.09","1.55","0.57","0.93","1.50","3.05"
"KASPERI KAPANEN","","R","PIT","79","11","21","2","16","5","129","110","19","129","258","0.14","0.27","0.03","0.20","0.06","1.63","1.39","0.24","1.63","3.27"
"T.J. OSHIE","","R","WSH","44","11","14","-12","18","10","77","86","30","116","193","0.25","0.32","-0.27","0.41","0.23","1.75","1.95","0.68","2.64","4.39"
"MAX DOMI","","L","","72","11","28","10","55","4","104","24","9","33","137","0.15","0.39","0.14","0.76","0.06","1.44","0.33","0.13","0.46","1.90"
"PHILIP TOMASINO","","R","NSH","76","11","21","2","10","9","111","49","28","77","188","0.14","0.28","0.03","0.13","0.12","1.46","0.64","0.37","1.01","2.47"
"NICOLAS AUBE-KUBEL","","R","TOR","74","11","12","11","47","0","87","140","18","158","245","0.15","0.16","0.15","0.64","0.00","1.18","1.89","0.24","2.14","3.31"
"ADAM FOX","","D","NYR","78","11","63","20","26","33","158","30","128","158","316","0.14","0.81","0.26","0.33","0.42","2.03","0.38","1.64","2.03","4.05"
"EELI TOLVANEN","","L","NSH","75","11","12","-7","16","6","151","176","45","221","372","0.15","0.16","-0.09","0.21","0.08","2.01","2.35","0.60","2.95","4.96"
"RUDOLFS BALCERS","","L","FLA","61","11","12","-3","20","0","98","115","43","158","256","0.18","0.20","-0.05","0.33","0.00","1.61","1.89","0.70","2.59","4.20"
"DAMON SEVERSON","","D","N.J","80","11","35","-14","57","16","159","91","92","183","342","0.14","0.44","-0.18","0.71","0.20","1.99","1.14","1.15","2.29","4.28"
"ZACH WERENSKI","","D","CBJ","68","11","37","-16","22","14","216","33","95","128","344","0.16","0.54","-0.24","0.32","0.21","3.18","0.49","1.40","1.88","5.06"
"JACOB TROUBA","","D","NYR","81","11","28","23","88","4","204","207","177","384","588","0.14","0.35","0.28","1.09","0.05","2.52","2.56","2.19","4.74","7.26"
"DAVID KAMPF","","C","TOR","82","11","15","12","20","0","102","80","26","106","208","0.13","0.18","0.15","0.24","0.00","1.24","0.98","0.32","1.29","2.54"
"BRIAN BOYLE","","L","","66","11","10","6","27","0","87","95","39","134","221","0.17","0.15","0.09","0.41","0.00","1.32","1.44","0.59","2.03","3.35"
"SCOTT LAUGHTON","","L","PHI","67","11","19","-9","35","1","110","151","47","198","308","0.16","0.28","-0.13","0.52","0.01","1.64","2.25","0.70","2.96","4.60"
"ADAM BOQVIST","","D","CBJ","52","11","11","-10","12","6","64","26","47","73","137","0.21","0.21","-0.19","0.23","0.12","1.23","0.50","0.90","1.40","2.63"
"ALEX WENNBERG","","C","SEA","80","11","26","-26","28","6","95","47","44","91","186","0.14","0.33","-0.33","0.35","0.08","1.19","0.59","0.55","1.14","2.33"
"PATRIC HORNQVIST","","R","FLA","65","11","17","-5","19","7","165","112","23","135","300","0.17","0.26","-0.08","0.29","0.11","2.54","1.72","0.35","2.08","4.62"
"ANDREAS ATHANASIOU","","L","","28","11","6","7","4","1","71","11","10","21","92","0.39","0.21","0.25","0.14","0.04","2.54","0.39","0.36","0.75","3.29"
"DENIS GURIANOV","","R","DAL","73","11","20","2","16","7","144","67","32","99","243","0.15","0.27","0.03","0.22","0.10","1.97","0.92","0.44","1.36","3.33"
"GERRY MAYHEW","","R","FLA","40","11","1","-7","18","1","53","58","26","84","137","0.28","0.03","-0.18","0.45","0.03","1.33","1.45","0.65","2.10","3.43"
"MIKAEL GRANLUND","","C","NSH","80","11","53","-9","33","28","117","92","45","137","254","0.14","0.66","-0.11","0.41","0.35","1.46","1.15","0.56","1.71","3.18"
"SAM CARRICK","","R","ANA","64","11","8","-12","85","0","80","122","21","143","223","0.17","0.13","-0.19","1.33","0.00","1.25","1.91","0.33","2.23","3.48"
"TAYLOR RADDYSH","","R","CHI","74","11","11","1","10","4","104","103","21","124","228","0.15","0.15","0.01","0.14","0.05","1.41","1.39","0.28","1.68","3.08"
"PAT MAROON","","L","T.B","81","11","16","19","134","7","102","160","11","171","273","0.14","0.20","0.23","1.65","0.09","1.26","1.98","0.14","2.11","3.37"
"ALEXANDRE TEXIER","","R","CBJ","36","11","9","0","12","0","59","13","12","25","84","0.31","0.25","0.00","0.33","0.00","1.64","0.36","0.33","0.69","2.33"
"RYAN NUGENT-HOPKINS","","C","EDM","63","11","39","3","16","23","154","42","34","76","230","0.17","0.62","0.05","0.25","0.37","2.44","0.67","0.54","1.21","3.65"
"BRANDON MONTOUR","","D","FLA","81","11","26","15","48","8","153","64","65","129","282","0.14","0.32","0.19","0.59","0.10","1.89","0.79","0.80","1.59","3.48"
"MICHAEL AMADIO","","C","VGK","56","11","7","1","15","0","64","42","16","58","122","0.20","0.13","0.02","0.27","0.00","1.14","0.75","0.29","1.04","2.18"
"COLIN BLACKWELL","","C","CHI","58","10","10","0","14","0","77","91","24","115","192","0.17","0.17","0.00","0.24","0.00","1.33","1.57","0.41","1.98","3.31"
"BRENT BURNS","","D","CAR","82","10","44","-16","42","18","203","55","150","205","408","0.12","0.54","-0.20","0.51","0.22","2.48","0.67","1.83","2.50","4.98"
"JARED SPURGEON","","D","MIN","65","10","31","32","10","14","116","44","83","127","243","0.15","0.48","0.49","0.15","0.22","1.78","0.68","1.28","1.95","3.74"
"NILS HOGLANDER","","L","VAN","60","10","8","-5","24","3","132","41","16","57","189","0.17","0.13","-0.08","0.40","0.05","2.20","0.68","0.27","0.95","3.15"
"TONY DEANGELO","","D","PHI","64","10","41","31","56","20","151","41","59","100","251","0.16","0.64","0.48","0.88","0.31","2.36","0.64","0.92","1.56","3.92"
"CARSON SOUCY","","D","SEA","64","10","11","6","47","2","97","118","73","191","288","0.16","0.17","0.09","0.73","0.03","1.52","1.84","1.14","2.98","4.50"
"JORDAN GREENWAY","","L","MIN","62","10","17","26","69","2","110","155","31","186","296","0.16","0.27","0.42","1.11","0.03","1.77","2.50","0.50","3.00","4.77"
"ERIC ROBINSON","","L","CBJ","67","10","17","-1","18","0","104","95","20","115","219","0.15","0.25","-0.01","0.27","0.00","1.55","1.42","0.30","1.72","3.27"
"ALEXANDER BARABANOV","","R","S.J","70","10","29","-5","14","8","103","53","39","92","195","0.14","0.41","-0.07","0.20","0.11","1.47","0.76","0.56","1.31","2.79"
"JESPER BOQVIST","","C","N.J","56","10","13","-9","10","1","74","31","16","47","121","0.18","0.23","-0.16","0.18","0.02","1.32","0.55","0.29","0.84","2.16"
"KEVIN HAYES","","C","PHI","48","10","21","-18","26","4","126","36","12","48","174","0.21","0.44","-0.38","0.54","0.08","2.63","0.75","0.25","1.00","3.63"
"DEREK RYAN","","C","EDM","75","10","12","-4","8","0","72","38","38","76","148","0.13","0.16","-0.05","0.11","0.00","0.96","0.51","0.51","1.01","1.97"
"KRIS LETANG","","D","PIT","78","10","58","19","49","22","214","171","122","293","507","0.13","0.74","0.24","0.63","0.28","2.74","2.19","1.56","3.76","6.50"
"GUSTAV FORSLING","","D","FLA","71","10","27","41","18","0","145","45","86","131","276","0.14","0.38","0.58","0.25","0.00","2.04","0.63","1.21","1.85","3.89"
"OWEN TIPPETT","","R","PHI","63","10","11","-2","12","3","126","98","16","114","240","0.16","0.17","-0.03","0.19","0.05","2.00","1.56","0.25","1.81","3.81"
"AUSTIN WATSON","","R","OTT","67","10","6","-3","91","0","88","213","63","276","364","0.15","0.09","-0.04","1.36","0.00","1.31","3.18","0.94","4.12","5.43"
"MORGAN RIELLY","","D","TOR","82","10","58","16","40","23","221","92","87","179","400","0.12","0.71","0.20","0.49","0.28","2.70","1.12","1.06","2.18","4.88"
"ERIK KARLSSON","","D","S.J","50","10","25","-13","14","10","117","18","45","63","180","0.20","0.50","-0.26","0.28","0.20","2.34","0.36","0.90","1.26","3.60"
"BARRETT HAYTON","","C","ARI","60","10","13","-10","20","5","82","84","33","117","199","0.17","0.22","-0.17","0.33","0.08","1.37","1.40","0.55","1.95","3.32"
"NIC DOWD","","C","WSH","64","10","14","10","44","1","90","139","53","192","282","0.16","0.22","0.16","0.69","0.02","1.41","2.17","0.83","3.00","4.41"
"FILIP ZADINA","","R","DET","74","10","14","-24","10","8","154","57","34","91","245","0.14","0.19","-0.32","0.14","0.11","2.08","0.77","0.46","1.23","3.31"
"MILAN LUCIC","","L","CGY","82","10","11","-9","84","3","95","209","22","231","326","0.12","0.13","-0.11","1.02","0.04","1.16","2.55","0.27","2.82","3.98"
"CHARLIE MCAVOY","","D","BOS","78","10","46","31","66","21","166","155","129","284","450","0.13","0.59","0.40","0.85","0.27","2.13","1.99","1.65","3.64","5.77"
"BLAKE LIZOTTE","","C","L.A","70","10","14","15","28","0","91","74","12","86","177","0.14","0.20","0.21","0.40","0.00","1.30","1.06","0.17","1.23","2.53"
"JUSTIN DANFORTH","","C","CBJ","45","10","4","-5","10","1","72","85","22","107","179","0.22","0.09","-0.11","0.22","0.02","1.60","1.89","0.49","2.38","3.98"
"NOAH HANIFIN","","D","CGY","81","10","38","28","19","13","189","63","84","147","336","0.12","0.47","0.35","0.23","0.16","2.33","0.78","1.04","1.81","4.15"
"CASEY CIZIKAS","","C","NYI","74","10","6","-2","48","0","91","138","43","181","272","0.14","0.08","-0.03","0.65","0.00","1.23","1.86","0.58","2.45","3.68"
"CONNOR BROWN","","R","WSH","64","10","29","-15","10","9","121","14","37","51","172","0.16","0.45","-0.23","0.16","0.14","1.89","0.22","0.58","0.80","2.69"
"ZEMGUS GIRGENSONS","","C","BUF","56","10","8","-7","27","4","92","81","25","106","198","0.18","0.14","-0.13","0.48","0.07","1.64","1.45","0.45","1.89","3.54"
"KIRBY DACH","","C","MTL","70","9","17","-18","43","6","116","49","44","93","209","0.13","0.24","-0.26","0.61","0.09","1.66","0.70","0.63","1.33","2.99"
"MATTIAS JANMARK","","L","EDM","67","9","16","3","21","0","89","19","28","47","136","0.13","0.24","0.04","0.31","0.00","1.33","0.28","0.42","0.70","2.03"
"ZACH SANFORD","","L","NSH","80","9","11","-17","50","2","104","169","67","236","340","0.11","0.14","-0.21","0.63","0.03","1.30","2.11","0.84","2.95","4.25"
"NICK COUSINS","","L","FLA","68","9","13","-8","31","4","103","66","28","94","197","0.13","0.19","-0.12","0.46","0.06","1.51","0.97","0.41","1.38","2.90"
"IVAN PROVOROV","","D","PHI","79","9","22","-21","34","7","170","74","172","246","416","0.11","0.28","-0.27","0.43","0.09","2.15","0.94","2.18","3.11","5.27"
"TOREY KRUG","","D","STL","64","9","34","23","48","19","118","53","70","123","241","0.14","0.53","0.36","0.75","0.30","1.84","0.83","1.09","1.92","3.77"
"CONNOR MCMICHAEL","","L","WSH","68","9","9","-3","10","0","105","46","22","68","173","0.13","0.13","-0.04","0.15","0.00","1.54","0.68","0.32","1.00","2.54"
"DARNELL NURSE","","D","EDM","71","9","26","18","54","6","203","196","132","328","531","0.13","0.37","0.25","0.76","0.08","2.86","2.76","1.86","4.62","7.48"
"EETU LUOSTARINEN","","C","FLA","78","9","17","1","12","1","84","103","46","149","233","0.12","0.22","0.01","0.15","0.01","1.08","1.32","0.59","1.91","2.99"
"BRANDON TANEV","","R","SEA","30","9","6","4","13","2","51","98","22","120","171","0.30","0.20","0.13","0.43","0.07","1.70","3.27","0.73","4.00","5.70"
"LUKE GLENDENING","","R","DAL","82","9","7","-17","15","0","116","179","59","238","354","0.11","0.09","-0.21","0.18","0.00","1.41","2.18","0.72","2.90","4.32"
"RYAN MCLEOD","","C","EDM","71","9","12","-2","12","5","82","28","25","53","135","0.13","0.17","-0.03","0.17","0.07","1.15","0.39","0.35","0.75","1.90"
"RYAN POEHLING","","C","PIT","57","9","8","-21","6","2","92","40","27","67","159","0.16","0.14","-0.37","0.11","0.04","1.61","0.70","0.47","1.18","2.79"
"BRADY SKJEI","","D","CAR","82","9","30","22","48","0","184","95","73","168","352","0.11","0.37","0.27","0.59","0.00","2.24","1.16","0.89","2.05","4.29"
"MARCUS JOHANSSON","","L","WSH","69","9","20","-26","4","10","111","31","26","57","168","0.13","0.29","-0.38","0.06","0.14","1.61","0.45","0.38","0.83","2.43"
"VICTOR RASK","","L","","47","9","12","3","2","1","58","15","5","20","78","0.19","0.26","0.06","0.04","0.02","1.23","0.32","0.11","0.43","1.66"
"WILLIAM CARRIER","","L","VGK","63","9","11","8","32","0","120","159","24","183","303","0.14","0.17","0.13","0.51","0.00","1.90","2.52","0.38","2.90","4.81"
"TEDDY BLUEGER","","C","PIT","65","9","19","12","10","0","93","87","32","119","212","0.14","0.29","0.18","0.15","0.00","1.43","1.34","0.49","1.83","3.26"
"CARL GRUNDSTROM","","L","L.A","54","9","6","4","26","0","83","134","19","153","236","0.17","0.11","0.07","0.48","0.00","1.54","2.48","0.35","2.83","4.37"
"DOUGIE HAMILTON","","D","N.J","62","9","21","-18","34","7","197","87","92","179","376","0.15","0.34","-0.29","0.55","0.11","3.18","1.40","1.48","2.89","6.06"
