"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"JOAKIM NYGARD","","L","","33","3","6","0","8","1","39","18","8","26","65","0.09","0.18","0.00","0.24","0.03","1.18","0.55","0.24","0.79","1.97"
"PAR LINDHOLM","","C","","40","3","3","6","4","0","35","23","26","49","84","0.08","0.08","0.15","0.10","0.00","0.88","0.58","0.65","1.23","2.10"
"JOSH BROWN","","D","ARI","56","3","5","1","39","0","48","77","53","130","178","0.05","0.09","0.02","0.70","0.00","0.86","1.38","0.95","2.32","3.18"
"DRAKE BATHERSON","","R","OTT","23","3","7","-12","13","6","32","51","11","62","94","0.13","0.30","-0.52","0.57","0.26","1.39","2.22","0.48","2.70","4.09"
"MARKUS NUTIVAARA","","D","S.J","37","3","6","2","4","1","47","35","33","68","115","0.08","0.16","0.05","0.11","0.03","1.27","0.95","0.89","1.84","3.11"
"TOM KUHNHACKL","","R","","28","3","3","-4","2","0","28","31","22","53","81","0.11","0.11","-0.14","0.07","0.00","1.00","1.11","0.79","1.89","2.89"
"FILIP CHLAPIK","","C","","31","3","3","-7","10","0","27","71","11","82","109","0.10","0.10","-0.23","0.32","0.00","0.87","2.29","0.35","2.65","3.52"
"DUNCAN KEITH","","D","EDM","61","3","24","1","18","11","111","26","117","143","254","0.05","0.39","0.02","0.30","0.18","1.82","0.43","1.92","2.34","4.16"
"MITCHELL STEPHENS","","C","MTL","38","3","3","-9","10","0","43","36","9","45","88","0.08","0.08","-0.24","0.26","0.00","1.13","0.95","0.24","1.18","2.32"
"MORGAN RIELLY","","D","TOR","47","3","24","6","24","7","123","38","67","105","228","0.06","0.51","0.13","0.51","0.15","2.62","0.81","1.43","2.23","4.85"
"ALEC MARTINEZ","","D","VGK","51","3","13","-4","23","4","75","43","117","160","235","0.06","0.25","-0.08","0.45","0.08","1.47","0.84","2.29","3.14","4.61"
"BRENT SEABROOK","","D","T.B","32","3","1","1","8","1","40","52","61","113","153","0.09","0.03","0.03","0.25","0.03","1.25","1.63","1.91","3.53","4.78"
"ANDREW COGLIANO","","L","COL","68","3","11","2","30","0","68","86","31","117","185","0.04","0.16","0.03","0.44","0.00","1.00","1.26","0.46","1.72","2.72"
"MADISON BOWEY","","D","MTL","53","3","14","-16","34","1","70","53","58","111","181","0.06","0.26","-0.30","0.64","0.02","1.32","1.00","1.09","2.09","3.42"
"ZAC RINALDO","","C","","19","3","2","-1","34","0","19","69","8","77","96","0.16","0.11","-0.05","1.79","0.00","1.00","3.63","0.42","4.05","5.05"
"BRENDAN LEIPSIC","","L","","61","3","8","3","13","1","49","57","20","77","126","0.05","0.13","0.05","0.21","0.02","0.80","0.93","0.33","1.26","2.07"
"MIKE GREEN","","D","","50","3","8","-34","32","4","76","61","66","127","203","0.06","0.16","-0.68","0.64","0.08","1.52","1.22","1.32","2.54","4.06"
"ESA LINDELL","","D","DAL","69","3","20","5","12","7","98","89","127","216","314","0.04","0.29","0.07","0.17","0.10","1.42","1.29","1.84","3.13","4.55"
"ROBERT HAGG","","D","","49","3","10","14","30","1","38","136","79","215","253","0.06","0.20","0.29","0.61","0.02","0.78","2.78","1.61","4.39","5.16"
"TRAVIS BOYD","","R","ARI","24","3","7","9","2","1","26","14","9","23","49","0.13","0.29","0.38","0.08","0.04","1.08","0.58","0.38","0.96","2.04"
"ERIK JOHNSON","","D","COL","59","3","13","9","20","0","99","97","115","212","311","0.05","0.22","0.15","0.34","0.00","1.68","1.64","1.95","3.59","5.27"
"JOHN HAYDEN","","R","SEA","43","3","1","-2","77","0","39","87","27","114","153","0.07","0.02","-0.05","1.79","0.00","0.91","2.02","0.63","2.65","3.56"
"MORGAN GEEKIE","","C","SEA","2","3","1","3","2","0","4","1","4","5","9","1.50","0.50","1.50","1.00","0.00","2.00","0.50","2.00","2.50","4.50"
"JACK JOHNSON","","D","","67","3","8","-1","26","0","63","183","97","280","343","0.04","0.12","-0.01","0.39","0.00","0.94","2.73","1.45","4.18","5.12"
"LOGAN SHAW","","R","","35","3","2","0","0","1","20","24","13","37","57","0.09","0.06","0.00","0.00","0.03","0.57","0.69","0.37","1.06","1.63"
"BRENDAN SMITH","","D","N.J","62","3","5","-12","71","0","45","90","41","131","176","0.05","0.08","-0.19","1.15","0.00","0.73","1.45","0.66","2.11","2.84"
"MICHAL KEMPNY","","D","","58","3","15","19","22","0","73","42","72","114","187","0.05","0.26","0.33","0.38","0.00","1.26","0.72","1.24","1.97","3.22"
"COLIN BLACKWELL","","C","CHI","27","3","7","7","10","0","31","43","23","66","97","0.11","0.26","0.26","0.37","0.00","1.15","1.59","0.85","2.44","3.59"
"GABRIEL VILARDI","","R","L.A","10","3","4","0","4","2","19","1","4","5","24","0.30","0.40","0.00","0.40","0.20","1.90","0.10","0.40","0.50","2.40"
"CAL CLUTTERBUCK","","R","NYI","37","3","4","6","22","0","35","127","38","165","200","0.08","0.11","0.16","0.59","0.00","0.95","3.43","1.03","4.46","5.41"
"JOEL KELLMAN","","C","","31","3","4","-1","4","0","31","28","18","46","77","0.10","0.13","-0.03","0.13","0.00","1.00","0.90","0.58","1.48","2.48"
"ROSS JOHNSTON","","R","NYI","32","3","1","1","78","0","16","93","14","107","123","0.09","0.03","0.03","2.44","0.00","0.50","2.91","0.44","3.34","3.84"
"NOAH GREGOR","","R","S.J","28","3","2","-5","8","2","33","50","6","56","89","0.11","0.07","-0.18","0.29","0.07","1.18","1.79","0.21","2.00","3.18"
"MARKUS GRANLUND","","C","","34","3","1","-1","14","0","26","15","18","33","59","0.09","0.03","-0.03","0.41","0.00","0.76","0.44","0.53","0.97","1.74"
"JAYCE HAWRYLUK","","C","","26","3","7","1","16","0","26","65","9","74","100","0.12","0.27","0.04","0.62","0.00","1.00","2.50","0.35","2.85","3.85"
"JAMIE OLEKSIAK","","D","SEA","69","3","7","-6","41","0","76","153","59","212","288","0.04","0.10","-0.09","0.59","0.00","1.10","2.22","0.86","3.07","4.17"
"JORDAN OESTERLE","","D","DET","58","3","10","-9","14","2","69","48","88","136","205","0.05","0.17","-0.16","0.24","0.03","1.19","0.83","1.52","2.34","3.53"
"KURTIS MACDERMID","","D","COL","45","3","5","-9","47","0","51","95","43","138","189","0.07","0.11","-0.20","1.04","0.00","1.13","2.11","0.96","3.07","4.20"
"JUSTIN BRAUN","","D","PHI","62","3","16","-2","18","1","70","91","84","175","245","0.05","0.26","-0.03","0.29","0.02","1.13","1.47","1.35","2.82","3.95"
"ANDREW SHAW","","R","","26","3","7","-4","33","2","46","74","9","83","129","0.12","0.27","-0.15","1.27","0.08","1.77","2.85","0.35","3.19","4.96"
"NICK LEDDY","","D","STL","60","3","18","-1","14","3","72","62","72","134","206","0.05","0.30","-0.02","0.23","0.05","1.20","1.03","1.20","2.23","3.43"
"RYAN MURRAY","","D","","27","2","7","-9","4","2","32","12","50","62","94","0.07","0.26","-0.33","0.15","0.07","1.19","0.44","1.85","2.30","3.48"
"MICHAEL STONE","","D","","33","2","5","-5","16","0","57","52","54","106","163","0.06","0.15","-0.15","0.48","0.00","1.73","1.58","1.64","3.21","4.94"
"JUSTIN HOLL","","D","TOR","68","2","16","13","43","0","89","89","83","172","261","0.03","0.24","0.19","0.63","0.00","1.31","1.31","1.22","2.53","3.84"
"DENNIS CHOLOWSKI","","D","","36","2","6","-26","6","5","51","15","35","50","101","0.06","0.17","-0.72","0.17","0.14","1.42","0.42","0.97","1.39","2.81"
"STEPHEN JOHNS","","D","","17","2","3","0","10","0","30","50","20","70","100","0.12","0.18","0.00","0.59","0.00","1.76","2.94","1.18","4.12","5.88"
"ADAM ERNE","","L","DET","56","2","3","-24","28","0","63","142","25","167","230","0.04","0.05","-0.43","0.50","0.00","1.13","2.54","0.45","2.98","4.11"
"JOHN MOORE","","D","ANA","24","2","1","-2","11","0","33","36","27","63","96","0.08","0.04","-0.08","0.46","0.00","1.38","1.50","1.13","2.63","4.00"
"JAKE EVANS","","C","MTL","13","2","1","1","0","0","14","16","5","21","35","0.15","0.08","0.08","0.00","0.00","1.08","1.23","0.38","1.62","2.69"
"BRYAN LITTLE","","C","ARI","7","2","3","4","2","0","13","3","3","6","19","0.29","0.43","0.57","0.29","0.00","1.86","0.43","0.43","0.86","2.71"
"TYLER GRAOVAC","","C","","8","2","0","-2","2","2","5","6","3","9","14","0.25","0.00","-0.25","0.25","0.25","0.63","0.75","0.38","1.13","1.75"
"MARTIN KAUT","","R","COL","9","2","1","-1","2","1","13","9","0","9","22","0.22","0.11","-0.11","0.22","0.11","1.44","1.00","0.00","1.00","2.44"
"JANSEN HARKINS","","R","WPG","29","2","5","-2","5","0","29","8","10","18","47","0.07","0.17","-0.07","0.17","0.00","1.00","0.28","0.34","0.62","1.62"
"AUSTIN CZARNIK","","R","DET","8","2","1","1","0","1","9","1","2","3","12","0.25","0.13","0.13","0.00","0.13","1.13","0.13","0.25","0.38","1.50"
"ANDY GREENE","","D","","63","2","12","1","16","1","60","30","155","185","245","0.03","0.19","0.02","0.25","0.02","0.95","0.48","2.46","2.94","3.89"
"SCOTT SABOURIN","","R","OTT","35","2","4","-6","33","0","29","74","13","87","116","0.06","0.11","-0.17","0.94","0.00","0.83","2.11","0.37","2.49","3.31"
"JAY BEAGLE","","C","","55","2","6","-9","38","0","49","69","42","111","160","0.04","0.11","-0.16","0.69","0.00","0.89","1.25","0.76","2.02","2.91"
"JOSEPH BLANDISI","","C","","21","2","3","-3","10","0","12","26","9","35","47","0.10","0.14","-0.14","0.48","0.00","0.57","1.24","0.43","1.67","2.24"
"MIRCO MUELLER","","D","","50","2","5","-13","23","1","29","63","91","154","183","0.04","0.10","-0.26","0.46","0.02","0.58","1.26","1.82","3.08","3.66"
"TAYLOR FEDUN","","D","PIT","27","2","7","3","8","0","40","16","19","35","75","0.07","0.26","0.11","0.30","0.00","1.48","0.59","0.70","1.30","2.78"
"GIVANI SMITH","","L","DET","21","2","1","-2","9","0","22","42","3","45","67","0.10","0.05","-0.10","0.43","0.00","1.05","2.00","0.14","2.14","3.19"
"JACOB DE LA ROSE","","L","","50","2","7","2","10","0","46","120","16","136","182","0.04","0.14","0.04","0.20","0.00","0.92","2.40","0.32","2.72","3.64"
"MARCUS PETTERSSON","","D","PIT","69","2","20","9","35","2","79","106","84","190","269","0.03","0.29","0.13","0.51","0.03","1.14","1.54","1.22","2.75","3.90"
"MARIO FERRARO","","D","S.J","61","2","9","-15","30","0","63","120","58","178","241","0.03","0.15","-0.25","0.49","0.00","1.03","1.97","0.95","2.92","3.95"
"JONAS BRODIN","","D","MIN","69","2","26","15","24","1","103","41","112","153","256","0.03","0.38","0.22","0.35","0.01","1.49","0.59","1.62","2.22","3.71"
"CHAD RUHWEDEL","","D","PIT","41","2","4","4","12","0","44","74","25","99","143","0.05","0.10","0.10","0.29","0.00","1.07","1.80","0.61","2.41","3.49"
"CHRISTOPHER TANEV","","D","CGY","69","2","18","4","41","1","45","32","159","191","236","0.03","0.26","0.06","0.59","0.01","0.65","0.46","2.30","2.77","3.42"
"MARC STAAL","","D","FLA","52","2","9","5","16","0","46","69","76","145","191","0.04","0.17","0.10","0.31","0.00","0.88","1.33","1.46","2.79","3.67"
"JAKOB LILJA","","L","","37","2","3","5","2","0","23","18","25","43","66","0.05","0.08","0.14","0.05","0.00","0.62","0.49","0.68","1.16","1.78"
"MATTHEW HIGHMORE","","R","STL","36","2","4","-1","6","0","35","38","9","47","82","0.06","0.11","-0.03","0.17","0.00","0.97","1.06","0.25","1.31","2.28"
"STEFAN MATTEAU","","C","","9","2","1","0","5","0","18","27","10","37","55","0.22","0.11","0.00","0.56","0.00","2.00","3.00","1.11","4.11","6.11"
"BRAYDEN MCNABB","","D","VGK","71","2","7","1","40","0","73","201","133","334","407","0.03","0.10","0.01","0.56","0.00","1.03","2.83","1.87","4.70","5.73"
"KIEFFER BELLOWS","","L","NYI","8","2","1","3","2","0","11","12","4","16","27","0.25","0.13","0.38","0.25","0.00","1.38","1.50","0.50","2.00","3.38"
"YAKOV TRENIN","","L","NSH","21","2","4","1","9","0","25","46","9","55","80","0.10","0.19","0.05","0.43","0.00","1.19","2.19","0.43","2.62","3.81"
"JOHNNY BOYCHUK","","D","","64","2","9","-11","14","1","96","135","128","263","359","0.03","0.14","-0.17","0.22","0.02","1.50","2.11","2.00","4.11","5.61"
"MIKKEL BOEDKER","","L","","20","2","2","-1","0","0","29","12","5","17","46","0.10","0.10","-0.05","0.00","0.00","1.45","0.60","0.25","0.85","2.30"
"GERRY MAYHEW","","R","FLA","13","2","0","4","2","0","16","11","6","17","33","0.15","0.00","0.31","0.15","0.00","1.23","0.85","0.46","1.31","2.54"
"RADKO GUDAS","","D","FLA","63","2","13","15","40","0","90","164","75","239","329","0.03","0.21","0.24","0.63","0.00","1.43","2.60","1.19","3.79","5.22"
"JON MERRILL","","D","MIN","49","2","5","9","32","0","37","51","71","122","159","0.04","0.10","0.18","0.65","0.00","0.76","1.04","1.45","2.49","3.24"
"ALEKSI SAARELA","","C","FLA","9","2","2","2","0","1","15","1","3","4","19","0.22","0.22","0.22","0.00","0.11","1.67","0.11","0.33","0.44","2.11"
"HAMPUS LINDHOLM","","D","BOS","55","2","20","-10","34","8","109","34","71","105","214","0.04","0.36","-0.18","0.62","0.15","1.98","0.62","1.29","1.91","3.89"
"JORDAN MARTINOOK","","L","CAR","45","2","11","-2","22","0","44","72","23","95","139","0.04","0.24","-0.04","0.49","0.00","0.98","1.60","0.51","2.11","3.09"
"RADIM SIMEK","","D","S.J","48","2","7","-13","14","0","40","91","60","151","191","0.04","0.15","-0.27","0.29","0.00","0.83","1.90","1.25","3.15","3.98"
"LOGAN O'CONNOR","","R","COL","16","2","0","0","2","0","15","20","8","28","43","0.13","0.00","0.00","0.13","0.00","0.94","1.25","0.50","1.75","2.69"
"TARO HIROSE","","L","DET","26","2","5","-12","6","5","21","13","16","29","50","0.08","0.19","-0.46","0.23","0.19","0.81","0.50","0.62","1.12","1.92"
"JACOB LARSSON","","D","OTT","60","2","9","-9","12","0","58","34","57","91","149","0.03","0.15","-0.15","0.20","0.00","0.97","0.57","0.95","1.52","2.48"
"GABRIEL BOURQUE","","L","","52","2","4","-1","7","0","33","125","40","165","198","0.04","0.08","-0.02","0.13","0.00","0.63","2.40","0.77","3.17","3.81"
"LUCA SBISA","","D","","44","2","8","1","37","0","49","91","71","162","211","0.05","0.18","0.02","0.84","0.00","1.11","2.07","1.61","3.68","4.80"
"JONAS SIEGENTHALER","","D","N.J","64","2","7","11","43","0","49","51","105","156","205","0.03","0.11","0.17","0.67","0.00","0.77","0.80","1.64","2.44","3.20"
"MORGAN FROST","","C","PHI","20","2","5","-3","4","0","31","4","4","8","39","0.10","0.25","-0.15","0.20","0.00","1.55","0.20","0.20","0.40","1.95"
"CARL GUNNARSSON","","D","","36","2","5","8","16","0","31","27","51","78","109","0.06","0.14","0.22","0.44","0.00","0.86","0.75","1.42","2.17","3.03"
"BRETT RITCHIE","","R","","27","2","4","-3","21","1","34","89","3","92","126","0.07","0.15","-0.11","0.78","0.04","1.26","3.30","0.11","3.41","4.67"
"CHRISTOFFER EHN","","C","","54","2","2","-21","2","0","36","59","18","77","113","0.04","0.04","-0.39","0.04","0.00","0.67","1.09","0.33","1.43","2.09"
"ANDREJ SEKERA","","D","","57","2","6","9","14","0","63","34","75","109","172","0.04","0.11","0.16","0.25","0.00","1.11","0.60","1.32","1.91","3.02"
"MICHAEL DEL ZOTTO","","D","FLA","49","2","13","5","14","1","57","101","55","156","213","0.04","0.27","0.10","0.29","0.02","1.16","2.06","1.12","3.18","4.35"
"DMITRY KULIKOV","","D","MIN","51","2","8","-4","32","0","54","104","77","181","235","0.04","0.16","-0.08","0.63","0.00","1.06","2.04","1.51","3.55","4.61"
"CONNOR CLIFTON","","D","BOS","31","2","0","4","12","0","20","90","33","123","143","0.06","0.00","0.13","0.39","0.00","0.65","2.90","1.06","3.97","4.61"
"OLIVER KYLINGTON","","D","CGY","48","2","5","-6","16","0","37","36","34","70","107","0.04","0.10","-0.13","0.33","0.00","0.77","0.75","0.71","1.46","2.23"
"ROBERT BORTUZZO","","D","STL","42","2","4","12","21","0","36","66","43","109","145","0.05","0.10","0.29","0.50","0.00","0.86","1.57","1.02","2.60","3.45"
"JANI HAKANPAA","","D","DAL","5","1","0","1","2","0","4","15","7","22","26","0.20","0.00","0.20","0.40","0.00","0.80","3.00","1.40","4.40","5.20"
"VLADIMIR SOBOTKA","","C","","16","1","2","2","4","0","23","26","7","33","56","0.06","0.13","0.13","0.25","0.00","1.44","1.63","0.44","2.06","3.50"
"CHARLES HUDON","","L","COL","15","1","1","-9","0","0","22","25","2","27","49","0.07","0.07","-0.60","0.00","0.00","1.47","1.67","0.13","1.80","3.27"
"TIM HEED","","D","","38","1","4","-10","2","1","44","16","30","46","90","0.03","0.11","-0.26","0.05","0.03","1.16","0.42","0.79","1.21","2.37"
"SCOTT WILSON","","C","","6","1","1","1","2","0","8","3","0","3","11","0.17","0.17","0.17","0.33","0.00","1.33","0.50","0.00","0.50","1.83"
"NIKLAS HJALMARSSON","","D","","27","1","4","-2","14","0","18","20","45","65","83","0.04","0.15","-0.07","0.52","0.00","0.67","0.74","1.67","2.41","3.07"
"BRANDON MANNING","","D","","9","1","0","-1","17","0","8","10","6","16","24","0.11","0.00","-0.11","1.89","0.00","0.89","1.11","0.67","1.78","2.67"
"RYAN MCDONAGH","","D","NSH","50","1","11","7","19","0","50","36","101","137","187","0.02","0.22","0.14","0.38","0.00","1.00","0.72","2.02","2.74","3.74"
"CALVIN DE HAAN","","D","","29","1","5","10","10","0","42","93","73","166","208","0.03","0.17","0.34","0.34","0.00","1.45","3.21","2.52","5.72","7.17"
"JAN RUTTA","","D","PIT","33","1","6","6","14","0","43","19","21","40","83","0.03","0.18","0.18","0.42","0.00","1.30","0.58","0.64","1.21","2.52"
"SLATER KOEKKOEK","","D","EDM","42","1","9","3","42","0","47","64","58","122","169","0.02","0.21","0.07","1.00","0.00","1.12","1.52","1.38","2.90","4.02"
"DEAN KUKAN","","D","","33","1","4","-9","12","1","51","24","28","52","103","0.03","0.12","-0.27","0.36","0.03","1.55","0.73","0.85","1.58","3.12"
"KARSON KUHLMAN","","L","SEA","25","1","5","3","13","1","45","36","8","44","89","0.04","0.20","0.12","0.52","0.04","1.80","1.44","0.32","1.76","3.56"
"COLIN MILLER","","D","DAL","51","1","10","-9","22","3","79","87","40","127","206","0.02","0.20","-0.18","0.43","0.06","1.55","1.71","0.78","2.49","4.04"
"JORDIE BENN","","D","TOR","44","1","6","-7","17","0","58","45","62","107","165","0.02","0.14","-0.16","0.39","0.00","1.32","1.02","1.41","2.43","3.75"
"ANDREW AGOZZINO","","C","S.J","22","1","2","3","4","0","10","25","7","32","42","0.05","0.09","0.14","0.18","0.00","0.45","1.14","0.32","1.45","1.91"
"PHILLIP DI GIUSEPPE","","L","VAN","20","1","3","1","2","0","35","38","20","58","93","0.05","0.15","0.05","0.10","0.00","1.75","1.90","1.00","2.90","4.65"
"COLE BARDREAU","","C","NYI","10","1","1","-2","6","0","10","21","1","22","32","0.10","0.10","-0.20","0.60","0.00","1.00","2.10","0.10","2.20","3.20"
"ADAM PELECH","","D","NYI","38","1","8","4","20","0","49","81","83","164","213","0.03","0.21","0.11","0.53","0.00","1.29","2.13","2.18","4.32","5.61"
"ANTTI SUOMELA","","C","","20","1","6","4","4","0","18","27","5","32","50","0.05","0.30","0.20","0.20","0.00","0.90","1.35","0.25","1.60","2.50"
"DYLAN SIKURA","","L","CHI","9","1","2","1","0","0","10","0","2","2","12","0.11","0.22","0.11","0.00","0.00","1.11","0.00","0.22","0.22","1.33"
"NOAH DOBSON","","D","NYI","34","1","6","-1","8","1","37","25","31","56","93","0.03","0.18","-0.03","0.24","0.03","1.09","0.74","0.91","1.65","2.74"
"KORBINIAN HOLZER","","D","","49","1","3","-2","37","0","39","97","96","193","232","0.02","0.06","-0.04","0.76","0.00","0.80","1.98","1.96","3.94","4.73"
"BRIAN DUMOULIN","","D","PIT","28","1","7","17","10","1","35","44","35","79","114","0.04","0.25","0.61","0.36","0.04","1.25","1.57","1.25","2.82","4.07"
"MIKE REILLY","","D","BOS","44","1","15","-6","24","9","85","39","46","85","170","0.02","0.34","-0.14","0.55","0.20","1.93","0.89","1.05","1.93","3.86"
"LUKE WITKOWSKI","","D","STL","12","1","2","-4","13","0","10","38","3","41","51","0.08","0.17","-0.33","1.08","0.00","0.83","3.17","0.25","3.42","4.25"
"JAY BOUWMEESTER","","D","","56","1","8","6","20","0","53","42","68","110","163","0.02","0.14","0.11","0.36","0.00","0.95","0.75","1.21","1.96","2.91"
"CARSEN TWARYNSKI","","L","SEA","15","1","0","-2","4","0","14","40","8","48","62","0.07","0.00","-0.13","0.27","0.00","0.93","2.67","0.53","3.20","4.13"
"MICHEAL FERLAND","","L","VAN","14","1","4","-3","7","0","15","40","2","42","57","0.07","0.29","-0.21","0.50","0.00","1.07","2.86","0.14","3.00","4.07"
"NICK CAAMANO","","R","DAL","12","1","1","2","4","0","13","17","3","20","33","0.08","0.08","0.17","0.33","0.00","1.08","1.42","0.25","1.67","2.75"
"TROY BROUWER","","R","","13","1","0","1","7","0","12","24","6","30","42","0.08","0.00","0.08","0.54","0.00","0.92","1.85","0.46","2.31","3.23"
"BRENDEN DILLON","","D","WPG","69","1","13","-2","104","0","58","194","74","268","326","0.01","0.19","-0.03","1.51","0.00","0.84","2.81","1.07","3.88","4.72"
"DAVID KASE","","R","PHI","6","1","0","1","0","0","5","4","1","5","10","0.17","0.00","0.17","0.00","0.00","0.83","0.67","0.17","0.83","1.67"
"DALE WEISE","","R","","23","1","4","1","16","0","15","70","10","80","95","0.04","0.17","0.04","0.70","0.00","0.65","3.04","0.43","3.48","4.13"
"RYAN POEHLING","","C","PIT","27","1","1","-4","4","0","26","38","10","48","74","0.04","0.04","-0.15","0.15","0.00","0.96","1.41","0.37","1.78","2.74"
"ADAM JOHNSON","","C","","7","1","1","-1","2","0","5","4","3","7","12","0.14","0.14","-0.14","0.29","0.00","0.71","0.57","0.43","1.00","1.71"
"NICK BJUGSTAD","","R","ARI","13","1","1","3","8","0","18","19","7","26","44","0.08","0.08","0.23","0.62","0.00","1.38","1.46","0.54","2.00","3.38"
"NICOLAS HAGUE","","D","VGK","38","1","10","0","32","4","54","69","26","95","149","0.03","0.26","0.00","0.84","0.11","1.42","1.82","0.68","2.50","3.92"
"JARRED TINORDI","","D","NYR","28","1","4","-1","34","0","20","71","36","107","127","0.04","0.14","-0.04","1.21","0.00","0.71","2.54","1.29","3.82","4.54"
"KLIM KOSTIN","","C","STL","4","1","0","1","0","0","5","6","0","6","11","0.25","0.00","0.25","0.00","0.00","1.25","1.50","0.00","1.50","2.75"
"PATRIK NEMETH","","D","ARI","64","1","8","-10","28","0","89","80","92","172","261","0.02","0.13","-0.16","0.44","0.00","1.39","1.25","1.44","2.69","4.08"
"CHRISTIAN FOLIN","","D","","16","1","1","-1","13","0","13","38","21","59","72","0.06","0.06","-0.06","0.81","0.00","0.81","2.38","1.31","3.69","4.50"
"MICHEAL HALEY","","L","","22","1","0","-7","50","0","9","36","6","42","51","0.05","0.00","-0.32","2.27","0.00","0.41","1.64","0.27","1.91","2.32"
"COLBY CAVE","","C","","11","1","0","-3","4","0","5","17","3","20","25","0.09","0.00","-0.27","0.36","0.00","0.45","1.55","0.27","1.82","2.27"
"CONNOR BUNNAMAN","","C","FLA","21","1","1","7","2","0","18","29","2","31","49","0.05","0.05","0.33","0.10","0.00","0.86","1.38","0.10","1.48","2.33"
"ANDREW LADD","","L","ARI","4","1","0","2","4","0","5","23","0","23","28","0.25","0.00","0.50","1.00","0.00","1.25","5.75","0.00","5.75","7.00"
"ALAN QUINE","","C","","9","1","0","-1","4","0","12","6","2","8","20","0.11","0.00","-0.11","0.44","0.00","1.33","0.67","0.22","0.89","2.22"
"MATT BENNING","","D","S.J","43","1","7","8","15","0","38","78","34","112","150","0.02","0.16","0.19","0.35","0.00","0.88","1.81","0.79","2.60","3.49"
"RUDOLFS BALCERS","","L","FLA","16","1","2","-2","0","0","23","19","7","26","49","0.06","0.13","-0.13","0.00","0.00","1.44","1.19","0.44","1.63","3.06"
"VITALY ABRAMOV","","L","OTT","2","1","0","0","2","0","3","0","0","0","3","0.50","0.00","0.00","1.00","0.00","1.50","0.00","0.00","0.00","1.50"
"DAKOTA MERMIS","","D","MIN","10","1","3","7","4","0","17","20","21","41","58","0.10","0.30","0.70","0.40","0.00","1.70","2.00","2.10","4.10","5.80"
"NIKITA ZAITSEV","","D","OTT","58","1","11","-8","22","0","64","108","121","229","293","0.02","0.19","-0.14","0.38","0.00","1.10","1.86","2.09","3.95","5.05"
"CODY GOLOUBEF","","D","","26","1","1","-3","8","0","18","45","24","69","87","0.04","0.04","-0.12","0.31","0.00","0.69","1.73","0.92","2.65","3.35"
"MIIKKA SALOMAKI","","R","","5","1","0","2","4","0","2","9","3","12","14","0.20","0.00","0.40","0.80","0.00","0.40","1.80","0.60","2.40","2.80"
"JOSH MAHURA","","D","ANA","11","1","3","-3","2","0","11","2","11","13","24","0.09","0.27","-0.27","0.18","0.00","1.00","0.18","1.00","1.18","2.18"
"DENNIS GILBERT","","D","CGY","21","1","2","-8","38","0","12","74","33","107","119","0.05","0.10","-0.38","1.81","0.00","0.57","3.52","1.57","5.10","5.67"
"MATT LUFF","","R","DET","18","1","4","-5","2","0","25","16","5","21","46","0.06","0.22","-0.28","0.11","0.00","1.39","0.89","0.28","1.17","2.56"
"JEREMY LAUZON","","D","NSH","19","1","1","5","29","0","20","32","23","55","75","0.05","0.05","0.26","1.53","0.00","1.05","1.68","1.21","2.89","3.95"
"LOGAN BROWN","","C","STL","23","1","7","0","4","3","23","13","11","24","47","0.04","0.30","0.00","0.17","0.13","1.00","0.57","0.48","1.04","2.04"
"MARTIN MARINCIN","","D","","26","1","3","-1","14","0","28","22","43","65","93","0.04","0.12","-0.04","0.54","0.00","1.08","0.85","1.65","2.50","3.58"
"GEMEL SMITH","","C","T.B","3","1","0","0","4","0","1","1","2","3","4","0.33","0.00","0.00","1.33","0.00","0.33","0.33","0.67","1.00","1.33"
"ANDREW PEEKE","","D","CBJ","22","1","2","1","4","0","23","25","21","46","69","0.05","0.09","0.05","0.18","0.00","1.05","1.14","0.95","2.09","3.14"
"JOSH MANSON","","D","COL","50","1","8","-10","37","0","64","113","65","178","242","0.02","0.16","-0.20","0.74","0.00","1.28","2.26","1.30","3.56","4.84"
"MIKHAIL VOROBYEV","","C","PHI","20","1","2","-5","6","0","15","4","3","7","22","0.05","0.10","-0.25","0.30","0.00","0.75","0.20","0.15","0.35","1.10"
"VLADISLAV KAMENEV","","C","COL","38","1","7","-2","8","2","32","34","16","50","82","0.03","0.18","-0.05","0.21","0.05","0.84","0.89","0.42","1.32","2.16"
"DANIEL CARR","","L","","11","1","0","-5","4","0","14","10","2","12","26","0.09","0.00","-0.45","0.36","0.00","1.27","0.91","0.18","1.09","2.36"
"JOSH ANDERSON","","R","MTL","26","1","3","-8","17","0","63","68","13","81","144","0.04","0.12","-0.31","0.65","0.00","2.42","2.62","0.50","3.12","5.54"
"NATHAN BEAULIEU","","D","","38","1","7","15","29","0","38","62","47","109","147","0.03","0.18","0.39","0.76","0.00","1.00","1.63","1.24","2.87","3.87"
"OSCAR FANTENBERG","","D","","36","1","5","-10","6","1","45","67","62","129","174","0.03","0.14","-0.28","0.17","0.03","1.25","1.86","1.72","3.58","4.83"
