"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"JOE PAVELSKI","","R","DAL","67","14","17","6","29","11","125","62","52","114","239","0.21","0.25","0.09","0.43","0.16","1.87","0.93","0.78","1.70","3.57"
"RYAN DONATO","","L","","62","14","9","5","12","2","95","53","14","67","162","0.23","0.15","0.08","0.19","0.03","1.53","0.85","0.23","1.08","2.61"
"JOSH BAILEY","","R","NYI","68","14","29","-12","10","9","94","20","48","68","162","0.21","0.43","-0.18","0.15","0.13","1.38","0.29","0.71","1.00","2.38"
"NICO HISCHIER","","C","N.J","58","14","22","-16","12","10","123","48","37","85","208","0.24","0.38","-0.28","0.21","0.17","2.12","0.83","0.64","1.47","3.59"
"JEFF SKINNER","","L","BUF","59","14","9","-22","18","3","183","29","11","40","223","0.24","0.15","-0.37","0.31","0.05","3.10","0.49","0.19","0.68","3.78"
"PHIL KESSEL","","R","","70","14","24","-21","22","17","153","11","20","31","184","0.20","0.34","-0.30","0.31","0.24","2.19","0.16","0.29","0.44","2.63"
"KEVIN LABANC","","R","S.J","70","14","19","-33","38","9","176","46","24","70","246","0.20","0.27","-0.47","0.54","0.13","2.51","0.66","0.34","1.00","3.51"
"DOUGIE HAMILTON","","D","N.J","47","14","26","30","32","12","170","52","63","115","285","0.30","0.55","0.64","0.68","0.26","3.62","1.11","1.34","2.45","6.06"
"TYLER JOHNSON","","R","CHI","65","14","17","9","16","7","113","62","22","84","197","0.22","0.26","0.14","0.25","0.11","1.74","0.95","0.34","1.29","3.03"
"JARED MCCANN","","L","SEA","66","14","21","6","17","6","150","89","27","116","266","0.21","0.32","0.09","0.26","0.09","2.27","1.35","0.41","1.76","4.03"
"PHILLIP DANAULT","","C","L.A","71","13","34","18","32","4","131","119","37","156","287","0.18","0.48","0.25","0.45","0.06","1.85","1.68","0.52","2.20","4.04"
"SCOTT LAUGHTON","","L","PHI","49","13","14","13","26","0","74","109","26","135","209","0.27","0.29","0.27","0.53","0.00","1.51","2.22","0.53","2.76","4.27"
"ARTTURI LEHKONEN","","L","COL","70","13","14","2","24","0","140","120","38","158","298","0.19","0.20","0.03","0.34","0.00","2.00","1.71","0.54","2.26","4.26"
"VALERI NICHUSHKIN","","R","COL","65","13","14","26","14","1","113","84","22","106","219","0.20","0.22","0.40","0.22","0.02","1.74","1.29","0.34","1.63","3.37"
"MATT DUCHENE","","R","NSH","66","13","29","-4","24","11","136","40","22","62","198","0.20","0.44","-0.06","0.36","0.17","2.06","0.61","0.33","0.94","3.00"
"SHEA THEODORE","","D","VGK","71","13","33","12","25","16","219","20","69","89","308","0.18","0.46","0.17","0.35","0.23","3.08","0.28","0.97","1.25","4.34"
"KASPERI KAPANEN","","R","PIT","69","13","23","0","22","3","121","73","17","90","211","0.19","0.33","0.00","0.32","0.04","1.75","1.06","0.25","1.30","3.06"
"NICK SUZUKI","","C","MTL","71","13","28","-15","6","14","138","64","32","96","234","0.18","0.39","-0.21","0.08","0.20","1.94","0.90","0.45","1.35","3.30"
"WARREN FOEGELE","","L","EDM","68","13","17","9","34","0","129","64","17","81","210","0.19","0.25","0.13","0.50","0.00","1.90","0.94","0.25","1.19","3.09"
"TYLER BOZAK","","C","","67","13","16","0","10","4","109","32","33","65","174","0.19","0.24","0.00","0.15","0.06","1.63","0.48","0.49","0.97","2.60"
"IVAN PROVOROV","","D","PHI","69","13","23","11","24","16","150","84","111","195","345","0.19","0.33","0.16","0.35","0.23","2.17","1.22","1.61","2.83","5.00"
"NIKITA GUSEV","","L","","66","13","31","-15","12","15","158","12","7","19","177","0.20","0.47","-0.23","0.18","0.23","2.39","0.18","0.11","0.29","2.68"
"RYAN GETZLAF","","C","","69","13","29","-16","58","9","143","125","69","194","337","0.19","0.42","-0.23","0.84","0.13","2.07","1.81","1.00","2.81","4.88"
"DAVID KREJCI","","C","","61","13","30","14","23","14","83","37","32","69","152","0.21","0.49","0.23","0.38","0.23","1.36","0.61","0.52","1.13","2.49"
"MATT CALVERT","","L","","50","12","13","13","39","0","89","58","22","80","169","0.24","0.26","0.26","0.78","0.00","1.78","1.16","0.44","1.60","3.38"
"CALE MAKAR","","D","COL","57","12","38","12","12","19","121","45","47","92","213","0.21","0.67","0.21","0.21","0.33","2.12","0.79","0.82","1.61","3.74"
"DOMINIK KAHUN","","C","","56","12","19","8","8","2","87","5","22","27","114","0.21","0.34","0.14","0.14","0.04","1.55","0.09","0.39","0.48","2.04"
"ERIK HAULA","","C","N.J","48","12","12","1","22","8","92","27","15","42","134","0.25","0.25","0.02","0.46","0.17","1.92","0.56","0.31","0.88","2.79"
"CAM ATKINSON","","R","PHI","44","12","14","2","6","8","148","18","21","39","187","0.27","0.32","0.05","0.14","0.18","3.36","0.41","0.48","0.89","4.25"
"ADAM GAUDETTE","","R","TOR","59","12","21","-7","37","12","75","29","20","49","124","0.20","0.36","-0.12","0.63","0.20","1.27","0.49","0.34","0.83","2.10"
"JESPER FAST","","R","CAR","69","12","17","16","20","0","84","125","53","178","262","0.17","0.25","0.23","0.29","0.00","1.22","1.81","0.77","2.58","3.80"
"BRENT BURNS","","D","CAR","70","12","33","-22","34","17","225","72","115","187","412","0.17","0.47","-0.31","0.49","0.24","3.21","1.03","1.64","2.67","5.89"
"JAKOB CHYCHRUN","","D","ARI","63","12","14","4","38","8","149","75","95","170","319","0.19","0.22","0.06","0.60","0.13","2.37","1.19","1.51","2.70","5.06"
"LUCAS WALLMARK","","C","","67","12","13","0","18","6","84","57","26","83","167","0.18","0.19","0.00","0.27","0.09","1.25","0.85","0.39","1.24","2.49"
"JOSH ARCHIBALD","","R","PIT","62","12","9","-8","12","0","64","165","44","209","273","0.19","0.15","-0.13","0.19","0.00","1.03","2.66","0.71","3.37","4.40"
"OSKAR SUNDQVIST","","R","DET","57","12","11","5","28","0","97","60","26","86","183","0.21","0.19","0.09","0.49","0.00","1.70","1.05","0.46","1.51","3.21"
"JACK ROSLOVIC","","C","CBJ","71","12","17","4","12","2","117","58","21","79","196","0.17","0.24","0.06","0.17","0.03","1.65","0.82","0.30","1.11","2.76"
"DYLAN STROME","","C","WSH","58","12","26","1","16","8","97","23","29","52","149","0.21","0.45","0.02","0.28","0.14","1.67","0.40","0.50","0.90","2.57"
"JAKUB VORACEK","","R","CBJ","69","12","44","14","31","17","132","17","21","38","170","0.17","0.64","0.20","0.45","0.25","1.91","0.25","0.30","0.55","2.46"
"NICKLAS BACKSTROM","","C","WSH","61","12","42","-1","14","18","132","30","45","75","207","0.20","0.69","-0.02","0.23","0.30","2.16","0.49","0.74","1.23","3.39"
"RYAN O'REILLY","","C","STL","71","12","49","11","10","18","118","16","42","58","176","0.17","0.69","0.15","0.14","0.25","1.66","0.23","0.59","0.82","2.48"
"ZEMGUS GIRGENSONS","","C","BUF","69","12","7","-1","10","0","85","110","20","130","215","0.17","0.10","-0.01","0.14","0.00","1.23","1.59","0.29","1.88","3.12"
"JARED SPURGEON","","D","MIN","62","12","20","-1","18","13","112","61","102","163","275","0.19","0.32","-0.02","0.29","0.21","1.81","0.98","1.65","2.63","4.44"
"VINCENT TROCHECK","","C","NYR","62","11","27","-8","49","7","141","101","37","138","279","0.18","0.44","-0.13","0.79","0.11","2.27","1.63","0.60","2.23","4.50"
"NINO NIEDERREITER","","L","","67","11","18","-3","42","11","115","52","19","71","186","0.16","0.27","-0.04","0.63","0.16","1.72","0.78","0.28","1.06","2.78"
"J.T. COMPHER","","C","COL","67","11","20","9","18","5","106","36","60","96","202","0.16","0.30","0.13","0.27","0.07","1.58","0.54","0.90","1.43","3.01"
"NICK SCHMALTZ","","R","ARI","70","11","34","3","20","13","95","12","35","47","142","0.16","0.49","0.04","0.29","0.19","1.36","0.17","0.50","0.67","2.03"
"IVAN BARBASHEV","","L","STL","69","11","15","3","23","0","75","144","33","177","252","0.16","0.22","0.04","0.33","0.00","1.09","2.09","0.48","2.57","3.65"
"JEFF PETRY","","D","PIT","71","11","29","-10","26","11","158","177","79","256","414","0.15","0.41","-0.14","0.37","0.15","2.23","2.49","1.11","3.61","5.83"
"ANDREAS ATHANASIOU","","L","","55","11","15","-46","30","7","129","36","24","60","189","0.20","0.27","-0.84","0.55","0.13","2.35","0.65","0.44","1.09","3.44"
"OSKAR LINDBLOM","","L","S.J","30","11","7","4","4","4","72","31","16","47","119","0.37","0.23","0.13","0.13","0.13","2.40","1.03","0.53","1.57","3.97"
"ALEX CHIASSON","","R","","65","11","13","-3","42","13","97","56","15","71","168","0.17","0.20","-0.05","0.65","0.20","1.49","0.86","0.23","1.09","2.58"
"BOONE JENNER","","C","CBJ","70","11","13","-14","36","4","179","109","80","189","368","0.16","0.19","-0.20","0.51","0.06","2.56","1.56","1.14","2.70","5.26"
"RADEK FAKSA","","C","DAL","66","11","9","-6","42","3","109","84","44","128","237","0.17","0.14","-0.09","0.64","0.05","1.65","1.27","0.67","1.94","3.59"
"MARCUS FOLIGNO","","R","MIN","59","11","14","8","30","0","86","184","36","220","306","0.19","0.24","0.14","0.51","0.00","1.46","3.12","0.61","3.73","5.19"
"ADRIAN KEMPE","","R","L.A","69","11","21","-10","29","10","148","71","17","88","236","0.16","0.30","-0.14","0.42","0.14","2.14","1.03","0.25","1.28","3.42"
"BRANDON TANEV","","R","SEA","68","11","14","-1","16","1","95","244","65","309","404","0.16","0.21","-0.01","0.24","0.01","1.40","3.59","0.96","4.54","5.94"
"CHANDLER STEPHENSON","","C","VGK","65","11","15","24","16","2","73","52","32","84","157","0.17","0.23","0.37","0.25","0.03","1.12","0.80","0.49","1.29","2.42"
"CHRIS TIERNEY","","L","FLA","71","11","26","-6","20","2","102","44","37","81","183","0.15","0.37","-0.08","0.28","0.03","1.44","0.62","0.52","1.14","2.58"
"MILES WOOD","","L","N.J","68","11","12","-19","57","0","141","102","26","128","269","0.16","0.18","-0.28","0.84","0.00","2.07","1.50","0.38","1.88","3.96"
"PATRICK MARLEAU","","C","","66","11","11","-5","14","1","117","57","24","81","198","0.17","0.17","-0.08","0.21","0.02","1.77","0.86","0.36","1.23","3.00"
"KAILER YAMAMOTO","","R","EDM","27","11","15","17","12","2","44","45","13","58","102","0.41","0.56","0.63","0.44","0.07","1.63","1.67","0.48","2.15","3.78"
"VICTOR HEDMAN","","D","T.B","66","11","44","27","31","22","155","73","98","171","326","0.17","0.67","0.41","0.47","0.33","2.35","1.11","1.48","2.59","4.94"
"ALEX NYLANDER","","L","PIT","65","10","16","-2","10","2","94","29","14","43","137","0.15","0.25","-0.03","0.15","0.03","1.45","0.45","0.22","0.66","2.11"
"ROBERT THOMAS","","C","STL","66","10","32","9","18","7","87","13","13","26","113","0.15","0.48","0.14","0.27","0.11","1.32","0.20","0.20","0.39","1.71"
"DEREK STEPAN","","R","","70","10","18","-4","16","7","158","43","54","97","255","0.14","0.26","-0.06","0.23","0.10","2.26","0.61","0.77","1.39","3.64"
"KAAPO KAKKO","","R","NYR","66","10","13","-26","14","13","109","20","11","31","140","0.15","0.20","-0.39","0.21","0.20","1.65","0.30","0.17","0.47","2.12"
"NICK COUSINS","","L","FLA","65","10","15","0","35","5","115","91","31","122","237","0.15","0.23","0.00","0.54","0.08","1.77","1.40","0.48","1.88","3.65"
"DEREK RYAN","","C","EDM","68","10","19","9","10","4","102","12","34","46","148","0.15","0.28","0.13","0.15","0.06","1.50","0.18","0.50","0.68","2.18"
"DERICK BRASSARD","","L","","66","10","22","-2","16","10","110","115","24","139","249","0.15","0.33","-0.03","0.24","0.15","1.67","1.74","0.36","2.11","3.77"
"COLTON PARAYKO","","D","STL","64","10","18","8","16","5","162","87","106","193","355","0.16","0.28","0.13","0.25","0.08","2.53","1.36","1.66","3.02","5.55"
"YANNI GOURDE","","C","SEA","70","10","20","-5","49","6","110","78","20","98","208","0.14","0.29","-0.07","0.70","0.09","1.57","1.11","0.29","1.40","2.97"
"CONOR SHEARY","","R","WSH","63","10","13","-5","10","3","102","28","26","54","156","0.16","0.21","-0.08","0.16","0.05","1.62","0.44","0.41","0.86","2.48"
"NICK FOLIGNO","","L","BOS","67","10","21","-3","62","4","131","212","50","262","393","0.15","0.31","-0.04","0.93","0.06","1.96","3.16","0.75","3.91","5.87"
"CASEY CIZIKAS","","C","NYI","48","10","4","12","41","0","67","133","39","172","239","0.21","0.08","0.25","0.85","0.00","1.40","2.77","0.81","3.58","4.98"
"ANDREW COPP","","R","DET","63","10","16","-3","10","1","121","59","27","86","207","0.16","0.25","-0.05","0.16","0.02","1.92","0.94","0.43","1.37","3.29"
"ROCCO GRIMALDI","","R","","66","10","21","10","10","0","122","23","14","37","159","0.15","0.32","0.15","0.15","0.00","1.85","0.35","0.21","0.56","2.41"
"ILYA KOVALCHUK","","L","","46","10","16","-4","18","5","115","52","23","75","190","0.22","0.35","-0.09","0.39","0.11","2.50","1.13","0.50","1.63","4.13"
"MIKHAIL SERGACHEV","","D","T.B","70","10","24","15","58","13","118","106","99","205","323","0.14","0.34","0.21","0.83","0.19","1.69","1.51","1.41","2.93","4.61"
"RYAN PULOCK","","D","NYI","68","10","25","8","14","8","163","110","139","249","412","0.15","0.37","0.12","0.21","0.12","2.40","1.62","2.04","3.66","6.06"
"DANTON HEINEN","","L","","67","10","16","-2","10","6","109","35","34","69","178","0.15","0.24","-0.03","0.15","0.09","1.63","0.52","0.51","1.03","2.66"
"EMIL BEMSTROM","","R","CBJ","56","10","10","-10","8","8","97","52","17","69","166","0.18","0.18","-0.18","0.14","0.14","1.73","0.93","0.30","1.23","2.96"
"CAM FOWLER","","D","ANA","59","9","20","0","20","8","117","25","58","83","200","0.15","0.34","0.00","0.34","0.14","1.98","0.42","0.98","1.41","3.39"
"FILIP HRONEK","","D","DET","65","9","22","-38","46","10","125","105","74","179","304","0.14","0.34","-0.58","0.71","0.15","1.92","1.62","1.14","2.75","4.68"
"GARNET HATHAWAY","","R","WSH","66","9","7","6","79","0","80","189","46","235","315","0.14","0.11","0.09","1.20","0.00","1.21","2.86","0.70","3.56","4.77"
"MARCUS JOHANSSON","","L","WSH","60","9","21","-12","20","6","87","39","22","61","148","0.15","0.35","-0.20","0.33","0.10","1.45","0.65","0.37","1.02","2.47"
"NICK RITCHIE","","L","ARI","48","9","12","1","97","3","78","102","17","119","197","0.19","0.25","0.02","2.02","0.06","1.63","2.13","0.35","2.48","4.10"
"TEDDY BLUEGER","","C","PIT","69","9","13","2","25","0","102","83","35","118","220","0.13","0.19","0.03","0.36","0.00","1.48","1.20","0.51","1.71","3.19"
"OLIVER EKMAN-LARSSON","","D","VAN","66","9","21","-3","38","7","135","129","65","194","329","0.14","0.32","-0.05","0.58","0.11","2.05","1.95","0.98","2.94","4.98"
"PAT MAROON","","L","T.B","64","9","14","4","71","3","80","104","13","117","197","0.14","0.22","0.06","1.11","0.05","1.25","1.63","0.20","1.83","3.08"
"PIERRE-EDOUARD BELLEMARE","","C","T.B","69","9","13","2","17","0","85","43","46","89","174","0.13","0.19","0.03","0.25","0.00","1.23","0.62","0.67","1.29","2.52"
"KYLE OKPOSO","","R","BUF","52","9","10","-3","28","1","82","55","15","70","152","0.17","0.19","-0.06","0.54","0.02","1.58","1.06","0.29","1.35","2.92"
"JASON DICKINSON","","L","VAN","65","9","12","7","6","0","85","89","55","144","229","0.14","0.18","0.11","0.09","0.00","1.31","1.37","0.85","2.22","3.52"
"BEN CHIAROT","","D","DET","69","9","12","5","61","0","130","152","128","280","410","0.13","0.17","0.07","0.88","0.00","1.88","2.20","1.86","4.06","5.94"
"NICHOLAS PAUL","","C","T.B","56","9","11","0","24","1","103","122","39","161","264","0.16","0.20","0.00","0.43","0.02","1.84","2.18","0.70","2.88","4.71"
"RICHARD PANIK","","R","NYI","59","9","13","16","36","0","67","75","19","94","161","0.15","0.22","0.27","0.61","0.00","1.14","1.27","0.32","1.59","2.73"
"COLTON SISSONS","","C","NSH","57","9","6","-2","20","0","52","84","41","125","177","0.16","0.11","-0.04","0.35","0.00","0.91","1.47","0.72","2.19","3.11"
"RYAN GRAVES","","D","N.J","69","9","17","40","45","0","134","112","150","262","396","0.13","0.25","0.58","0.65","0.00","1.94","1.62","2.17","3.80","5.74"
"VINCE DUNN","","D","SEA","71","9","14","15","27","10","138","50","47","97","235","0.13","0.20","0.21","0.38","0.14","1.94","0.70","0.66","1.37","3.31"
"RYAN HARTMAN","","C","MIN","69","9","11","4","69","1","114","44","54","98","212","0.13","0.16","0.06","1.00","0.01","1.65","0.64","0.78","1.42","3.07"
"MARK PYSYK","","D","DET","58","9","9","4","20","0","64","47","38","85","149","0.16","0.16","0.07","0.34","0.00","1.10","0.81","0.66","1.47","2.57"
"BRETT HOWDEN","","C","VGK","70","9","10","-11","28","2","64","69","67","136","200","0.13","0.14","-0.16","0.40","0.03","0.91","0.99","0.96","1.94","2.86"
"JIMMY VESEY","","L","","64","9","11","12","15","1","93","43","20","63","156","0.14","0.17","0.19","0.23","0.02","1.45","0.67","0.31","0.98","2.44"
"ANDERS BJORK","","L","BUF","58","9","10","5","10","1","66","43","21","64","130","0.16","0.17","0.09","0.17","0.02","1.14","0.74","0.36","1.10","2.24"
"DRAKE CAGGIULA","","L","PIT","40","9","6","-3","32","1","56","81","16","97","153","0.23","0.15","-0.08","0.80","0.03","1.40","2.03","0.40","2.43","3.83"
"JASON SPEZZA","","C","","58","9","16","-3","18","7","73","13","19","32","105","0.16","0.28","-0.05","0.31","0.12","1.26","0.22","0.33","0.55","1.81"
"CARTER VERHAEGHE","","L","FLA","52","9","4","-9","8","1","57","29","8","37","94","0.17","0.08","-0.17","0.15","0.02","1.10","0.56","0.15","0.71","1.81"
"TRAVIS ZAJAC","","C","","69","9","16","-12","28","1","72","58","39","97","169","0.13","0.23","-0.17","0.41","0.01","1.04","0.84","0.57","1.41","2.45"
"ALEXANDER KERFOOT","","L","TOR","65","9","19","-2","32","3","88","48","41","89","177","0.14","0.29","-0.03","0.49","0.05","1.35","0.74","0.63","1.37","2.72"
"KYLE TURRIS","","R","","62","9","22","-9","22","10","88","18","25","43","131","0.15","0.35","-0.15","0.35","0.16","1.42","0.29","0.40","0.69","2.11"
"DARREN HELM","","C","COL","68","9","7","-6","37","0","102","88","26","114","216","0.13","0.10","-0.09","0.54","0.00","1.50","1.29","0.38","1.68","3.18"
"TOREY KRUG","","D","STL","61","9","40","-4","33","28","144","36","48","84","228","0.15","0.66","-0.07","0.54","0.46","2.36","0.59","0.79","1.38","3.74"
"ADAM FOX","","D","NYR","70","8","34","22","32","13","125","35","92","127","252","0.11","0.49","0.31","0.46","0.19","1.79","0.50","1.31","1.81","3.60"
"BLAKE COMEAU","","L","","55","8","8","-6","36","0","74","107","24","131","205","0.15","0.15","-0.11","0.65","0.00","1.35","1.95","0.44","2.38","3.73"
"RYAN SUTER","","D","DAL","69","8","40","-6","12","18","111","48","93","141","252","0.12","0.58","-0.09","0.17","0.26","1.61","0.70","1.35","2.04","3.65"
"TRAVIS SANHEIM","","D","PHI","69","8","17","4","32","4","110","41","79","120","230","0.12","0.25","0.06","0.46","0.06","1.59","0.59","1.14","1.74","3.33"
"KIRBY DACH","","C","MTL","64","8","15","-1","24","3","101","33","23","56","157","0.13","0.23","-0.02","0.38","0.05","1.58","0.52","0.36","0.88","2.45"
"MATTIAS EKHOLM","","D","NSH","68","8","25","-1","32","5","154","49","100","149","303","0.12","0.37","-0.01","0.47","0.07","2.26","0.72","1.47","2.19","4.46"
"CARTER ROWNEY","","C","","71","8","11","5","14","0","63","189","42","231","294","0.11","0.15","0.07","0.20","0.00","0.89","2.66","0.59","3.25","4.14"
"BARCLAY GOODROW","","C","NYR","70","8","18","-8","97","2","102","162","66","228","330","0.11","0.26","-0.11","1.39","0.03","1.46","2.31","0.94","3.26","4.71"
"TOMAS NOSEK","","C","BOS","67","8","7","-2","20","0","93","91","38","129","222","0.12","0.10","-0.03","0.30","0.00","1.39","1.36","0.57","1.93","3.31"
"ANDREAS JOHNSSON","","L","N.J","43","8","13","0","14","5","78","43","21","64","142","0.19","0.30","0.00","0.33","0.12","1.81","1.00","0.49","1.49","3.30"
"JOEL ERIKSSON EK","","C","MIN","62","8","21","7","22","1","102","93","43","136","238","0.13","0.34","0.11","0.35","0.02","1.65","1.50","0.69","2.19","3.84"
"JORDAN STAAL","","C","CAR","68","8","19","3","40","3","125","149","36","185","310","0.12","0.28","0.04","0.59","0.04","1.84","2.19","0.53","2.72","4.56"
"MICHAEL RAFFL","","L","","58","8","12","-2","14","1","66","73","25","98","164","0.14","0.21","-0.03","0.24","0.02","1.14","1.26","0.43","1.69","2.83"
"BRANDON SUTTER","","C","","44","8","9","1","25","3","76","18","15","33","109","0.18","0.20","0.02","0.57","0.07","1.73","0.41","0.34","0.75","2.48"
"JUSTIN WILLIAMS","","R","","20","8","3","2","6","3","60","20","7","27","87","0.40","0.15","0.10","0.30","0.15","3.00","1.00","0.35","1.35","4.35"
"CARL HAGELIN","","L","WSH","58","8","17","12","16","0","107","24","19","43","150","0.14","0.29","0.21","0.28","0.00","1.84","0.41","0.33","0.74","2.59"
"BRAD HUNT","","D","COL","59","8","11","-7","6","10","106","12","39","51","157","0.14","0.19","-0.12","0.10","0.17","1.80","0.20","0.66","0.86","2.66"
"TYSON JOST","","C","MIN","67","8","15","11","22","5","115","58","18","76","191","0.12","0.22","0.16","0.33","0.07","1.72","0.87","0.27","1.13","2.85"
"RYAN REAVES","","R","NYR","71","8","7","-5","47","0","61","316","24","340","401","0.11","0.10","-0.07","0.66","0.00","0.86","4.45","0.34","4.79","5.65"
"DAMON SEVERSON","","D","N.J","69","8","23","-20","52","10","114","81","97","178","292","0.12","0.33","-0.29","0.75","0.14","1.65","1.17","1.41","2.58","4.23"
"ILYA MIKHEYEV","","R","VAN","39","8","15","7","4","0","98","26","13","39","137","0.21","0.38","0.18","0.10","0.00","2.51","0.67","0.33","1.00","3.51"
"RYAN DZINGEL","","C","","64","8","21","3","30","9","98","36","25","61","159","0.13","0.33","0.05","0.47","0.14","1.53","0.56","0.39","0.95","2.48"
"MILAN LUCIC","","L","CGY","68","8","12","-6","54","8","83","198","20","218","301","0.12","0.18","-0.09","0.79","0.12","1.22","2.91","0.29","3.21","4.43"
"PAVEL ZACHA","","C","BOS","65","8","24","-12","14","8","97","62","19","81","178","0.12","0.37","-0.18","0.22","0.12","1.49","0.95","0.29","1.25","2.74"
"JOEL FARABEE","","C","PHI","52","8","13","6","39","2","81","31","18","49","130","0.15","0.25","0.12","0.75","0.04","1.56","0.60","0.35","0.94","2.50"
"ALEX TUCH","","R","BUF","42","8","9","-10","8","7","98","58","20","78","176","0.19","0.21","-0.24","0.19","0.17","2.33","1.38","0.48","1.86","4.19"
"JORDAN WEAL","","C","","49","8","7","-8","14","5","86","32","21","53","139","0.16","0.14","-0.16","0.29","0.10","1.76","0.65","0.43","1.08","2.84"
"JORDAN GREENWAY","","L","MIN","67","8","20","2","54","3","93","95","44","139","232","0.12","0.30","0.03","0.81","0.04","1.39","1.42","0.66","2.07","3.46"
"MIRO HEISKANEN","","D","DAL","68","8","27","14","12","7","163","40","84","124","287","0.12","0.40","0.21","0.18","0.10","2.40","0.59","1.24","1.82","4.22"
"KEVIN SHATTENKIRK","","D","ANA","70","8","26","22","38","7","131","62","66","128","259","0.11","0.37","0.31","0.54","0.10","1.87","0.89","0.94","1.83","3.70"
"WAYNE SIMMONDS","","R","TOR","68","8","17","-21","66","9","119","145","29","174","293","0.12","0.25","-0.31","0.97","0.13","1.75","2.13","0.43","2.56","4.31"
"DAVID KAMPF","","C","TOR","70","8","8","-11","8","0","90","52","26","78","168","0.11","0.11","-0.16","0.11","0.00","1.29","0.74","0.37","1.11","2.40"
"MATT NISKANEN","","D","","68","8","25","15","29","13","126","124","84","208","334","0.12","0.37","0.22","0.43","0.19","1.85","1.82","1.24","3.06","4.91"
"ALEX GALCHENYUK","","C","","59","8","16","-5","16","7","86","52","17","69","155","0.14","0.27","-0.08","0.27","0.12","1.46","0.88","0.29","1.17","2.63"
"MAX JONES","","L","ANA","59","8","4","-6","36","1","102","82","18","100","202","0.14","0.07","-0.10","0.61","0.02","1.73","1.39","0.31","1.69","3.42"
"RYAN ELLIS","","D","PHI","49","8","30","16","19","9","114","48","96","144","258","0.16","0.61","0.33","0.39","0.18","2.33","0.98","1.96","2.94","5.27"
"SAM BENNETT","","C","FLA","52","8","4","-1","36","1","82","101","13","114","196","0.15","0.08","-0.02","0.69","0.02","1.58","1.94","0.25","2.19","3.77"
"MATT NIETO","","R","S.J","70","8","13","7","6","0","85","37","23","60","145","0.11","0.19","0.10","0.09","0.00","1.21","0.53","0.33","0.86","2.07"
"MICHAEL GRABNER","","L","","46","8","3","-4","6","0","61","21","12","33","94","0.17","0.07","-0.09","0.13","0.00","1.33","0.46","0.26","0.72","2.04"
"PIERRE ENGVALL","","R","TOR","48","8","7","4","6","0","72","29","10","39","111","0.17","0.15","0.08","0.13","0.00","1.50","0.60","0.21","0.81","2.31"
"FILIP ZADINA","","R","DET","28","8","7","-13","2","7","60","11","10","21","81","0.29","0.25","-0.46","0.07","0.25","2.14","0.39","0.36","0.75","2.89"
"MIKE MATHESON","","D","MTL","59","8","12","-1","14","2","104","44","53","97","201","0.14","0.20","-0.02","0.24","0.03","1.76","0.75","0.90","1.64","3.41"
"BRADY SKJEI","","D","CAR","67","8","16","-10","45","0","139","103","96","199","338","0.12","0.24","-0.15","0.67","0.00","2.07","1.54","1.43","2.97","5.04"
"TYLER PITLICK","","R","","63","8","12","11","12","0","76","132","42","174","250","0.13","0.19","0.17","0.19","0.00","1.21","2.10","0.67","2.76","3.97"
"QUINN HUGHES","","D","VAN","68","8","45","-10","22","25","126","7","46","53","179","0.12","0.66","-0.15","0.32","0.37","1.85","0.10","0.68","0.78","2.63"
"RILEY SHEAHAN","","L","","66","8","7","-13","6","0","70","26","33","59","129","0.12","0.11","-0.20","0.09","0.00","1.06","0.39","0.50","0.89","1.95"
"JOSH LEIVO","","R","STL","36","7","12","0","4","5","69","17","8","25","94","0.19","0.33","0.00","0.11","0.14","1.92","0.47","0.22","0.69","2.61"
"COLIN WHITE","","C","FLA","61","7","16","-12","39","4","83","47","30","77","160","0.11","0.26","-0.20","0.64","0.07","1.36","0.77","0.49","1.26","2.62"
"STEFAN NOESEN","","R","CAR","40","7","2","-1","32","1","67","74","17","91","158","0.18","0.05","-0.03","0.80","0.03","1.68","1.85","0.43","2.28","3.95"
"MARK BOROWIECKI","","D","NSH","53","7","11","1","58","0","63","199","120","319","382","0.13","0.21","0.02","1.09","0.00","1.19","3.75","2.26","6.02","7.21"
"KYLE CLIFFORD","","L","TOR","69","7","10","-7","68","0","110","133","15","148","258","0.10","0.14","-0.10","0.99","0.00","1.59","1.93","0.22","2.14","3.74"
"ONDREJ KASE","","R","CAR","55","7","17","-7","14","2","144","13","17","30","174","0.13","0.31","-0.13","0.25","0.04","2.62","0.24","0.31","0.55","3.16"
"ERIC ROBINSON","","L","CBJ","50","7","5","10","12","0","69","79","15","94","163","0.14","0.10","0.20","0.24","0.00","1.38","1.58","0.30","1.88","3.26"
"MACKENZIE MACEACHERN","","L","CAR","51","7","3","2","33","0","63","82","13","95","158","0.14","0.06","0.04","0.65","0.00","1.24","1.61","0.25","1.86","3.10"
"NIC DOWD","","C","WSH","56","7","8","11","28","0","52","117","26","143","195","0.13","0.14","0.20","0.50","0.00","0.93","2.09","0.46","2.55","3.48"
"ALEXANDER STEEN","","L","","55","7","10","7","12","1","71","26","47","73","144","0.13","0.18","0.13","0.22","0.02","1.29","0.47","0.85","1.33","2.62"
