"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"LUKAS ROUSEK","","R","BUF","2","1","1","2","0","0","3","0","1","1","4","0.50","0.50","1.00","0.00","0.00","1.50","0.00","0.50","0.50","2.00"
"JAKUB VORACEK","","L","ARI","11","1","5","-7","0","1","17","2","7","9","26","0.09","0.45","-0.64","0.00","0.09","1.55","0.18","0.64","0.82","2.36"
"NOLAN FOOTE","","L","N.J","6","1","0","2","0","0","4","5","3","8","12","0.17","0.00","0.33","0.00","0.00","0.67","0.83","0.50","1.33","2.00"
"ALEX NYLANDER","","L","PIT","9","1","1","1","6","0","11","12","3","15","26","0.11","0.11","0.11","0.67","0.00","1.22","1.33","0.33","1.67","2.89"
"DENNIS GILBERT","","D","CGY","23","1","3","0","27","0","13","55","26","81","94","0.04","0.13","0.00","1.17","0.00","0.57","2.39","1.13","3.52","4.09"
"COLE MCWARD","","D","VAN","5","1","0","0","0","0","6","5","6","11","17","0.20","0.00","0.00","0.00","0.00","1.20","1.00","1.20","2.20","3.40"
"SHANE WRIGHT","","C","SEA","8","1","1","4","2","0","4","1","6","7","11","0.13","0.13","0.50","0.25","0.00","0.50","0.13","0.75","0.88","1.38"
"AIDAN MCDONOUGH","","L","VAN","6","1","0","-2","2","0","4","7","2","9","13","0.17","0.00","-0.33","0.33","0.00","0.67","1.17","0.33","1.50","2.17"
"NIKITA OKHOTIUK","","D","S.J","10","1","0","1","2","0","6","31","9","40","46","0.10","0.00","0.10","0.20","0.00","0.60","3.10","0.90","4.00","4.60"
"JACOB BRYSON","","D","BUF","59","1","8","-24","8","0","27","34","69","103","130","0.02","0.14","-0.41","0.14","0.00","0.46","0.58","1.17","1.75","2.20"
"BUDDY ROBINSON","","R","","9","1","2","1","4","0","13","15","3","18","31","0.11","0.22","0.11","0.44","0.00","1.44","1.67","0.33","2.00","3.44"
"GIVANI SMITH","","L","S.J","36","1","3","-3","72","0","30","67","8","75","105","0.03","0.08","-0.08","2.00","0.00","0.83","1.86","0.22","2.08","2.92"
"IAN MITCHELL","","D","BOS","35","1","7","-8","8","1","25","16","37","53","78","0.03","0.20","-0.23","0.23","0.03","0.71","0.46","1.06","1.51","2.23"
"PARKER KELLY","","L","OTT","55","1","3","-9","37","0","59","172","25","197","256","0.02","0.05","-0.16","0.67","0.00","1.07","3.13","0.45","3.58","4.65"
"CHAD RUHWEDEL","","D","PIT","47","1","4","-4","18","0","36","90","51","141","177","0.02","0.09","-0.09","0.38","0.00","0.77","1.91","1.09","3.00","3.77"
"RADIM ZOHORNA","","C","PIT","10","1","0","-1","0","0","9","7","2","9","18","0.10","0.00","-0.10","0.00","0.00","0.90","0.70","0.20","0.90","1.80"
"TYLER ANGLE","","C","CBJ","2","1","0","-2","0","0","5","2","0","2","7","0.50","0.00","-1.00","0.00","0.00","2.50","1.00","0.00","1.00","3.50"
"MARC-EDOUARD VLASIC","","D","S.J","78","1","17","-14","16","0","67","45","116","161","228","0.01","0.22","-0.18","0.21","0.00","0.86","0.58","1.49","2.06","2.92"
"JACOB LUCCHINI","","R","MIN","11","1","0","-2","0","1","14","16","1","17","31","0.09","0.00","-0.18","0.00","0.09","1.27","1.45","0.09","1.55","2.82"
"TRAVIS DERMOTT","","D","ARI","11","1","0","-4","2","0","7","10","10","20","27","0.09","0.00","-0.36","0.18","0.00","0.64","0.91","0.91","1.82","2.45"
"SEAN FARRELL","","L","MTL","6","1","0","-2","0","0","8","0","2","2","10","0.17","0.00","-0.33","0.00","0.00","1.33","0.00","0.33","0.33","1.67"
"RYAN LINDGREN","","D","NYR","63","1","17","29","45","0","75","68","92","160","235","0.02","0.27","0.46","0.71","0.00","1.19","1.08","1.46","2.54","3.73"
"PHILIP BROBERG","","D","EDM","46","1","7","6","2","0","32","28","35","63","95","0.02","0.15","0.13","0.04","0.00","0.70","0.61","0.76","1.37","2.07"
"FREDRIK OLOFSSON","","L","COL","28","1","3","0","2","0","34","32","8","40","74","0.04","0.11","0.00","0.07","0.00","1.21","1.14","0.29","1.43","2.64"
"FILIP ROOS","","D","CHI","17","1","2","-5","4","0","19","14","20","34","53","0.06","0.12","-0.29","0.24","0.00","1.12","0.82","1.18","2.00","3.12"
"PAVOL REGENDA","","L","ANA","14","1","2","-3","4","0","17","8","13","21","38","0.07","0.14","-0.21","0.29","0.00","1.21","0.57","0.93","1.50","2.71"
"CHRIS TANEV","","D","CGY","65","1","12","7","21","1","75","51","130","181","256","0.02","0.18","0.11","0.32","0.02","1.15","0.78","2.00","2.78","3.94"
"JOSEPH CRAMAROSSA","","C","","4","1","0","0","4","0","1","8","1","9","10","0.25","0.00","0.00","1.00","0.00","0.25","2.00","0.25","2.25","2.50"
"PHILIPPE MYERS","","D","T.B","11","1","2","0","4","0","21","31","6","37","58","0.09","0.18","0.00","0.36","0.00","1.91","2.82","0.55","3.36","5.27"
"MARCUS PETTERSSON","","D","PIT","68","1","23","4","58","0","96","133","131","264","360","0.01","0.34","0.06","0.85","0.00","1.41","1.96","1.93","3.88","5.29"
"NIKITA ZAITSEV","","D","CHI","46","1","7","-9","20","0","20","95","72","167","187","0.02","0.15","-0.20","0.43","0.00","0.43","2.07","1.57","3.63","4.07"
"BEN HARPUR","","D","NYR","42","1","5","0","20","0","34","63","57","120","154","0.02","0.12","0.00","0.48","0.00","0.81","1.50","1.36","2.86","3.67"
"TY SMITH","","D","PIT","9","1","3","3","4","3","27","19","4","23","50","0.11","0.33","0.33","0.44","0.33","3.00","2.11","0.44","2.56","5.56"
"MATTHEW HIGHMORE","","R","OTT","2","0","0","1","0","0","2","4","0","4","6","0.00","0.00","0.50","0.00","0.00","1.00","2.00","0.00","2.00","3.00"
"ERIK JOHNSON","","D","BUF","63","0","8","8","12","0","98","121","102","223","321","0.00","0.13","0.13","0.19","0.00","1.56","1.92","1.62","3.54","5.10"
"STEVEN FOGARTY","","R","MIN","2","0","0","0","0","0","0","3","0","3","3","0.00","0.00","0.00","0.00","0.00","0.00","1.50","0.00","1.50","1.50"
"TARO HIROSE","","L","DET","3","0","0","-2","2","0","2","1","2","3","5","0.00","0.00","-0.67","0.67","0.00","0.67","0.33","0.67","1.00","1.67"
"HUGH MCGING","","C","STL","1","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"MAC HOLLOWELL","","D","NYR","6","0","2","3","2","0","4","3","6","9","13","0.00","0.33","0.50","0.33","0.00","0.67","0.50","1.00","1.50","2.17"
"DAVID GUSTAFSSON","","L","WPG","46","0","6","2","6","0","45","25","18","43","88","0.00","0.13","0.04","0.13","0.00","0.98","0.54","0.39","0.93","1.91"
"BOBBY MCMANN","","R","TOR","10","0","1","-2","2","0","18","17","0","17","35","0.00","0.10","-0.20","0.20","0.00","1.80","1.70","0.00","1.70","3.50"
"GABRIEL CARLSSON","","D","","6","0","2","-1","0","0","3","4","1","5","8","0.00","0.33","-0.17","0.00","0.00","0.50","0.67","0.17","0.83","1.33"
"GLENN GAWDIN","","C","ANA","3","0","0","-1","0","0","3","4","3","7","10","0.00","0.00","-0.33","0.00","0.00","1.00","1.33","1.00","2.33","3.33"
"THOMAS HARLEY","","D","DAL","6","0","2","5","2","0","8","1","8","9","17","0.00","0.33","0.83","0.33","0.00","1.33","0.17","1.33","1.50","2.83"
"ANDREAS ENGLUND","","D","L.A","47","0","4","-1","35","0","31","133","33","166","197","0.00","0.09","-0.02","0.74","0.00","0.66","2.83","0.70","3.53","4.19"
"ROLAND MCKEOWN","","D","NSH","6","0","0","1","8","0","3","4","6","10","13","0.00","0.00","0.17","1.33","0.00","0.50","0.67","1.00","1.67","2.17"
"BRAD MALONE","","L","EDM","10","0","0","-4","6","0","7","26","4","30","37","0.00","0.00","-0.40","0.60","0.00","0.70","2.60","0.40","3.00","3.70"
"WAYNE SIMMONDS","","R","","18","0","2","1","49","0","9","44","7","51","60","0.00","0.11","0.06","2.72","0.00","0.50","2.44","0.39","2.83","3.33"
"JOEL HANLEY","","D","DAL","26","0","2","5","15","0","14","24","28","52","66","0.00","0.08","0.19","0.58","0.00","0.54","0.92","1.08","2.00","2.54"
"AUSTIN STRAND","","D","","5","0","0","-2","2","0","5","5","4","9","14","0.00","0.00","-0.40","0.40","0.00","1.00","1.00","0.80","1.80","2.80"
"DENNIS CHOLOWSKI","","D","NYI","2","0","0","-1","0","0","0","0","1","1","1","0.00","0.00","-0.50","0.00","0.00","0.00","0.00","0.50","0.50","0.50"
"DAVID JIRICEK","","D","CBJ","4","0","0","-4","2","0","5","9","7","16","21","0.00","0.00","-1.00","0.50","0.00","1.25","2.25","1.75","4.00","5.25"
"CONNOR CARRICK","","D","SEA","1","0","1","3","0","0","2","4","0","4","6","0.00","1.00","3.00","0.00","0.00","2.00","4.00","0.00","4.00","6.00"
"NICK CICEK","","D","S.J","16","0","4","-7","15","0","3","28","21","49","52","0.00","0.25","-0.44","0.94","0.00","0.19","1.75","1.31","3.06","3.25"
"TYLER BENSON","","L","","2","0","0","0","0","0","0","2","0","2","2","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","1.00","1.00"
"GABRIEL FORTIER","","L","T.B","1","0","0","0","0","0","0","1","0","1","1","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","1.00","1.00"
"JAN JENIK","","R","ARI","2","0","0","0","4","0","0","4","2","6","6","0.00","0.00","0.00","2.00","0.00","0.00","2.00","1.00","3.00","3.00"
"SHELDON REMPAL","","R","VGK","1","0","0","-2","0","0","0","0","0","0","0","0.00","0.00","-2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"OWEN BECK","","C","MTL","1","0","0","-1","0","0","0","0","1","1","1","0.00","0.00","-1.00","0.00","0.00","0.00","0.00","1.00","1.00","1.00"
"ARNAUD DURANDEAU","","L","NYI","4","0","0","1","2","0","9","3","2","5","14","0.00","0.00","0.25","0.50","0.00","2.25","0.75","0.50","1.25","3.50"
"ALEX VLASIC","","D","CHI","6","0","1","-1","0","0","4","5","9","14","18","0.00","0.17","-0.17","0.00","0.00","0.67","0.83","1.50","2.33","3.00"
"CALE FLEURY","","D","SEA","12","0","1","0","2","0","10","28","13","41","51","0.00","0.08","0.00","0.17","0.00","0.83","2.33","1.08","3.42","4.25"
"MATT CORONATO","","R","CGY","1","0","0","1","2","0","4","1","0","1","5","0.00","0.00","1.00","2.00","0.00","4.00","1.00","0.00","1.00","5.00"
"BRANDT CLARKE","","D","L.A","9","0","2","-1","6","1","11","3","14","17","28","0.00","0.22","-0.11","0.67","0.11","1.22","0.33","1.56","1.89","3.11"
"SEMYON DER-ARGUCHINTSEV","","C","TOR","1","0","0","1","0","0","0","0","0","0","0","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"MARKUS NIEMELAINEN","","D","EDM","23","0","0","3","4","0","16","61","16","77","93","0.00","0.00","0.13","0.17","0.00","0.70","2.65","0.70","3.35","4.04"
"VINCENT DESHARNAIS","","D","EDM","36","0","5","14","31","0","17","45","48","93","110","0.00","0.14","0.39","0.86","0.00","0.47","1.25","1.33","2.58","3.06"
"VINCENT IORIO","","D","WSH","3","0","1","0","0","0","3","2","3","5","8","0.00","0.33","0.00","0.00","0.00","1.00","0.67","1.00","1.67","2.67"
"NATHAN BEAULIEU","","D","","52","0","4","-23","39","0","33","49","80","129","162","0.00","0.08","-0.44","0.75","0.00","0.63","0.94","1.54","2.48","3.12"
"MAX WILLMAN","","L","","9","0","0","-3","4","0","9","16","6","22","31","0.00","0.00","-0.33","0.44","0.00","1.00","1.78","0.67","2.44","3.44"
"GRIGORI DENISENKO","","R","FLA","18","0","3","-5","4","0","16","20","8","28","44","0.00","0.17","-0.28","0.22","0.00","0.89","1.11","0.44","1.56","2.44"
"TYCE THOMPSON","","C","N.J","2","0","0","-1","0","0","1","0","2","2","3","0.00","0.00","-0.50","0.00","0.00","0.50","0.00","1.00","1.00","1.50"
"CONNOR MCMICHAEL","","L","WSH","6","0","0","0","5","0","2","2","3","5","7","0.00","0.00","0.00","0.83","0.00","0.33","0.33","0.50","0.83","1.17"
"DYLAN MCILRATH","","D","WSH","6","0","1","-6","7","0","1","14","7","21","22","0.00","0.17","-1.00","1.17","0.00","0.17","2.33","1.17","3.50","3.67"
"BRENDAN GAUNCE","","C","CBJ","5","0","1","-1","2","0","9","4","2","6","15","0.00","0.20","-0.20","0.40","0.00","1.80","0.80","0.40","1.20","3.00"
"ADAM GINNING","","D","PHI","1","0","0","0","2","0","0","2","2","4","4","0.00","0.00","0.00","2.00","0.00","0.00","2.00","2.00","4.00","4.00"
"JUSTIN KIRKLAND","","L","ARI","7","0","0","-3","0","0","5","8","3","11","16","0.00","0.00","-0.43","0.00","0.00","0.71","1.14","0.43","1.57","2.29"
"STEVEN SANTINI","","D","L.A","4","0","1","0","2","0","5","6","10","16","21","0.00","0.25","0.00","0.50","0.00","1.25","1.50","2.50","4.00","5.25"
"SAM POULIN","","L","PIT","3","0","1","-3","2","1","2","3","1","4","6","0.00","0.33","-1.00","0.67","0.33","0.67","1.00","0.33","1.33","2.00"
"VLADISLAV KOLYACHONOK","","D","ARI","2","0","0","0","0","0","2","2","2","4","6","0.00","0.00","0.00","0.00","0.00","1.00","1.00","1.00","2.00","3.00"
"SPENCER STASTNEY","","D","NSH","8","0","2","5","2","0","9","2","9","11","20","0.00","0.25","0.63","0.25","0.00","1.13","0.25","1.13","1.38","2.50"
"MATTHEW PHILLIPS","","C","WSH","2","0","0","0","2","0","1","0","0","0","1","0.00","0.00","0.00","1.00","0.00","0.50","0.00","0.00","0.00","0.50"
"ONDREJ KASE","","R","","1","0","0","0","0","0","0","1","0","1","1","0.00","0.00","0.00","0.00","0.00","0.00","1.00","0.00","1.00","1.00"
"BRENDAN SMITH","","D","N.J","60","0","5","3","63","0","58","102","76","178","236","0.00","0.08","0.05","1.05","0.00","0.97","1.70","1.27","2.97","3.93"
"HUNTER MCKOWN","","R","CBJ","12","0","2","-4","8","0","13","12","5","17","30","0.00","0.17","-0.33","0.67","0.00","1.08","1.00","0.42","1.42","2.50"
"WILLIAM DUFOUR","","R","NYI","1","0","0","-2","0","0","0","1","0","1","1","0.00","0.00","-2.00","0.00","0.00","0.00","1.00","0.00","1.00","1.00"
"KALE CLAGUE","","D","BUF","33","0","4","-3","24","0","24","24","24","48","72","0.00","0.12","-0.09","0.73","0.00","0.73","0.73","0.73","1.45","2.18"
"FILIP HALLANDER","","C","PIT","2","0","0","0","0","0","0","1","3","4","4","0.00","0.00","0.00","0.00","0.00","0.00","0.50","1.50","2.00","2.00"
"VINNI LETTIERI","","R","MIN","1","0","0","-1","0","0","1","3","0","3","4","0.00","0.00","-1.00","0.00","0.00","1.00","3.00","0.00","3.00","4.00"
"TOBIAS BJORNFOT","","D","L.A","10","0","1","1","6","0","10","12","11","23","33","0.00","0.10","0.10","0.60","0.00","1.00","1.20","1.10","2.30","3.30"
"JEREMY DAVIES","","D","BUF","1","0","0","0","2","0","1","0","1","1","2","0.00","0.00","0.00","2.00","0.00","1.00","0.00","1.00","1.00","2.00"
"KRISTIAN REICHEL","","R","WPG","2","0","1","0","0","0","1","2","0","2","3","0.00","0.50","0.00","0.00","0.00","0.50","1.00","0.00","1.00","1.50"
"JEAN-SEBASTIEN DEA","","C","","4","0","0","-2","0","0","1","3","1","4","5","0.00","0.00","-0.50","0.00","0.00","0.25","0.75","0.25","1.00","1.25"
"DRAKE CAGGIULA","","L","EDM","4","0","0","-1","0","0","2","6","1","7","9","0.00","0.00","-0.25","0.00","0.00","0.50","1.50","0.25","1.75","2.25"
"TYLER KLEVEN","","D","OTT","8","0","2","0","2","0","11","9","7","16","27","0.00","0.25","0.00","0.25","0.00","1.38","1.13","0.88","2.00","3.38"
"LASSI THOMSON","","D","OTT","2","0","0","-2","4","0","1","2","0","2","3","0.00","0.00","-1.00","2.00","0.00","0.50","1.00","0.00","1.00","1.50"
"CALLAHAN BURKE","","C","COL","2","0","0","-1","0","0","2","1","2","3","5","0.00","0.00","-0.50","0.00","0.00","1.00","0.50","1.00","1.50","2.50"
"PARKER WOTHERSPOON","","D","BOS","12","0","1","5","4","0","10","8","7","15","25","0.00","0.08","0.42","0.33","0.00","0.83","0.67","0.58","1.25","2.08"
"LUCAS CARLSSON","","D","FLA","2","0","0","-1","2","0","2","3","1","4","6","0.00","0.00","-0.50","1.00","0.00","1.00","1.50","0.50","2.00","3.00"
"MARK BOROWIECKI","","D","","4","0","0","0","12","0","1","5","1","6","7","0.00","0.00","0.00","3.00","0.00","0.25","1.25","0.25","1.50","1.75"
"FREDERIC ALLARD","","D","","3","0","0","2","0","0","6","0","2","2","8","0.00","0.00","0.67","0.00","0.00","2.00","0.00","0.67","0.67","2.67"
"NICK DESIMONE","","D","CGY","4","0","0","-4","2","0","4","2","4","6","10","0.00","0.00","-1.00","0.50","0.00","1.00","0.50","1.00","1.50","2.50"
"RONNIE ATTARD","","D","PHI","2","0","0","0","0","0","5","3","2","5","10","0.00","0.00","0.00","0.00","0.00","2.50","1.50","1.00","2.50","5.00"
"LIAS ANDERSSON","","L","MTL","1","0","0","-1","0","0","1","2","0","2","3","0.00","0.00","-1.00","0.00","0.00","1.00","2.00","0.00","2.00","3.00"
"ANDREAS JOHNSSON","","L","PIT","13","0","3","-6","6","0","18","7","5","12","30","0.00","0.23","-0.46","0.46","0.00","1.38","0.54","0.38","0.92","2.31"
"COLTON WHITE","","D","ANA","46","0","6","-17","8","0","30","34","37","71","101","0.00","0.13","-0.37","0.17","0.00","0.65","0.74","0.80","1.54","2.20"
"LUKE PHILP","","C","CHI","3","0","1","0","2","0","0","4","0","4","4","0.00","0.33","0.00","0.67","0.00","0.00","1.33","0.00","1.33","1.33"
"ANDY ANDREOFF","","L","","3","0","1","-3","0","0","1","7","1","8","9","0.00","0.33","-1.00","0.00","0.00","0.33","2.33","0.33","2.67","3.00"
"FILIP KRAL","","D","","2","0","0","0","2","0","1","2","1","3","4","0.00","0.00","0.00","1.00","0.00","0.50","1.00","0.50","1.50","2.00"
"NATHAN SMITH","","C","ARI","4","0","0","-1","4","0","2","6","3","9","11","0.00","0.00","-0.25","1.00","0.00","0.50","1.50","0.75","2.25","2.75"
"HENRIK BORGSTROM","","R","WSH","1","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"JACOB MOVERARE","","D","L.A","2","0","0","-1","0","0","6","3","4","7","13","0.00","0.00","-0.50","0.00","0.00","3.00","1.50","2.00","3.50","6.50"
"CHARLES HUDON","","L","","9","0","0","-2","2","0","18","13","2","15","33","0.00","0.00","-0.22","0.22","0.00","2.00","1.44","0.22","1.67","3.67"
"EGOR ZAMULA","","D","PHI","14","0","4","0","2","0","8","9","13","22","30","0.00","0.29","0.00","0.14","0.00","0.57","0.64","0.93","1.57","2.14"
"MATTHEW KESSEL","","D","STL","2","0","0","-1","0","0","3","0","1","1","4","0.00","0.00","-0.50","0.00","0.00","1.50","0.00","0.50","0.50","2.00"
"GUSTAV OLOFSSON","","D","SEA","3","0","0","1","0","0","6","2","4","6","12","0.00","0.00","0.33","0.00","0.00","2.00","0.67","1.33","2.00","4.00"
"MIKAEL PYYHTIA","","C","CBJ","2","0","1","-2","2","1","2","0","2","2","4","0.00","0.50","-1.00","1.00","0.50","1.00","0.00","1.00","1.00","2.00"
"MIKE HARDMAN","","L","CHI","8","0","0","-2","0","0","7","25","6","31","38","0.00","0.00","-0.25","0.00","0.00","0.88","3.13","0.75","3.88","4.75"
"ALEXANDER ALEXEYEV","","D","WSH","32","0","5","-2","4","0","28","33","48","81","109","0.00","0.16","-0.06","0.13","0.00","0.88","1.03","1.50","2.53","3.41"
"DYLAN COGHLAN","","D","CAR","17","0","3","-1","2","0","29","11","9","20","49","0.00","0.18","-0.06","0.12","0.00","1.71","0.65","0.53","1.18","2.88"
"DARREN HELM","","C","","11","0","0","-1","4","0","10","16","3","19","29","0.00","0.00","-0.09","0.36","0.00","0.91","1.45","0.27","1.73","2.64"
"CHRIS WIDEMAN","","D","MTL","46","0","6","-6","81","2","31","25","51","76","107","0.00","0.13","-0.13","1.76","0.04","0.67","0.54","1.11","1.65","2.33"
"MARIAN STUDENIC","","L","SEA","3","0","0","-1","0","0","4","3","0","3","7","0.00","0.00","-0.33","0.00","0.00","1.33","1.00","0.00","1.00","2.33"
"DAKOTA MERMIS","","D","MIN","2","0","0","-1","0","0","1","2","3","5","6","0.00","0.00","-0.50","0.00","0.00","0.50","1.00","1.50","2.50","3.00"
"MAXENCE GUENETTE","","D","OTT","1","0","0","-1","0","0","2","1","1","2","4","0.00","0.00","-1.00","0.00","0.00","2.00","1.00","1.00","2.00","4.00"
"OSKAR OLAUSSON","","R","COL","1","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"JONAS RONDBJERG","","C","VGK","13","0","1","-5","4","0","15","2","7","9","24","0.00","0.08","-0.38","0.31","0.00","1.15","0.15","0.54","0.69","1.85"
"JOONA KOPPANEN","","L","PIT","5","0","1","0","4","0","2","8","2","10","12","0.00","0.20","0.00","0.80","0.00","0.40","1.60","0.40","2.00","2.40"
"JAMIE DRYSDALE","","D","ANA","8","0","0","-3","2","0","8","7","6","13","21","0.00","0.00","-0.38","0.25","0.00","1.00","0.88","0.75","1.63","2.63"
"LUCAS JOHANSEN","","D","WSH","2","0","0","0","0","0","3","0","3","3","6","0.00","0.00","0.00","0.00","0.00","1.50","0.00","1.50","1.50","3.00"
"DMITRI SAMORUKOV","","D","","2","0","0","-1","2","0","1","0","2","2","3","0.00","0.00","-0.50","1.00","0.00","0.50","0.00","1.00","1.00","1.50"
"RILEY SHEAHAN","","L","","2","0","0","-2","4","0","0","0","1","1","1","0.00","0.00","-1.00","2.00","0.00","0.00","0.00","0.50","0.50","0.50"
"JAMES HAMBLIN","","C","EDM","10","0","0","-3","2","0","12","2","1","3","15","0.00","0.00","-0.30","0.20","0.00","1.20","0.20","0.10","0.30","1.50"
"CONNOR BROWN","","R","EDM","4","0","0","-3","0","0","2","6","1","7","9","0.00","0.00","-0.75","0.00","0.00","0.50","1.50","0.25","1.75","2.25"
"BRAYDEN PACHAL","","D","VGK","10","0","2","2","8","0","18","27","12","39","57","0.00","0.20","0.20","0.80","0.00","1.80","2.70","1.20","3.90","5.70"
"FREDRIK KARLSTROM","","C","DAL","5","0","0","1","0","0","6","1","1","2","8","0.00","0.00","0.20","0.00","0.00","1.20","0.20","0.20","0.40","1.60"
"BENOIT-OLIVIER GROULX","","C","ANA","2","0","0","0","0","0","2","0","0","0","2","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00"
"RYAN MURRAY","","D","","13","0","3","-4","4","0","8","11","12","23","31","0.00","0.23","-0.31","0.31","0.00","0.62","0.85","0.92","1.77","2.38"
"DILLON HEATHERINGTON","","D","OTT","3","0","0","-3","0","0","1","2","2","4","5","0.00","0.00","-1.00","0.00","0.00","0.33","0.67","0.67","1.33","1.67"
"MICHAEL KESSELRING","","D","ARI","9","0","3","-1","6","0","8","12","7","19","27","0.00","0.33","-0.11","0.67","0.00","0.89","1.33","0.78","2.11","3.00"
"MARCO KASPER","","C","DET","1","0","0","0","0","0","1","3","0","3","4","0.00","0.00","0.00","0.00","0.00","1.00","3.00","0.00","3.00","4.00"
"CARSON MEYER","","R","CBJ","14","0","1","-2","6","0","17","26","6","32","49","0.00","0.07","-0.14","0.43","0.00","1.21","1.86","0.43","2.29","3.50"
"STANISLAV SVOZIL","","D","CBJ","2","0","1","-3","2","1","3","1","1","2","5","0.00","0.50","-1.50","1.00","0.50","1.50","0.50","0.50","1.00","2.50"
"ALEC REGULA","","D","BOS","4","0","0","-3","4","0","2","4","8","12","14","0.00","0.00","-0.75","1.00","0.00","0.50","1.00","2.00","3.00","3.50"
"ADAM BECKMAN","","L","MIN","9","0","0","-2","0","0","12","3","2","5","17","0.00","0.00","-0.22","0.00","0.00","1.33","0.33","0.22","0.56","1.89"
"TRISTEN ROBINS","","C","S.J","3","0","0","-1","0","0","2","2","3","5","7","0.00","0.00","-0.33","0.00","0.00","0.67","0.67","1.00","1.67","2.33"
"KEVIN ROONEY","","C","CGY","17","0","1","-2","7","0","14","26","10","36","50","0.00","0.06","-0.12","0.41","0.00","0.82","1.53","0.59","2.12","2.94"
"COLE BARDREAU","","C","","1","0","0","0","2","0","0","2","0","2","2","0.00","0.00","0.00","2.00","0.00","0.00","2.00","0.00","2.00","2.00"
"JORDAN SPENCE","","D","L.A","6","0","1","1","0","0","6","3","3","6","12","0.00","0.17","0.17","0.00","0.00","1.00","0.50","0.50","1.00","2.00"
"ALEX STEEVES","","L","TOR","3","0","0","-2","0","0","3","3","0","3","6","0.00","0.00","-0.67","0.00","0.00","1.00","1.00","0.00","1.00","2.00"
"JESPER FRODEN","","R","","14","0","4","4","6","0","10","11","6","17","27","0.00","0.29","0.29","0.43","0.00","0.71","0.79","0.43","1.21","1.93"
"NIKITA SOSHNIKOV","","R","","3","0","0","-2","0","0","4","8","0","8","12","0.00","0.00","-0.67","0.00","0.00","1.33","2.67","0.00","2.67","4.00"
"THOMAS BORDELEAU","","L","S.J","8","0","2","-3","0","0","9","4","3","7","16","0.00","0.25","-0.38","0.00","0.00","1.13","0.50","0.38","0.88","2.00"
"DAMIEN GIROUX","","C","","1","0","1","0","2","0","0","2","1","3","3","0.00","1.00","0.00","2.00","0.00","0.00","2.00","1.00","3.00","3.00"
"ALEX GALCHENYUK","","L","","11","0","0","-8","4","0","8","10","3","13","21","0.00","0.00","-0.73","0.36","0.00","0.73","0.91","0.27","1.18","1.91"
"CJ SUESS","","L","","1","0","0","-1","2","0","0","1","0","1","1","0.00","0.00","-1.00","2.00","0.00","0.00","1.00","0.00","1.00","1.00"
"ANTON BLIDH","","L","NYR","14","0","0","-2","4","0","9","18","2","20","29","0.00","0.00","-0.14","0.29","0.00","0.64","1.29","0.14","1.43","2.07"
"WILLIAM LOCKWOOD","","R","FLA","13","0","1","-7","0","0","12","37","13","50","62","0.00","0.08","-0.54","0.00","0.00","0.92","2.85","1.00","3.85","4.77"
"JEFFREY VIEL","","R","WPG","4","0","0","0","2","0","4","6","2","8","12","0.00","0.00","0.00","0.50","0.00","1.00","1.50","0.50","2.00","3.00"
"ANTON LEVTCHI","","L","","2","0","0","0","0","0","1","0","0","0","1","0.00","0.00","0.00","0.00","0.00","0.50","0.00","0.00","0.00","0.50"
"WILL CUYLLE","","L","NYR","4","0","0","-2","10","0","1","8","0","8","9","0.00","0.00","-0.50","2.50","0.00","0.25","2.00","0.00","2.00","2.25"
"ROSS JOHNSTON","","L","NYI","16","0","2","-1","37","0","2","34","5","39","41","0.00","0.13","-0.06","2.31","0.00","0.13","2.13","0.31","2.44","2.56"
"COREY SCHUENEMAN","","D","COL","7","0","1","1","0","0","8","4","12","16","24","0.00","0.14","0.14","0.00","0.00","1.14","0.57","1.71","2.29","3.43"
"SHANE BOWERS","","C","N.J","1","0","0","0","0","0","1","0","0","0","1","0.00","0.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","1.00"
"JACKSON LACOMBE","","D","ANA","2","0","0","-1","0","0","1","1","9","10","11","0.00","0.00","-0.50","0.00","0.00","0.50","0.50","4.50","5.00","5.50"
"VILLE HEINOLA","","D","WPG","10","0","1","-5","2","0","5","7","7","14","19","0.00","0.10","-0.50","0.20","0.00","0.50","0.70","0.70","1.40","1.90"
